setting,policy,target,damping,period,runs,dispatched_mean,dispatched_ci_low,dispatched_ci_high,queue_end_mean,queue_end_ci_low,queue_end_ci_high,queue_north_mean,queue_north_ci_low,queue_north_ci_high,queue_central_mean,queue_central_ci_low,queue_central_ci_high,queue_south_mean,queue_south_ci_low,queue_south_ci_high,trip_north_mean,trip_north_ci_low,trip_north_ci_high,trip_central_mean,trip_central_ci_low,trip_central_ci_high,trip_south_mean,trip_south_ci_low,trip_south_ci_high,central_budget_mean,central_budget_ci_low,central_budget_ci_high,central_use_mean,central_use_ci_low,central_use_ci_high,next_central_budget_mean,next_central_budget_ci_low,next_central_budget_ci_high
p3d_075_t14,P3-D0.75,14,0.75,102,30,34,34,34,8389.233333333334,8355.180892764112,8423.285773902555,1683.9,1668.8950893126407,1698.9049106873595,5024.766666666666,5000.320807468456,5049.212525864877,1680.5666666666666,1666.3482804241637,1694.7850529091695,13.866666666666667,13.711300038100457,14.022033295232877,14,14,14,6.133333333333334,5.977966704767124,6.288699961899543,14.101904169453103,14.101444424353522,14.102363914552685,14.100420095069975,14.100416363889343,14.100423826250607,14.038938215160982,14.038481895992073,14.039394534329892
p3d_075_t14,P3-D0.75,14,0.75,103,30,21.033333333333335,20.968,21.09866666666667,8498.266666666666,8465.297184494553,8531.23614883878,1705.8666666666666,1690.4305405689627,1721.3027927643705,5089.9,5066.32967395658,5113.470326043419,1702.5,1687.9155004972017,1717.0844995027983,5.4,5.005753563270937,5.794246436729064,14,14,14,1.6333333333333333,1.2293145180967975,2.037352148569869,14.038938215160982,14.038481895992073,14.039394534329892,14.035321545221958,14.034993224613991,14.035649865829924,13.9937491723795,13.993292397647487,13.994205947111514
p3d_075_t14,P3-D0.75,14,0.75,104,30,44.03333333333333,43.967999999999996,44.09866666666667,8583.433333333332,8549.47087402142,8617.395792645246,1722.9,1707.182211339765,1738.6177886602352,5140.233333333334,5116.454237505791,5164.012429160876,1720.3,1705.2516577122528,1735.348342287747,14.033333333333333,13.968,14.098666666666666,13,13,13,17,16.906025192908864,17.093974807091136,13.9937491723795,13.993292397647487,13.994205947111514,13.1558192868028,13.155491902052132,13.156146671553467,13.97785447702962,13.977445064224641,13.978263889834599
p3d_075_t14,P3-D0.75,14,0.75,105,30,45.7,45.53321126309424,45.86678873690577,8662.933333333332,8628.729610369563,8697.137056297102,1739.9666666666667,1724.2210528951382,1755.7122804381952,5186.266666666666,5162.360108652669,5210.173224680664,1736.7,1721.5222249415754,1751.8777750584247,17.933333333333334,17.74695654692094,18.119710119745726,13,13,13,14.766666666666667,14.563295688429182,14.970037644904153,13.97785447702962,13.977445064224641,13.978263889834599,13.164187189661781,13.163352432585386,13.165021946738177,14.357735797968356,14.35732295859123,14.358148637345483
p3d_075_t14,P3-D0.75,14,0.75,106,30,45.233333333333334,45.00929981093749,45.45736685572918,8746.833333333334,8712.70092745064,8780.965739216028,1757.7333333333333,1741.7916676122838,1773.6749990543829,5234.833333333333,5211.327402356001,5258.339264310665,1754.2666666666667,1739.023056881087,1769.5102764522462,17.666666666666668,17.430168588458475,17.90316474487486,14,14,14,13.566666666666666,13.306179530913823,13.82715380241951,14.357735797968356,14.35732295859123,14.358148637345483,14.156814010092633,14.15569133861627,14.157936681568996,14.733851562620554,14.73332856027642,14.73437456496469
p3d_075_t14,P3-D0.75,14,0.75,107,30,45.2,44.96226045353366,45.43773954646635,8829.9,8795.604171288122,8864.195828711878,1772.8666666666666,1756.3886904787653,1789.3446428545678,5284.566666666667,5260.6647728786975,5308.468560454636,1772.4666666666667,1756.9731495371655,1787.960183796168,16.2,16.05441485486919,16.34558514513081,14,14,14,15,14.674461718973339,15.325538281026661,14.733851562620554,14.73332856027642,14.73437456496469,14.156657127312688,14.15546443837578,14.157849816249595,14.663285258078867,14.662474568801537,14.664095947356197
p3d_075_t14,P3-D0.75,14,0.75,108,30,45.166666666666664,44.95478872884302,45.37854460449031,8914.833333333334,8878.605212315395,8951.061454351273,1787.9,1770.7271871268272,1805.072812873173,5337.933333333333,5313.395121354643,5362.471545312023,1789,1773.4367391650692,1804.5632608349308,14.1,13.990811141151893,14.209188858848107,14,14,14,17.066666666666666,16.857938204589196,17.275395128744137,14.663285258078867,14.662474568801537,14.664095947356197,14.15649369359574,14.155431490642458,14.157555896549022,14.592789550788163,14.592006617840248,14.593572483736079
p3d_075_t14,P3-D0.75,14,0.75,109,30,44.9,44.682635641450084,45.117364358549914,8998.766666666666,8961.993604977955,9035.539728355378,1805.4666666666667,1788.0053652462393,1822.927968087094,5386.666666666667,5362.141882574054,5411.19145075928,1806.6333333333334,1790.2548741989442,1823.0117924677227,13,13,13,14,14,14,17.9,17.682635641450084,18.117364358549914,14.592789550788163,14.592006617840248,14.593572483736079,14.155157424715295,14.154067582950121,14.156247266480468,14.522367388670078,14.521527794118501,14.523206983221655
p3d_075_t14,P3-D0.75,14,0.75,110,30,45.166666666666664,44.95478872884302,45.37854460449031,9080.5,9044.283500464282,9116.716499535718,1821.6666666666667,1804.3092034976771,1839.0241298356564,5437.6,5413.535549099358,5461.664450900643,1821.2333333333333,1804.0980165538251,1838.3686501128416,13,13,13,14,14,14,18.166666666666668,17.954788728843027,18.37854460449031,14.522367388670078,14.521527794118501,14.523206983221655,14.156490678147993,14.155429792877511,14.157551563418474,14.452546547548197,14.451690928625244,14.45340216647115
p3d_075_t14,P3-D0.75,14,0.75,111,30,44.56666666666667,44.34263314427083,44.79070018906251,9160.666666666666,9124.20742880938,9197.125904523951,1839.1,1821.1384296465142,1857.0615703534856,5483.6,5459.139529268353,5508.060470731648,1837.9666666666667,1821.0769378710563,1854.856395462277,13.8,13.654414854869191,13.94558514513081,14,14,14,16.766666666666666,16.56329568842918,16.970037644904153,14.452546547548197,14.451690928625244,14.45340216647115,14.153480132362914,14.152354683104246,14.154605581621581,14.382125742381602,14.381203120579272,14.383048364183932
p3d_075_t14,P3-D0.75,14,0.75,112,30,43.06666666666667,42.936,43.19733333333334,9247.3,9209.627804153964,9284.972195846034,1857.7333333333333,1839.893475807658,1875.5731908590087,5535.033333333334,5510.32734344241,5559.7393232242575,1854.5333333333333,1837.8410336995162,1871.2256329671504,14,14,14,14,14,14,15.066666666666666,14.936,15.197333333333333,14.382125742381602,14.381203120579272,14.383048364183932,14.145946072387803,14.145290041584184,14.146602103191421,14.313059682818288,14.312478409312757,14.31364095632382
p3d_075_t14,P3-D0.75,14,0.75,113,30,42.06666666666667,41.936,42.19733333333334,9337.4,9299.067078338243,9375.732921661756,1874.8,1856.255172432259,1893.3448275677408,5590.2,5565.712141491244,5614.687858508755,1872.4,1855.442663340763,1889.3573366592373,14,14,14,14,14,14,14.066666666666666,13.936,14.197333333333333,14.313059682818288,14.312478409312757,14.31364095632382,14.140926608277343,14.140270161921974,14.141583054632713,14.247383950243773,14.246976164884062,14.247791735603483
p3d_075_t14,P3-D0.75,14,0.75,114,30,41.53333333333333,41.35175675543891,41.71490991122775,9426.333333333334,9389.017603115559,9463.649063551109,1890.7666666666667,1871.7341154642652,1909.7992178690681,5645.366666666667,5621.257323527432,5669.476009805901,1890.2,1872.441148281918,1907.958851718082,14,14,14,14,14,14,13.533333333333333,13.351756755438918,13.714909911227748,14.247383950243773,14.246976164884062,14.247791735603483,14.138244583712583,14.137332888559898,14.139156278865267,14.183966976518967,14.183555721702884,14.18437823133505
p3d_075_t14,P3-D0.75,14,0.75,115,30,41.46666666666667,41.28509008877225,41.64824324456109,9512.933333333332,9475.686227578508,9550.180439088157,1907.8333333333333,1888.530696735789,1927.1359699308775,5697.9,5673.998537275559,5721.80146272444,1907.2,1889.4859607441267,1924.9140392558734,14,14,14,14,14,14,13.466666666666667,13.285090088772252,13.648243244561082,14.183966976518967,14.183555721702884,14.18437823133505,14.137907793381888,14.136996177720645,14.138819409043132,14.12175691384831,14.12145621736422,14.122057610332401
p3d_075_t14,P3-D0.75,14,0.75,116,30,37.9,37.79081114115189,38.009188858848105,9600.8,9562.333137119565,9639.266862880433,1924.2333333333333,1904.8764201488752,1943.5902465177915,5753,5729.030712678249,5776.969287321751,1923.5666666666666,1905.9904423200237,1941.1428910133095,14,14,14,14,14,14,9.9,9.790811141151893,10.009188858848107,14.12175691384831,14.12145621736422,14.122057610332401,14.120001286380253,14.11945380665021,14.120548766110296,14.059698406826458,14.059284703855205,14.06011210979771
p3d_075_t14,P3-D0.75,14,0.75,117,30,25.466666666666665,25.28509008877225,25.64824324456108,9701.566666666668,9662.520198402653,9740.613134930682,1944.6666666666667,1925.537233478524,1963.7960998548094,5812.9,5788.275489168287,5837.524510831712,1944,1926.3040173141362,1961.6959826858638,9,8.530125964544323,9.469874035455677,14,14,14,2.466666666666667,2.0285652945385526,2.904768038794781,14.059698406826458,14.059284703855205,14.06011210979771,14.057575108219169,14.056663676039193,14.058486540399144,14.005697827955347,14.00528822442673,14.006107431483963
p3d_075_t14,P3-D0.75,14,0.75,118,30,14.566666666666666,14.386310101991421,14.747023231341911,9810.433333333332,9771.034942296305,9849.83172437036,1967.1666666666667,1948.6235813219994,1985.709752011334,5878.433333333333,5853.328744409351,5903.537922257316,1964.8333333333333,1946.7483502865962,1982.9183163800703,0.4,0.22169534015024192,0.5783046598497581,14,14,14,0.16666666666666666,0.03102571623889136,0.302307617094442,14.005697827955347,14.00528822442673,14.006107431483963,14.002858077779573,14.001952738585004,14.003763416974142,13.979789029256722,13.979544061382375,13.980033997131068
p3d_075_t14,P3-D0.75,14,0.75,119,30,45.766666666666666,45.61272763310584,45.92060570022749,9890.5,9849.700563954766,9931.299436045234,1983.1666666666667,1964.4977999572343,2001.8355333760992,5925.333333333333,5899.1665662144105,5951.5001004522555,1982,1963.1543605092295,2000.8456394907705,16.233333333333334,16.00929981093749,16.457366855729177,13,13,13,16.533333333333335,16.272000000000002,16.794666666666668,13.979789029256722,13.979544061382375,13.980033997131068,13.164520980323578,13.163750227026851,13.165291733620306,13.978502894255914,13.978095623554337,13.978910164957492
p3d_075_t14,P3-D0.75,14,0.75,120,30,45.2,44.98162228230379,45.41837771769622,9973.433333333332,9932.83907915939,10014.027587507275,2000.5333333333333,1982.8618878829318,2018.2047787837348,5975.1,5949.09539468903,6001.10460531097,1997.8,1978.8463274149897,2016.7536725850102,21.966666666666665,21.677271048602414,22.256062284730916,13,13,13,10.233333333333333,9.898654577312278,10.568012089354387,13.978502894255914,13.978095623554337,13.978910164957492,13.161663810788022,13.160569193767811,13.162758427808233,14.354468453110298,14.353962777581792,14.354974128638805
p2_b14.05,P2,14.05,0,1,30,23,23,23,55.46666666666667,52.774434685178896,58.15889864815444,10.4,9.069003519094093,11.730996480905908,34.266666666666666,31.924952247388358,36.60838108594497,10.8,9.808131636468472,11.79186836353153,7.2,6.831216226950849,7.568783773049152,14,14,14,1.8,1.4312162269508488,2.1687837730491513,14.050000000000008,14.050000000000006,14.05000000000001,14.045194489429417,14.045192616909134,14.0451963619497,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,2,30,23,23,23,111.33333333333333,106.94526997045577,115.72139669621089,21.533333333333335,19.82688607732221,23.23978058934446,68.2,64.74535520398021,71.6546447960198,21.6,19.981558462132707,23.218441537867296,7.2,6.808,7.5920000000000005,14,14,14,1.8,1.408,2.192,14.050000000000008,14.050000000000006,14.05000000000001,14.045193395620792,14.045191369642886,14.045195421598699,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,3,30,23,23,23,169.23333333333332,163.23461632618915,175.23205034047749,34.5,32.52708850423671,36.47291149576329,101.3,97.03045033465735,105.56954966534265,33.43333333333333,31.23608390685813,35.63058275980853,7,6.569353333085999,7.430646666914001,14,14,14,2,1.5693533330859997,2.4306466669140003,14.050000000000008,14.050000000000006,14.05000000000001,14.045194896437076,14.045192943537508,14.045196849336644,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,4,30,23,23,23,224.96666666666667,219.2950061274568,230.63832720587655,44.8,43.0636262916145,46.5363737083855,134.4,130.37594652808545,138.42405347191456,45.766666666666666,42.98894665010246,48.54438668323087,7.233333333333333,6.8732327939454665,7.5934338727212,14,14,14,1.7666666666666666,1.4065661272787993,2.126767206054534,14.050000000000008,14.050000000000006,14.05000000000001,14.045191613840247,14.045189921113115,14.045193306567379,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,5,30,23,23,23,285.93333333333334,279.6419790955246,292.22468757114206,56,53.857044687525104,58.142955312474896,171.13333333333333,166.58284325657266,175.683823410094,58.8,55.70967165379529,61.890328346204704,7.566666666666666,7.081231222059223,8.05210211127411,14,14,14,1.4333333333333333,0.9478978887258902,1.9187687779407765,14.050000000000008,14.050000000000006,14.05000000000001,14.045193365963522,14.04519164410328,14.045195087823764,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,6,30,23,23,23,340.3,332.6925957060273,347.9074042939727,66.2,63.66895294938759,68.73104705061242,203.8,198.91565996646239,208.68434003353764,70.3,66.92193572398725,73.67806427601275,7.333333333333333,6.97755045581012,7.689116210856546,14,14,14,1.6666666666666667,1.3108837891434542,2.0224495441898793,14.050000000000008,14.050000000000006,14.05000000000001,14.045193417863743,14.045190976182777,14.045195859544709,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,7,30,23,23,23,399.3,390.81560488003277,407.78439511996726,78.53333333333333,75.35102203082793,81.71564463583873,238.63333333333333,233.32023730898135,243.9464293576853,82.13333333333334,79.08568914296086,85.18097752370582,7.166666666666667,6.705487435212231,7.627845898121103,14,14,14,1.8333333333333333,1.3721541018788974,2.294512564787769,14.050000000000008,14.050000000000006,14.05000000000001,14.045192831741529,14.04519083729383,14.045194826189228,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,8,30,23,23,23,454.2,444.8669247851784,463.53307521482157,89.03333333333333,84.88300395343036,93.1836627132363,271.8,266.234501222381,277.365498777619,93.36666666666666,90.32518639588602,96.4081469374473,6.8,6.365271282900169,7.234728717099831,14,14,14,2.2,1.7652712829001698,2.6347287170998306,14.050000000000008,14.050000000000006,14.05000000000001,14.045191644668467,14.045189247530205,14.04519404180673,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,9,30,23,23,23,560.5333333333333,548.9086332360193,572.1580334306473,109.33333333333333,104.50085914889168,114.16580751777498,337.4,330.54267178466176,344.2573282153382,113.8,110.51168734881337,117.08831265118663,6.966666666666667,6.511268461900537,7.422064871432797,14,14,14,2.033333333333333,1.5779351285672027,2.4887315380994637,14.050000000000008,14.050000000000006,14.05000000000001,14.045194393043294,14.045192311227677,14.045196474858912,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,10,30,23,23,23,664.0666666666667,652.4757462512455,675.657587082088,128.8,124.04948287388446,133.55051712611558,400.56666666666666,394.0996680213191,407.03366531201425,134.7,130.72391047534816,138.67608952465181,7.033333333333333,6.577935128567202,7.488731538099464,14,14,14,1.9666666666666666,1.511268461900536,2.422064871432797,14.050000000000008,14.050000000000006,14.05000000000001,14.045193672292424,14.045192006665024,14.045195337919823,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,11,30,23,23,23,765.3333333333334,752.2069891518455,778.4596775148212,149.1,143.73902758863633,154.46097241136366,461.3333333333333,454.3986972046278,468.2679694620388,154.9,150.27862702393455,159.52137297606546,7.166666666666667,6.756142658007217,7.577190675326117,14,14,14,1.8333333333333333,1.4228093246738838,2.2438573419927828,14.050000000000008,14.050000000000006,14.05000000000001,14.0451944820151,14.045192892844419,14.045196071185782,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,12,30,23,23,23,869.9333333333333,857.0996864740492,882.7669801926173,170.96666666666667,165.17635165065292,176.75698168268042,524,516.9431239368886,531.0568760631114,174.96666666666667,170.42127385627433,179.512059477059,7.066666666666666,6.544,7.589333333333333,14,14,14,1.9333333333333333,1.4106666666666667,2.456,14.050000000000008,14.050000000000006,14.05000000000001,14.045192253033628,14.045189626519841,14.045194879547415,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,13,30,23,23,23,970.9333333333333,957.2365468410732,984.6301198255934,191,184.56976052000277,197.43023947999723,583.7666666666667,576.7218878071086,590.8114455262247,196.16666666666666,191.20458031149622,201.1287530218371,7.366666666666666,6.951862535258901,7.781470798074431,14,14,14,1.6333333333333333,1.2185292019255685,2.048137464741098,14.050000000000008,14.050000000000006,14.05000000000001,14.045193201677598,14.045191531602583,14.045194871752614,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,14,30,23,23,23,1075.8666666666666,1062.394555091879,1089.338778241454,212.73333333333332,206.17463681766236,219.29202984900428,646.3,639.362934033045,653.2370659669549,216.83333333333334,211.4250171882745,222.2416494783922,7.2,6.74541053003078,7.6545894699692205,14,14,14,1.8,1.34541053003078,2.25458946996922,14.050000000000008,14.050000000000006,14.05000000000001,14.045194175686202,14.045191973308926,14.045196378063478,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,15,30,23,23,23,1178.6333333333334,1165.4686457032199,1191.798020963447,234.56666666666666,228.36099608718888,240.77233724614445,707.4333333333333,700.5137727378005,714.352893928866,236.63333333333333,231.25087891449417,242.01578775217249,6.9,6.497441058788374,7.302558941211626,14,14,14,2.1,1.6974410587883741,2.502558941211626,14.050000000000008,14.050000000000006,14.05000000000001,14.04519457957217,14.045192709347152,14.045196449797189,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,16,30,23,23,23,1288.9666666666667,1274.0825632300766,1303.8507701032568,257.3333333333333,250.96011369312197,263.70655297354466,772,763.7030303274553,780.2969696725447,259.6333333333333,253.70883225373638,265.5578344129303,6.766666666666667,6.339279272521344,7.19405406081199,14,14,14,2.2333333333333334,1.8059459391880106,2.6607207274786564,14.050000000000008,14.050000000000006,14.05000000000001,14.045192865691432,14.04519007701482,14.045195654368044,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,17,30,23,23,23,1394.9333333333334,1379.6036446190565,1410.2630220476103,277.6,271.66498685279714,283.5350131472029,837.1,827.9441574761337,846.2558425238664,280.23333333333335,273.800565013198,286.6661016534687,7.2,6.755230034917958,7.644769965082042,14,14,14,1.8,1.3552300349179585,2.2447699650820416,14.050000000000008,14.050000000000006,14.05000000000001,14.045192876227434,14.045190797120519,14.045194955334349,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,18,30,23,23,23,1498.3333333333333,1483.233674531271,1513.4329921353956,298.3,292.192975019296,304.407024980704,899.0666666666667,889.891753958468,908.2415793748654,300.96666666666664,294.04085514554845,307.89247818778483,7.8,7.469080556387329,8.13091944361267,14,14,14,1.2,0.8690805563873293,1.5309194436126705,14.050000000000008,14.050000000000006,14.05000000000001,14.045193249285184,14.045191890373616,14.045194608196752,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,19,30,23,23,23,1599.1666666666667,1582.9024852378984,1615.430848095435,319.53333333333336,312.7568873836624,326.30977928300433,958.7333333333333,948.7733632584426,968.6933034082241,320.9,313.6894005605732,328.1105994394268,6.933333333333334,6.483299635148502,7.383367031518165,14,14,14,2.066666666666667,1.6166329684818357,2.516700364851498,14.050000000000008,14.050000000000006,14.05000000000001,14.045191875683248,14.04518989849567,14.045193852870826,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,20,30,23,23,23,1705.3,1688.5018487990458,1722.0981512009541,340.76666666666665,333.2137088851719,348.3196244481614,1022.5333333333333,1011.9785218714375,1033.0881447952293,342,334.7413966068953,349.2586033931047,6.766666666666667,6.2812312220592235,7.25210211127411,14,14,14,2.2333333333333334,1.74789788872589,2.7187687779407765,14.050000000000008,14.050000000000006,14.05000000000001,14.04519256677685,14.045190722141365,14.045194411412334,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,21,30,23,23,23,1806.7666666666667,1789.3170143042016,1824.2163190291317,361.3333333333333,353.7864288246731,368.8802378419935,1083.5666666666666,1072.0983963671474,1095.0349369661858,361.8666666666667,353.9768487014089,369.7564846319244,7.1,6.617606160806385,7.582393839193614,14,14,14,1.9,1.4176061608063861,2.3823938391936137,14.050000000000008,14.050000000000006,14.05000000000001,14.04519465059366,14.045192741439477,14.045196559747842,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,22,30,23,23,23,1911.4666666666667,1894.8704035522187,1928.0629297811147,380.9,372.8760976960142,388.92390230398576,1147.4,1135.7491703260262,1159.050829673974,383.1666666666667,375.4669904630951,390.86634287023827,7.333333333333333,6.869766617943997,7.796900048722669,14,14,14,1.6666666666666667,1.2030999512773302,2.1302333820560033,14.050000000000008,14.050000000000006,14.05000000000001,14.045195128622801,14.045193647041526,14.045196610204076,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,23,30,23,23,23,2017.5666666666666,2000.4202727162783,2034.713060617055,402.9,394.65034460350495,411.149655396495,1209.4333333333334,1197.5279145445465,1221.3387521221202,405.23333333333335,397.81427178637557,412.6523948802911,7.133333333333334,6.705429666729833,7.561236999936835,14,14,14,1.8666666666666667,1.4387630000631657,2.2945703332701677,14.050000000000008,14.050000000000006,14.05000000000001,14.045192932420285,14.045190949168267,14.045194915672303,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,24,30,23,23,23,2124.5666666666666,2107.2863673202455,2141.8469660130877,424.4,416.26447334642467,432.5355266535753,1273.2,1260.940555089351,1285.4594449106492,426.96666666666664,418.69822752038823,435.23510581294505,7.333333333333333,6.953538672135562,7.713127994531104,14,14,14,1.6666666666666667,1.286872005468896,2.0464613278644377,14.050000000000008,14.050000000000006,14.05000000000001,14.045194131200299,14.045192288988881,14.045195973411717,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,25,30,23,23,23,2232.8,2215.3980579337203,2250.20194206628,447.3,439.6152105092435,454.9847894907565,1336.9333333333334,1324.6830644933716,1349.1836021732952,448.56666666666666,440.28798040666317,456.84535292667016,7.1,6.686617652146053,7.5133823478539465,14,14,14,1.9,1.4866176521460532,2.3133823478539464,14.050000000000008,14.050000000000006,14.05000000000001,14.045192652626968,14.045190186892595,14.04519511836134,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,26,30,23,23,23,2338.266666666667,2320.4818423535976,2356.051490979736,468.8,461.1478881827062,476.4521118172938,1402.7666666666667,1389.762888233154,1415.7704451001794,466.7,458.3456713621916,475.0543286378084,6.733333333333333,6.273592543463942,7.193074123202725,14,14,14,2.2666666666666666,1.8069258767972753,2.726407456536058,14.050000000000008,14.050000000000006,14.05000000000001,14.045193328891937,14.045191406964015,14.045195250819859,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,27,30,23,23,23,2444,2426.019104902543,2461.980895097457,489.06666666666666,480.95106558577226,497.18226774756107,1465.5,1452.2456371615656,1478.7543628384344,489.43333333333334,480.6610564832733,498.2056101833934,7.333333333333333,6.920129052404665,7.746537614262001,14,14,14,1.6666666666666667,1.2534623857379985,2.079870947595335,14.050000000000008,14.050000000000006,14.05000000000001,14.045193653171157,14.045191275377539,14.045196030964776,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,28,30,23,23,23,2549.9333333333334,2531.5639786500865,2568.3026880165803,510.96666666666664,502.8344605680332,519.0988727653001,1528.3333333333333,1515.3718486257947,1541.2948180408719,510.6333333333333,501.1114622753719,520.1552043912948,7.1,6.697441058788374,7.502558941211626,14,14,14,1.9,1.497441058788374,2.302558941211626,14.050000000000008,14.050000000000006,14.05000000000001,14.045192618677069,14.045190491347244,14.045194746006894,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,29,30,23,23,23,2653.0666666666666,2634.827579279401,2671.305754053932,531.2333333333333,522.4716334650216,539.9950332016451,1592.1333333333334,1579.5215314190586,1604.7451352476082,529.7,519.8801272756803,539.5198727243198,7.166666666666667,6.814000195554451,7.519333137778883,14,14,14,1.8333333333333333,1.4806668622211174,2.185999804445549,14.050000000000008,14.050000000000006,14.05000000000001,14.045193645756838,14.045192238139458,14.045195053374217,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,30,30,23,23,23,2752.1,2734.7331225710495,2769.4668774289503,551.1333333333333,542.3509698709917,559.915696795675,1652.4333333333334,1639.7618199206197,1665.104846746047,548.5333333333333,539.1505555208234,557.9161111458432,7.6,7.228829252044385,7.971170747955615,14,14,14,1.4,1.0288292520443845,1.7711707479556154,14.050000000000008,14.050000000000006,14.05000000000001,14.045195639430895,14.04519364357095,14.04519763529084,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,31,30,23,23,23,2857.133333333333,2839.1625750949383,2875.104091571728,572.4333333333333,563.1423262496877,581.7243404169789,1713.7666666666667,1701.0558372270846,1726.4774961062487,570.9333333333333,561.162694712182,580.7039719544846,7.4,6.994708108591624,7.805291891408377,14,14,14,1.6,1.1947081085916236,2.0052918914083766,14.050000000000008,14.050000000000006,14.05000000000001,14.045191968947679,14.045189422552,14.045194515343358,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,32,30,23,23,23,2961.733333333333,2944.0605885866553,2979.406078080011,592.8333333333334,583.7085376425539,601.9581290241128,1776.1,1763.9382112099117,1788.261788790088,592.8,583.6041917795342,601.9958082204657,7.233333333333333,6.838154650240632,7.6285120164260345,14,14,14,1.7666666666666666,1.371487983573966,2.1618453497593673,14.050000000000008,14.050000000000006,14.05000000000001,14.045192753305724,14.045190832290482,14.045194674320966,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,33,30,23,23,23,3066.5,3049.0873152063177,3083.9126847936823,613.4666666666667,604.7956211804664,622.137712152867,1838.2666666666667,1826.3152533136736,1850.2180800196597,614.7666666666667,605.7276367760211,623.8056965573122,7,6.4939301760955646,7.5060698239044354,14,14,14,2,1.493930176095564,2.506069823904436,14.050000000000008,14.050000000000006,14.05000000000001,14.045191005475079,14.045189262995176,14.045192747954982,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,34,30,23,23,23,3170.3,3152.8201427555214,3187.779857244479,632.3,623.8573428707367,640.7426571292632,1902.8333333333333,1890.0942576226828,1915.5724090439837,635.1666666666666,625.7349085105375,644.5984248227958,7.466666666666667,7.038763000063166,7.894570333270168,14,14,14,1.5333333333333334,1.1054296667298322,1.9612369999368346,14.050000000000008,14.050000000000006,14.05000000000001,14.045193694535376,14.045191881658392,14.04519550741236,14.050000000000008,14.050000000000006,14.05000000000001
p2_b14.05,P2,14.05,0,35,30,23,23,23,3275.766666666667,3256.8787395676013,3294.6545937657324,653.7666666666667,644.8288357830454,662.7044975502879,1966.3,1952.8067916751963,1979.7932083248036,655.7,645.9977439950181,665.402256004982,7.333333333333333,6.869766617943997,7.796900048722669,14,14,14,1.6666666666666667,1.2030999512773302,2.1302333820560033,14.050000000000008,14.050000000000006,14.05000000000001,14.045196502224746,14.045194578363443,14.04519842608605,14.050000000000008,14.050000000000006,14.05000000000001
