setting,factor,level,demand,policy,runs,requests_mean,requests_ci_low,requests_ci_high,dispatched_mean,dispatched_ci_low,dispatched_ci_high,completion_rate_mean,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_ci_low,final_queue_ci_high,peak_queue_mean,peak_queue_ci_low,peak_queue_ci_high,mean_wait_mean,mean_wait_ci_low,mean_wait_ci_high,peak_lae_db_mean,peak_lae_db_ci_low,peak_lae_db_ci_high,peak_budget_utilization_mean,peak_budget_utilization_ci_low,peak_budget_utilization_ci_high,population_weighted_equivalent_mean,population_weighted_equivalent_ci_low,population_weighted_equivalent_ci_high,route_1_share_mean,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_ci_low,route_3_share_ci_high
budget_10,budget,10 missions,45,P0,30,1522.6,1510.4792169594023,1534.7207830405976,1082.4333333333334,1077.4662661829288,1087.400400483738,0.7111663941437382,0.706040144284621,0.7162926440028553,440.1666666666667,429.25988588711584,451.07344744621753,440.1666666666667,429.25988588711584,451.07344744621753,1055.3615446085862,1029.3655727143296,1081.3575165028428,79.92322632366836,79.92322621786519,79.92322642947153,4.600043805576859,4.600042944675517,4.600044666478201,795.2272898683666,791.5781476549183,798.8764320818149,0,0,0,1,1,1,0,0,0
budget_10,budget,10 missions,45,P1,30,1522.6,1510.4792169594023,1534.7207830405976,1054.2,1050.134679823442,1058.2653201765581,0.6926402075617109,0.6875107729364932,0.6977696421869285,468.4,457.1710525810327,479.62894741896724,468.4,457.1710525810327,479.62894741896724,1130.554829367324,1100.4489010169307,1160.6607577177172,79.36903057011152,79.32765609221192,79.41040504801111,4.050322737530287,4.0118881284551815,4.088757346605393,144.52853822241016,143.97119998833827,145.08587645648205,0.8025191238908493,0.7982111752747614,0.8068270725069373,0,0,0,0.19748087610915074,0.19317292749306275,0.20178882472523874
budget_10,budget,10 missions,45,P2,30,1522.6,1510.4792169594023,1534.7207830405976,646.8666666666667,645.3232657545641,648.4100675787693,0.4250584697628967,0.4213442625279563,0.42877267699783705,875.7333333333333,863.2966868646516,888.1699798020151,875.7333333333333,863.2966868646516,888.1699798020151,2462.711855119416,2419.3129572393755,2506.110752999457,72.90908317054021,72.87148130844179,72.94668503263864,0.9151038478419479,0.906845730277088,0.9233619654068077,217.79947644318307,217.64212351935367,217.95682936701246,0.33298115865469263,0.3325015586074279,0.33346075870195735,0.33403768269061457,0.3330784825960852,0.33499688278514395,0.33298115865469263,0.3325015586074279,0.33346075870195735
budget_10,budget,10 missions,45,P3-U,30,1522.6,1510.4792169594023,1534.7207830405976,965.4666666666667,965.1313288773405,965.8020044559929,0.6343975767792656,0.6292854002944979,0.6395097532640333,557.1333333333333,545.0303656367255,569.2363010299412,557.1333333333333,545.0303656367255,569.2363010299412,1579.412313827442,1535.0032248263528,1623.821402828531,76.83680937068809,76.79010448711229,76.88351425426389,0.9999380639050527,0.9999218588101427,0.9999542689999626,326.5742660332466,326.5283211296329,326.6202109368603,0.3428396992879241,0.342720529081396,0.34295886949445226,0.3366250823824028,0.33650807236088726,0.33674209240391834,0.32053521832967286,0.3202990381016292,0.3207713985577165
budget_10,budget,10 missions,45,P3-D,30,1522.6,1510.4792169594023,1534.7207830405976,850,850,850,0.5585264314665018,0.5540184891932322,0.5630343737397715,672.6,660.4792169594023,684.7207830405978,672.6,660.4792169594023,684.7207830405978,1424.4944687749557,1381.2766747185367,1467.7122628313748,74.80032439808824,74.80032363283955,74.80032516333692,0.999955051466649,0.9999546792927716,0.9999554236405264,307.75601337020305,307.7559543411823,307.7560723992238,0.32443137254901955,0.3235285525566965,0.3253341925413426,0.3764705882352944,0.3764705882352943,0.3764705882352945,0.29909803921568634,0.2981952192233633,0.3000008592080094
budget_10,budget,10 missions,80,P0,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1103.2,1102.7968929864567,1103.6031070135434,0.41229896804455374,0.40964525550164715,0.4149526805874603,1573.3666666666666,1556.073135939942,1590.6601973933912,1573.3666666666666,1556.073135939942,1590.6601973933912,2648.3273239238706,2615.070868884355,2681.583778963386,79.92322656063666,79.92322639083659,79.92322673043674,4.600045733745304,4.600044352112568,4.6000471153780405,810.4838480396191,810.187710915245,810.7799851639933,0,0,0,1,1,1,0,0,0
budget_10,budget,10 missions,80,P1,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1068.2333333333333,1067.6413417728675,1068.8253248937992,0.3992308850647583,0.39665460171677575,0.40180716841274083,1608.3333333333333,1591.0372877462578,1625.6293789204087,1608.3333333333333,1591.0372877462578,1625.6293789204087,2727.4973386637953,2694.0643224194,2760.9303549081906,79.30759392831322,79.26269021012749,79.35249764649896,3.9936908502950934,3.9517664314388825,4.035615269151304,146.45249254511185,146.3713539329123,146.5336311573114,0.7988650283002067,0.7952378390830114,0.802492217517402,0,0,0,0.20113497169979336,0.19750778248259807,0.20476216091698865
budget_10,budget,10 missions,80,P2,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,644.6,642.1250525327763,647.0749474672238,0.24090914567239702,0.23905341730080554,0.2427648740439885,2031.9666666666667,2014.3704057803284,2049.562927553005,2031.9666666666667,2014.3704057803284,2049.562927553005,3710.994675779032,3676.629621145551,3745.3597304125133,72.96430625247078,72.90400918543412,73.02460331950743,0.9272319329959603,0.9139894959999034,0.9404743699920172,217.5683360289752,217.3160118620425,217.82066019590792,0.3322768092974115,0.33150773827189217,0.3330458803229308,0.33544638140517696,0.3339082393541383,0.3369845234562156,0.3322768092974115,0.33150773827189217,0.3330458803229308
budget_10,budget,10 missions,80,P3-U,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,965.2666666666667,964.9420339180784,965.5912994152549,0.3607466028694201,0.3584762238227428,0.36301698191609744,1711.3,1694.1542584597364,1728.4457415402635,1711.3,1694.1542584597364,1728.4457415402635,3159.1889307941315,3126.2972222621547,3192.080639326108,76.83068221779786,76.787822273555,76.87354216204072,0.9999436378047284,0.9999299849579867,0.9999572906514701,326.54679480787706,326.50231449562693,326.5912751201272,0.34284166590665816,0.3426878484118968,0.3429954834014195,0.3366948105818811,0.33658157670574396,0.33680804445801826,0.32046352351146074,0.3202103645160049,0.3207166825069166
budget_10,budget,10 missions,80,P3-D,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,850,850,850,0.31767046268338567,0.3156292859264409,0.31971163944033043,1826.5666666666666,1809.2863673202457,1843.8469660130875,1826.5666666666666,1809.2863673202457,1843.8469660130875,2872.003912283794,2840.024567685431,2903.9832568821566,74.80032452584486,74.80032349697187,74.80032555471784,0.9999548410144229,0.9999544351162598,0.999955246912586,307.75600832695005,307.7559540598223,307.75606259407783,0.32349019607843144,0.32266667676364097,0.3243137153932219,0.3764705882352944,0.3764705882352943,0.3764705882352945,0.30003921568627445,0.299215696371484,0.3008627350010649
budget_30,budget,30 missions,45,P0,30,1522.6,1510.4792169594023,1534.7207830405976,1082.4333333333334,1077.4662661829288,1087.400400483738,0.7111663941437382,0.706040144284621,0.7162926440028553,440.1666666666667,429.25988588711584,451.07344744621753,440.1666666666667,429.25988588711584,451.07344744621753,1055.3615446085862,1029.3655727143296,1081.3575165028428,79.92322632366836,79.92322621786519,79.92322642947153,1.5333479351922865,1.5333476482251727,1.5333482221594004,795.2272898683666,791.5781476549183,798.8764320818149,0,0,0,1,1,1,0,0,0
budget_30,budget,30 missions,45,P1,30,1522.6,1510.4792169594023,1534.7207830405976,1054.2,1050.134679823442,1058.2653201765581,0.6926402075617109,0.6875107729364932,0.6977696421869285,468.4,457.1710525810327,479.62894741896724,468.4,457.1710525810327,479.62894741896724,1130.554829367324,1100.4489010169307,1160.6607577177172,79.36903057011152,79.32765609221192,79.41040504801111,1.3501075791767618,1.3372960428183933,1.3629191155351303,144.52853822241016,143.97119998833827,145.08587645648205,0.8025191238908493,0.7982111752747614,0.8068270725069373,0,0,0,0.19748087610915074,0.19317292749306275,0.20178882472523874
budget_30,budget,30 missions,45,P2,30,1522.6,1510.4792169594023,1534.7207830405976,1082.0666666666666,1077.1610977239914,1086.9722356093419,0.7109261424409915,0.7058141937747202,0.7160380911072628,440.53333333333336,429.63722562658376,451.42944104008296,440.53333333333336,429.63722562658376,451.42944104008296,1058.6094714895232,1032.5496854406424,1084.669257538404,77.93239038825438,77.93239019978024,77.93239057672851,0.9695127431958419,0.9695127011211488,0.969512785270535,564.25663347046,563.5840923048748,564.9291746360451,0.28621969346475934,0.2825453994326076,0.2898939874969111,0.643315091735818,0.6403490956313519,0.6462810878402842,0.07046521479942287,0.0676907283644666,0.07323970123437915
budget_30,budget,30 missions,45,P3-U,30,1522.6,1510.4792169594023,1534.7207830405976,1025.5,1016.4653351619646,1034.5346648380353,0.6737513477642475,0.6669058034590866,0.6805968920694084,497.1,483.95281029461336,510.2471897053867,497.1,483.95281029461336,510.2471897053867,1124.8771267620791,1096.5770933047934,1153.1771602193649,77.99714835433755,77.94966932470524,78.04462738396987,0.998525500846585,0.997828752817281,0.999222248875889,354.80325131626006,353.45917135219463,356.1473312803255,0.35131942849082126,0.3482042284709799,0.3544346285106626,0.34974695125659605,0.34683014678453583,0.35266375572865627,0.29893362025258274,0.29291370228234515,0.30495353822282034
