setting,factor,level,demand,policy,runs,requests_mean,requests_ci_low,requests_ci_high,dispatched_mean,dispatched_ci_low,dispatched_ci_high,completion_rate_mean,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_ci_low,final_queue_ci_high,peak_queue_mean,peak_queue_ci_low,peak_queue_ci_high,mean_wait_mean,mean_wait_ci_low,mean_wait_ci_high,peak_lae_db_mean,peak_lae_db_ci_low,peak_lae_db_ci_high,peak_budget_utilization_mean,peak_budget_utilization_ci_low,peak_budget_utilization_ci_high,population_weighted_equivalent_mean,population_weighted_equivalent_ci_low,population_weighted_equivalent_ci_high,route_1_share_mean,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_ci_low,route_3_share_ci_high
budget_30,budget,30 missions,45,P3-D,30,1522.6,1510.4792169594023,1534.7207830405976,899.2666666666667,882.48856205865,916.0447712746833,0.590768258299377,0.5796772036690684,0.6018593129296855,623.3333333333334,604.6039554550158,642.0627112116509,623.3333333333334,604.6039554550158,642.0627112116509,960.519873792451,909.6053183505588,1011.4344292343432,77.93095678527516,77.93037749143448,77.93153607911583,0.9999720282114709,0.9999623923066283,0.9999816641163135,353.9095070007425,351.82135384006995,355.99766016141507,0.3748788483274022,0.3677878140038052,0.3819698826509992,0.4303534528614563,0.4219094144389123,0.43879749128400036,0.19476769881114128,0.1919983763578183,0.19753702126446426
budget_30,budget,30 missions,80,P0,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1103.2,1102.7968929864567,1103.6031070135434,0.41229896804455374,0.40964525550164715,0.4149526805874603,1573.3666666666666,1556.073135939942,1590.6601973933912,1573.3666666666666,1556.073135939942,1590.6601973933912,2648.3273239238706,2615.070868884355,2681.583778963386,79.92322656063666,79.92322639083659,79.92322673043674,1.5333485779151015,1.533348117370856,1.533349038459347,810.4838480396191,810.187710915245,810.7799851639933,0,0,0,1,1,1,0,0,0
budget_30,budget,30 missions,80,P1,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1068.2333333333333,1067.6413417728675,1068.8253248937992,0.3992308850647583,0.39665460171677575,0.40180716841274083,1608.3333333333333,1591.0372877462578,1625.6293789204087,1608.3333333333333,1591.0372877462578,1625.6293789204087,2727.4973386637953,2694.0643224194,2760.9303549081906,79.30759392831322,79.26269021012749,79.35249764649896,1.3312302834316974,1.3172554771462939,1.3452050897171008,146.45249254511185,146.3713539329123,146.5336311573114,0.7988650283002067,0.7952378390830114,0.802492217517402,0,0,0,0.20113497169979336,0.19750778248259807,0.20476216091698865
budget_30,budget,30 missions,80,P2,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1102.8333333333333,1102.4018330547453,1103.2648336119212,0.4121618432549952,0.4095097214024234,0.414813965107567,1573.7333333333333,1556.445305937212,1591.0213607294547,1573.7333333333333,1556.445305937212,1591.0213607294547,2651.676687096903,2618.764694069529,2684.5886801242773,77.93239041057087,77.93239019604333,77.93239062509842,0.9695127481777515,0.9695127002869289,0.969512796068574,567.1036783425645,567.0445273338369,567.1628293512922,0.29327256896061044,0.290208995276653,0.29633614264456787,0.6311024387883818,0.6308549244166345,0.6313499531601291,0.0756249922510077,0.07261559032929889,0.07863439417271652
budget_30,budget,30 missions,80,P3-U,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1056.3333333333333,1055.392020318672,1057.2746463479946,0.39478979018801386,0.39210367192830153,0.3974759084477262,1620.2333333333333,1602.575648796479,1637.8910178701876,1620.2333333333333,1602.575648796479,1637.8910178701876,2638.3276981857894,2605.544406975518,2671.1109893960606,77.97026986510544,77.93523064579794,78.00530908441293,0.99781883005349,0.9972068872458539,0.9984307728611261,359.3492985418943,359.2202623420215,359.4783347417671,0.3407403648580409,0.34043653078852604,0.3410441989275557,0.3398568794668036,0.3395542650932793,0.3401594938403279,0.3194027556751556,0.31880242666504266,0.3200030846852685
budget_30,budget,30 missions,80,P3-D,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,851,851,851,0.3180441926394838,0.3160006144981191,0.3200877707808485,1825.5666666666666,1808.2863673202457,1842.8469660130875,1825.5666666666666,1808.2863673202457,1842.8469660130875,2112.4483980929786,2081.352134286359,2143.544661899598,77.93238840202466,77.9323879191913,77.93238888485801,0.9999565681392375,0.9999501276837237,0.9999630085947513,347.9297095768612,347.929670197346,347.92974895637644,0.3418723070896984,0.34118326987791303,0.34256134430148377,0.45475910693301996,0.45475910693301996,0.45475910693301996,0.2033685859772816,0.20267954876549626,0.20405762318906695
source_minus_1,source level,-1 dB,45,P0,30,1522.6,1510.4792169594023,1534.7207830405976,1082.4333333333334,1077.4662661829288,1087.400400483738,0.7111663941437382,0.706040144284621,0.7162926440028553,440.1666666666667,429.25988588711584,451.07344744621753,440.1666666666667,429.25988588711584,451.07344744621753,1055.3615446085862,1029.3655727143296,1081.3575165028428,78.92322632366836,78.92322621786519,78.92322642947153,1.8269723378691187,1.8269719959499973,1.8269726797882402,631.6714893657152,628.7728726730489,634.5701060583814,0,0,0,1,1,1,0,0,0
source_minus_1,source level,-1 dB,45,P1,30,1522.6,1510.4792169594023,1534.7207830405976,1054.2,1050.134679823442,1058.2653201765581,0.6926402075617109,0.6875107729364932,0.6977696421869285,468.4,457.1710525810327,479.62894741896724,468.4,457.1710525810327,479.62894741896724,1130.554829367324,1100.4489010169307,1160.6607577177172,78.36903057011152,78.32765609221192,78.41040504801111,1.6086428550830278,1.5933780074935544,1.6239077026725013,114.80309863348796,114.3603891378733,115.24580812910263,0.8025191238908493,0.7982111752747614,0.8068270725069373,0,0,0,0.19748087610915074,0.19317292749306275,0.20178882472523874
source_minus_1,source level,-1 dB,45,P2,30,1522.6,1510.4792169594023,1534.7207830405976,1081.9,1077.0329123721665,1086.7670876278337,0.7108173500389352,0.705708257900523,0.7159264421773474,440.7,429.8016974178355,451.5983025821645,440.7,429.8016974178355,451.5983025821645,1060.285346712689,1034.1744634337863,1086.3962299915918,76.29332410490497,76.29332385268756,76.29332435712237,0.9970987056786993,0.997098647771987,0.9970987635854116,402.618956074239,402.0889231435774,403.1489890049006,0.3579581370700428,0.3538570921368895,0.36205918200319614,0.5546660789156342,0.5521281497466173,0.5572040080846512,0.08737578401432286,0.08412345238420461,0.0906281156444411
source_minus_1,source level,-1 dB,45,P3-U,30,1522.6,1510.4792169594023,1534.7207830405976,1070.8666666666666,1061.3758004497245,1080.3575328836087,0.7035264828842708,0.6966909446316878,0.7103620211368538,451.73333333333335,438.9977763125999,464.4688903540668,451.73333333333335,438.9977763125999,464.4688903540668,1076.1662325908353,1048.3629728590697,1103.969492322601,76.43418349607141,76.3699428872619,76.49842410488093,0.9992523704092164,0.9989396389055363,0.9995651019128966,321.6740512984443,320.6404561957284,322.70764640116016,0.40362303859466614,0.3999671678344593,0.407278909354873,0.4036653016777843,0.39987211197946126,0.40745849137610735,0.19271165972754947,0.18527871499386048,0.20014460446123847
source_minus_1,source level,-1 dB,45,P3-D,30,1522.6,1510.4792169594023,1534.7207830405976,995.8,981.0123541590542,1010.5876458409457,0.6541761833682517,0.6444928490919137,0.6638595176445896,526.8,510.2496517215518,543.3503482784481,526.8,510.2496517215518,543.3503482784481,1242.351202103364,1204.9766026393552,1279.7258015673726,76.36981513072755,76.32637093465918,76.41325932679591,0.9999593334780141,0.9999470385962625,0.9999716283597657,319.21069717871484,317.60391881130505,320.8174755461246,0.427958602083932,0.4242314431927306,0.4316857609751334,0.44661999375929434,0.44025158761694166,0.452988399901647,0.12542140415677386,0.11583537439066802,0.1350074339228797
source_minus_1,source level,-1 dB,80,P0,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1103.2,1102.7968929864567,1103.6031070135434,0.41229896804455374,0.40964525550164715,0.4149526805874603,1573.3666666666666,1556.073135939942,1590.6601973933912,1573.3666666666666,1556.073135939942,1590.6601973933912,2648.3273239238706,2615.070868884355,2681.583778963386,78.92322656063666,78.92322639083659,78.92322673043674,1.826973103668437,1.8269725549334908,1.826973652403383,643.7902042858544,643.554974206614,644.0254343650948,0,0,0,1,1,1,0,0,0
source_minus_1,source level,-1 dB,80,P1,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1068.2333333333333,1067.6413417728675,1068.8253248937992,0.3992308850647583,0.39665460171677575,0.40180716841274083,1608.3333333333333,1591.0372877462578,1625.6293789204087,1608.3333333333333,1591.0372877462578,1625.6293789204087,2727.4973386637953,2694.0643224194,2760.9303549081906,78.30759392831322,78.26269021012749,78.35249764649896,1.5861507015747105,1.5694998267637628,1.6028015763856582,116.33134987432972,116.26689918373327,116.39580056492616,0.7988650283002067,0.7952378390830114,0.802492217517402,0,0,0,0.20113497169979336,0.19750778248259807,0.20476216091698865
source_minus_1,source level,-1 dB,80,P2,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1102.6666666666667,1102.253462385738,1103.0798709475955,0.41209892605581383,0.4094605493850398,0.4147373027265879,1573.9,1556.6471493236693,1591.152850676331,1573.9,1556.6471493236693,1591.152850676331,2653.2948464902724,2620.4075007618358,2686.182192218709,76.29332442264986,76.29332414661798,76.29332469868174,0.9970987786299015,0.9970987152556045,0.9970988420041985,404.88042484483236,404.8354326109769,404.9254170786878,0.36254271661207216,0.35949701428078223,0.3655884189433621,0.5441360073819081,0.5439316397175944,0.5443403750462219,0.09332127600601962,0.09033156520628145,0.0963109868057578
source_minus_1,source level,-1 dB,80,P3-U,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1088.4,1088.1984464932284,1088.6015535067718,0.4067674340318081,0.4041579960675302,0.40937687199608597,1588.1666666666667,1570.8985348245128,1605.4347985088207,1588.1666666666667,1570.8985348245128,1605.4347985088207,2642.0547335905358,2608.8994802122024,2675.209986968869,76.34254738220982,76.30151910361835,76.38357566080128,0.9999138448880355,0.9998924880860249,0.999935201690046,323.58345162203904,323.56152942146076,323.6053738226173,0.39657610510768004,0.3963024090465399,0.3968498011688202,0.39691300242983,0.39683949369109583,0.3969865111685642,0.2065108924624902,0.20621102430521437,0.206810760619766
source_minus_1,source level,-1 dB,80,P3-D,30,2676.5666666666666,2659.2863673202455,2693.8469660130877,1064.1333333333334,1063.889481233192,1064.3771854334748,0.397697766508372,0.3951558848779881,0.40023964813875595,1612.4333333333334,1595.1921743800135,1629.6744922866533,1612.4333333333334,1595.1921743800135,1629.6744922866533,2651.993784961381,2619.192509868587,2684.7950600541753,76.29332201907458,76.29332153104204,76.29332250710712,0.999958329779251,0.9999478760153687,0.9999687835431333,326.63658429683954,326.61004211453456,326.6631264791445,0.4147665862094498,0.4141054006755035,0.41542777174339607,0.41724111266599434,0.4171454897388308,0.41733673559315787,0.16799230112455582,0.16730258584133273,0.1686820164077789
source_plus_1,source level,+1 dB,45,P0,30,1522.6,1510.4792169594023,1534.7207830405976,1082.4333333333334,1077.4662661829288,1087.400400483738,0.7111663941437382,0.706040144284621,0.7162926440028553,440.1666666666667,429.25988588711584,451.07344744621753,440.1666666666667,429.25988588711584,451.07344744621753,1055.3615446085862,1029.3655727143296,1081.3575165028428,80.92322632366837,80.9232262178652,80.92322642947154,2.89555602110354,2.8955554791982516,2.895556563008828,1001.1318433674952,996.5378455037344,1005.725841231256,0,0,0,1,1,1,0,0,0
source_plus_1,source level,+1 dB,45,P1,30,1522.6,1510.4792169594023,1534.7207830405976,1054.2,1050.134679823442,1058.2653201765581,0.6926402075617109,0.6875107729364932,0.6977696421869285,468.4,457.1710525810327,479.62894741896724,468.4,457.1710525810327,479.62894741896724,1130.554829367324,1100.4489010169307,1160.6607577177172,80.36903057011152,80.32765609221192,80.41040504801111,2.5495271101223085,2.5253339570937956,2.5737202631508214,181.95064949765705,181.24900223181947,182.65229676349463,0.8025191238908493,0.7982111752747614,0.8068270725069373,0,0,0,0.19748087610915074,0.19317292749306275,0.20178882472523874
source_plus_1,source level,+1 dB,45,P2,30,1522.6,1510.4792169594023,1534.7207830405976,1062.4666666666667,1058.1003931106143,1066.8329402227191,0.698062862653264,0.6929586341948576,0.7031670911116704,460.1333333333333,449.0376449117935,471.22902175487314,460.1333333333333,449.0376449117935,471.22902175487314,1108.9153440256518,1080.6337010702512,1137.1969869810525,76.09995645115883,76.09995581136566,76.099957090952,0.9536771719998285,0.9536770315061802,0.9536773124934768,454.2049181216824,453.451313490307,454.9585227530578,0.33852948870310656,0.3371819281554823,0.3398770492507308,0.3388782343289242,0.3374572836721484,0.34029918498570005,0.32259227696796905,0.31984641746372655,0.32533813647221155
source_plus_1,source level,+1 dB,45,P3-U,30,1522.6,1510.4792169594023,1534.7207830405976,817.0333333333333,816.9188793739773,817.1477872926893,0.5368647134602575,0.5325251022578175,0.5412043246626976,705.5666666666667,693.4367491457133,717.6965841876201,705.5666666666667,693.4367491457133,717.6965841876201,1752.3118278678005,1710.78891506306,1793.834740672541,76.71830975796738,76.58447987805593,76.85213963787882,0.9999473678907481,0.9999396423397908,0.9999550934417054,345.6419761135884,345.62223137726573,345.66172084991103,0.3330341024753464,0.3329261382208748,0.33314206672981805,0.3329118032092418,0.33286518074381927,0.3329584256746643,0.33405409431541183,0.3339549596298721,0.33415322900095157
source_plus_1,source level,+1 dB,45,P3-D,30,1522.6,1510.4792169594023,1534.7207830405976,834.6333333333333,834.4579416643525,834.8087250023142,0.5484293350049003,0.5439975133495614,0.5528611566602393,687.9666666666667,675.8411911032157,700.0921422301177,687.9666666666667,675.8411911032157,700.0921422301177,1578.5946604658143,1539.096585189103,1618.0927357425255,76.4075483209756,76.30829571727764,76.50680092467354,0.9938836859323865,0.9913082574778749,0.9964591143868982,353.1934108771596,353.1631311622562,353.22369059206295,0.3330805056553562,0.3330104890210325,0.3331505222896799,0.3330805056553562,0.3330104890210325,0.3331505222896799,0.3338389886892881,0.33369895542064065,0.3339790219579355
