setting,policy,target,delay,damping,period,runs,dispatched_mean,dispatched_ci_low,dispatched_ci_high,queue_end_mean,queue_end_ci_low,queue_end_ci_high,central_budget_mean,central_budget_ci_low,central_budget_ci_high,central_use_mean,central_use_ci_low,central_use_ci_high,next_central_budget_mean,next_central_budget_ci_low,next_central_budget_ci_high,blocked_dispatch_attempts_mean,blocked_dispatch_attempts_ci_low,blocked_dispatch_attempts_ci_high,head_of_line_blocked_attempts_mean,head_of_line_blocked_attempts_ci_low,head_of_line_blocked_attempts_ci_high
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,30,45.13333333333333,44.889481233192086,45.37718543347458,1276.1333333333334,1259.1611258709675,1293.1055407956994,14.663054324049595,14.662567317826076,14.663541330273114,14.156322511099065,14.15509976982277,14.157545252375359,14.6395056924438,14.639041084947866,14.639970299939733,0,0,0,0,0,0
p3d_025_t14_d1,P3-D0.25,14,1,0.25,21,30,45.13333333333333,44.872,45.394666666666666,1355.4666666666667,1337.8440139788677,1373.0893193544657,14.6395056924438,14.639041084947866,14.639970299939733,14.156323660640961,14.15501445069391,14.157632870588012,14.616057315778944,14.615548743335317,14.61656588822257,0,0,0,0,0,0
p3d_025_t14_d1,P3-D0.25,14,1,0.25,22,30,45.233333333333334,44.97284619758049,45.49382046908618,1437.9333333333334,1421.1512815158987,1454.715385150768,14.616057315778944,14.615548743335317,14.61656588822257,14.156825376378686,14.155520328259298,14.158130424498074,14.5926087666828,14.592071257171055,14.593146276194544,0,0,0,0,0,0
p3d_025_t14_d1,P3-D0.25,14,1,0.25,23,30,45.03333333333333,44.75962078450341,45.30704588216325,1522,1504.613644773962,1539.386355226038,14.5926087666828,14.592071257171055,14.593146276194544,14.155821297030302,14.154449805894245,14.157192788166359,14.569084960225995,14.568563287368635,14.569606633083355,0,0,0,0,0,0
p3d_025_t14_d1,P3-D0.25,14,1,0.25,24,30,45.333333333333336,45.1163078126489,45.55035885401777,1606.6666666666667,1589.3013190784889,1624.0320142548446,14.569084960225995,14.568563287368635,14.569606633083355,14.157326349437598,14.156237955873001,14.158414743002195,14.545711765671452,14.545204897124554,14.54621863421835,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,1,30,44.36666666666667,43.931092337569346,44.80224099576399,34.1,31.59887503012294,36.60112496987706,20,20,20,19.12736237186346,19.12517509540871,19.129549648318207,20,20,20,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,2,30,45.833333333333336,45.69769238290556,45.96897428376111,67.13333333333334,62.78124107039427,71.4854255962724,20,20,20,19.13473101120081,19.134050947483697,19.135411074917922,18.46179128844096,18.461135105504535,18.462447471377384,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,3,30,45.96666666666667,45.90133333333333,46.032000000000004,102.06666666666666,96.1657271947401,107.96760613859323,18.46179128844096,18.461135105504535,18.462447471377384,18.14041824050164,18.140092180100062,18.140744300903215,16.92137198508072,16.92073281778918,16.922011152372264,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,4,30,45.733333333333334,45.57238289951722,45.894283767149446,135.06666666666666,129.48964915257454,140.64368418075878,16.92137198508072,16.92073281778918,16.922011152372264,16.149287958965143,16.14848165826958,16.150094259660705,15.67924651293023,15.678612332390522,15.67988069346994,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,5,30,45.36666666666667,45.14661038685733,45.586722946476,173.66666666666666,167.3771375222682,179.9561958110651,15.67924651293023,15.678612332390522,15.67988069346994,15.15247269139698,15.151371147071934,15.153574235722026,15.034460125240688,15.033776391545503,15.035143858935873,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,6,30,21.3,21.108558763255047,21.491441236744954,229.73333333333332,222.10402964968577,237.36263701698087,15.034460125240688,15.033776391545503,15.035143858935873,15.031640826622986,15.030679807082256,15.032601846163717,14.688718317821593,14.687932290364369,14.689504345278817,42.833333333333336,40.83080244426175,44.83586422240492,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,7,30,45.7,45.50855876325505,45.89144123674495,266.03333333333336,257.521745346733,274.54492131993374,14.688718317821593,14.687932290364369,14.689504345278817,14.159168946366483,14.158211691667104,14.160126201065863,14.379226069834694,14.378632428030839,14.379819711638548,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,8,30,45.06666666666667,44.857938204589196,45.275395128744144,298.8666666666667,289.5032037581137,308.2301295752196,14.379226069834694,14.378632428030839,14.379819711638548,14.155984544835459,14.154937518648001,14.157031571022916,14.33147538592475,14.330814280877716,14.332136490971783,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,9,30,45.46666666666667,45.28509008877225,45.64824324456109,382.73333333333335,371.0177487532264,394.4489179134403,14.33147538592475,14.330814280877716,14.332136490971783,14.157991383857398,14.157080166859666,14.15890260085513,14.28468002247411,14.283955486550113,14.285404558398106,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,10,30,45.1,44.845225996021085,45.35477400397892,464.1666666666667,452.5130011752012,475.82033215813215,14.28468002247411,14.283955486550113,14.285404558398106,14.156152765641062,14.15487543815577,14.157430093126354,14.237282607316889,14.236530511069375,14.238034703564402,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,11,30,45.3,45.066950057150684,45.53304994284931,543.1333333333333,529.9353977604123,556.3312689062543,14.237282607316889,14.236530511069375,14.238034703564402,14.15715788020783,14.155989041637108,14.158326718778552,14.190436777624571,14.189621580240738,14.191251975008404,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,12,30,45.1,44.882635641450086,45.317364358549916,625.6333333333333,612.7778396221067,638.4888270445599,14.190436777624571,14.189621580240738,14.191251975008404,14.15615656016664,14.155066217261746,14.157246903071533,14.143289413562226,14.14252443086192,14.144054396262531,0,0,0,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,13,30,41.96666666666667,41.791274997685804,42.14205833564753,707.6666666666666,693.9575061976122,721.375827135721,14.143289413562226,14.14252443086192,14.144054396262531,14.140421257151397,14.13954032835552,14.141302185947273,14.096442445512233,14.09564168446861,14.097243206555856,9,7.691082398561193,10.308917601438807,1,-0.3747329103184531,2.3747329103184533
p3d_05_t14_d1,P3-D0.5,14,1,0.5,14,30,32.733333333333334,32.57238289951722,32.894283767149446,802.8666666666667,789.3467866789883,816.386546654345,14.096442445512233,14.09564168446861,14.097243206555856,14.094055706938748,14.093247638522161,14.094863775355336,14.054316068366818,14.053686550389816,14.05494558634382,37.6,35.656742774700646,39.54325722529936,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,15,30,24.333333333333332,24.161759594396628,24.504907072270036,904.3,891.1143097905779,917.485690209422,14.054316068366818,14.053686550389816,14.05494558634382,14.051886326755698,14.051024637827267,14.052748015684129,14.02609935628519,14.025654444133252,14.026544268437128,57.86666666666667,54.95233632883472,60.780997004498616,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,16,30,18.666666666666668,18.495092927729964,18.838240405603372,1018.9666666666667,1004.0825632300766,1033.8507701032568,14.02609935628519,14.025654444133252,14.026544268437128,14.023438564376981,14.022577408179542,14.02429972057442,14.010533458258482,14.010277797747657,14.010789118769308,77.43333333333334,74.07160434012839,80.79506232653829,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,17,30,15.666666666666666,15.495092927729962,15.83824040560337,1132.2666666666667,1116.9510986353266,1147.5822346980067,14.010533458258482,14.010277797747657,14.010789118769308,14.008378669649087,14.007517359136363,14.00923998016181,14.003501888945385,14.003498027235906,14.003505750654863,85.03333333333333,81.53287163198516,88.5337950346815,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,18,30,14,14,14,1244.6666666666667,1229.5933497740384,1259.739983559295,14.003501888945385,14.003498027235906,14.003505750654863,14.000013412522517,14.000011600473005,14.000015224572028,14.000988288050658,14.000727180505951,14.001249395595366,86.83333333333333,84.5797333355095,89.08693333115716,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,19,30,14,14,14,1354.5,1338.2638972175212,1370.7361027824788,14.000988288050658,14.000727180505951,14.001249395595366,14.000013883137344,14.00001213705275,14.000015629221938,14.000984264293901,14.000722938445126,14.001245590142677,84.63333333333334,80.57009551751543,88.69657114915125,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,30,14,14,14,1469.6333333333334,1452.8743068361262,1486.3923598305407,14.000984264293901,14.000722938445126,14.001245590142677,14.00001137319161,14.000009904994839,14.000012841388381,14.000980099352695,14.000718790011218,14.001241408694172,89.33333333333333,85.88517069304652,92.78149597362014,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,21,30,14,14,14,1580.1,1562.6907136050436,1597.5092863949562,14.000980099352695,14.000718790011218,14.001241408694172,14.000012549728671,14.000010965394518,14.000014134062825,14.000976687395214,14.000715332096354,14.001238042694075,85.86666666666666,83.26960467796094,88.46372865537238,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,22,30,14,14,14,1693.8,1677.2509857750954,1710.3490142249045,14.000976687395214,14.000715332096354,14.001238042694075,14.000012941907695,14.000011190231143,14.000014693584246,14.000972922476613,14.000711797172336,14.00123404778089,87.23333333333333,83.47119029849809,90.99547636816858,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,23,30,14,14,14,1808.9,1791.8073413782813,1825.9926586217189,14.000972922476613,14.000711797172336,14.00123404778089,14.000012628164477,14.000010908416092,14.000014347912861,14.000969039904307,14.000708022908215,14.001230056900399,88,84.75412594347769,91.24587405652231,0,0,0
p3d_05_t14_d1,P3-D0.5,14,1,0.5,24,30,14,14,14,1924.9,1907.667380159282,1942.1326198407182,14.000969039904307,14.000708022908215,14.001230056900399,14.00001153006322,14.000010008440295,14.000013051686146,14.000965251454954,14.000704276480716,14.001226226429191,87.76666666666667,84.92451777375096,90.60881555958237,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,1,30,44.36666666666667,43.931092337569346,44.80224099576399,34.1,31.59887503012294,36.60112496987706,20,20,20,19.12736237186346,19.12517509540871,19.129549648318207,20,20,20,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,2,30,45.833333333333336,45.69769238290556,45.96897428376111,67.13333333333334,62.78124107039427,71.4854255962724,20,20,20,19.13473101120081,19.134050947483697,19.135411074917922,17.69268693266144,17.691702658256805,17.693671207066078,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,3,30,45.86666666666667,45.7429430840148,45.99039024931854,102.16666666666667,96.27610017100204,108.0572331623313,17.69268693266144,17.691702658256805,17.693671207066078,17.14493732494514,17.144317674853948,17.14555697503633,15.382057977621084,15.381099226683773,15.383016728558395,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,4,30,45.43333333333333,45.20929981093749,45.65736685572917,135.46666666666667,129.891391285945,141.04194204738835,15.382057977621084,15.381099226683773,15.383016728558395,15.152805360449348,15.15168293715919,15.153927783739505,13.966836181395772,13.965888519582785,13.967783843208759,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,5,30,45,44.751366030931585,45.248633969068415,174.43333333333334,168.09948478320692,180.76718188345976,13.966836181395772,13.965888519582785,13.967783843208759,13.160676699635301,13.159431398653426,13.161922000617176,13.448073769193563,13.447084456201814,13.449063082185312,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,6,30,45.13333333333333,44.889481233192086,45.37718543347458,206.66666666666666,199.1555375547156,214.1777957786177,13.448073769193563,13.447084456201814,13.449063082185312,13.161347499381764,13.160125579973302,13.162569418790225,13.825769254357677,13.824612763157818,13.826925745557537,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,7,30,45.03333333333333,44.77625884020117,45.29040782646549,243.63333333333333,235.14616297871262,252.12050368795403,13.825769254357677,13.824612763157818,13.826925745557537,13.160845202814972,13.159556478008097,13.162133927621847,14.20316287963588,14.20217995215871,14.204145807113049,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,8,30,45.2,44.94436088655717,45.455639113442835,276.3333333333333,267.08345587737796,285.58321078928867,14.20316287963588,14.20217995215871,14.204145807113049,14.156657796874708,14.15537699506383,14.157938598685584,14.580782538369144,14.579576975616193,14.581988101122095,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,9,30,45.1,44.863190944565815,45.33680905543419,360.56666666666666,348.8896839539951,372.24364937933825,14.580782538369144,14.579576975616193,14.581988101122095,14.156157487108588,14.154970123598666,14.157344850618511,14.510286529775524,14.509092312542869,14.511480747008179,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,10,30,44.96666666666667,44.746610386857334,45.186722946476,442.1333333333333,430.4635187327383,453.80314793392836,14.510286529775524,14.509092312542869,14.511480747008179,14.155485045201306,14.154382010666248,14.156588079736364,14.440015660576659,14.438789038082827,14.44124228307049,0.16666666666666666,0.031025716238891415,0.30230761709444187,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,11,30,43.7,43.46695005715069,43.933049942849316,522.7,509.571362928456,535.8286370715441,14.440015660576659,14.438789038082827,14.44124228307049,14.149127409598265,14.147957071774904,14.150297747421625,14.370047390236076,14.369077244341122,14.37101753613103,4.033333333333333,2.588187376950711,5.478479289715955,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,12,30,42.7,42.48673722431176,42.913262775688246,607.6,594.7909200883159,620.4090799116841,14.370047390236076,14.369077244341122,14.37101753613103,14.144104613703153,14.143033972645918,14.145175254760387,14.302940055916855,14.302321198150736,14.303558913682973,7.9,6.912817127889414,8.887182872110586,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,13,30,42,41.906025192908864,42.093974807091136,689.6,675.8878551222128,703.3121448777872,14.302940055916855,14.302321198150736,14.303558913682973,14.1405920407661,14.140119930705813,14.141064150826386,14.238092979750437,14.237648310991894,14.23853764850898,8.6,7.493648680852546,9.706351319147453,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,14,30,41.63333333333333,41.45794166435247,41.8087250023142,775.9,762.4208051879347,789.3791948120653,14.238092979750437,14.237648310991894,14.23853764850898,14.13874915718344,14.13786840767353,14.13962990669335,14.174826561405697,14.174436317420332,14.175216805391061,10.7,9.141179166547804,12.258820833452194,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,15,30,41.666666666666664,41.495092927729964,41.838240405603365,860,846.8163694672905,873.1836305327095,14.174826561405697,14.174436317420332,14.175216805391061,14.138917978493241,14.138056327068574,14.139779629917909,14.112389440673143,14.112243193553196,14.11253568779309,9.6,8.469955386904479,10.73004461309552,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,16,30,36,36,36,957.3333333333334,942.4507578136319,972.2159088530349,14.112389440673143,14.112243193553196,14.11253568779309,14.110463954543686,14.110459300263233,14.110468608824139,14.049876350351186,14.049482785431376,14.050269915270995,25.566666666666666,23.870731639356293,27.26260169397704,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,17,30,23.366666666666667,23.191274997685802,23.542058335647532,1062.9333333333334,1047.6036446190565,1078.2630220476103,14.049876350351186,14.049482785431376,14.050269915270995,14.047033859306193,14.046152995613761,14.047914722998625,14.000167570806527,13.999773470399374,14.00056167121368,63.733333333333334,60.380482190011875,67.0861844766548,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,18,30,32.36666666666667,27.28030826622163,37.4530250671117,1156.9666666666667,1141.0870142794545,1172.846319053879,14.000167570806527,13.999773470399374,14.00056167121368,13.462072807668223,13.313099401296274,13.611046214040172,13.979002334118745,13.978994735424525,13.979009932812964,35.9,22.781389567558577,49.01861043244142,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,19,30,45.733333333333334,45.57238289951722,45.894283767149446,1235.0666666666666,1218.0811438050875,1252.0521895282457,13.979002334118745,13.978994735424525,13.979009932812964,13.164349591320816,13.163545224733156,13.165153957908476,14.22106957066804,14.154029184364134,14.288109956971947,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,30,44.2,43.405926781800275,44.99407321819973,1320,1302.599935737997,1337.400064262003,14.22106957066804,14.154029184364134,14.288109956971947,13.786803610970274,13.613997318192203,13.959609903748346,14.597112254573675,14.530074388812118,14.664150120335233,2.7,0.6194605916048941,4.780539408395106,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,21,30,45.333333333333336,45.07884835270779,45.587818313958884,1399.1333333333334,1380.9352548966062,1417.3314117700606,14.597112254573675,14.530074388812118,14.664150120335233,14.15732125204242,14.156046925008228,14.158595579076612,14.69305062963705,14.68220278341509,14.70389847585901,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,22,30,45.43333333333333,45.22996235509584,45.63670431157082,1481.4,1463.6814245558478,1499.1185754441524,14.69305062963705,14.68220278341509,14.70389847585901,14.15782611302299,14.156806616576002,14.158845609469978,14.62225606621796,14.611675380653928,14.63283675178199,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,23,30,45.03333333333333,44.77625884020117,45.29040782646549,1565.4666666666667,1547.7313688686404,1583.201964464693,14.62225606621796,14.611675380653928,14.63283675178199,14.155824197128169,14.15453769281756,14.157110701438778,14.551234315357615,14.540527422976348,14.561941207738881,0,0,0,0,0,0
p3d_075_t14_d1,P3-D0.75,14,1,0.75,24,30,44.733333333333334,44.46864226060009,44.99802440606658,1650.7333333333333,1633.115893182848,1668.3507734838188,14.551234315357615,14.540527422976348,14.561941207738881,14.154319277480147,14.152991663484332,14.15564689147596,14.481113426649937,14.470600721519395,14.49162613178048,0.5,0.07192438094165665,0.9280756190583433,0,0,0
p3u_t14_d3,P3-U,14,3,1,1,30,44.36666666666667,43.931092337569346,44.80224099576399,34.1,31.59887503012294,36.60112496987706,20,20,20,19.12736237186346,19.12517509540871,19.129549648318207,20,20,20,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,2,30,45.833333333333336,45.69769238290556,45.96897428376111,67.13333333333334,62.78124107039427,71.4854255962724,20,20,20,19.13473101120081,19.134050947483697,19.135411074917922,20,20,20,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,3,30,45.96666666666667,45.90133333333333,46.032000000000004,102.06666666666666,96.1657271947401,107.96760613859323,20,20,20,19.13539596930597,19.13506998907013,19.135721949541814,20,20,20,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,4,30,45.96666666666667,45.90133333333333,46.032000000000004,134.83333333333334,129.2609495116697,140.40571715499698,20,20,20,19.13539485466419,19.13506915653174,19.135720552796645,16.923582576881934,16.922270211009085,16.924894942754783,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,5,30,45.733333333333334,45.57238289951722,45.894283767149446,173.06666666666666,166.78584911000442,179.3474842233289,16.923582576881934,16.922270211009085,16.924894942754783,16.14929017983386,16.148483268156543,16.150097091511174,13.842743970161445,13.841465635578363,13.844022304744527,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,6,30,44.93333333333333,44.652455017416116,45.214211649250544,205.5,197.9335689337403,213.0664310662597,13.842743970161445,13.841465635578363,13.844022304744527,13.160342822506296,13.158935462910982,13.16175018210161,10.761506388577862,10.760237649476453,10.762775127679271,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,7,30,44.6,44.32441176809737,44.87558823190263,242.9,234.3915944522186,251.4084055477814,10.761506388577862,10.760237649476453,10.762775127679271,10.17373485650627,10.172355465627897,10.175114247384643,7.680269475779346,7.678980037020862,7.681558914537829,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,8,30,44.233333333333334,44.07939429977251,44.38727236689416,276.56666666666666,267.17403474225733,285.959298591076,7.680269475779346,7.678980037020862,7.681558914537829,7.186960077491319,7.18618982353525,7.187730331447388,6.390695367879031,6.389438279240207,6.391952456517855,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,9,30,44.06666666666667,43.97587837771946,44.15745495561388,361.8333333333333,350.11241679730915,373.5542498693575,6.390695367879031,6.389438279240207,6.391952456517855,6.191144919766535,6.190691223245365,6.191598616287706,6.8944896743752535,6.893181210163466,6.895798138587041,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,10,30,44.03333333333333,43.91887937397735,44.147787292689316,444.3333333333333,432.6375906229325,456.0290760437341,6.8944896743752535,6.893181210163466,6.895798138587041,6.190977444062997,6.190402635717205,6.19155225240879,9.190248760471492,9.188763854409503,9.191733666533482,0.23333333333333334,-0.16184534975936726,0.6285120164260339,0,0,0
p3u_t14_d3,P3-U,14,3,1,11,30,43.233333333333334,42.92617321060226,43.54049345606441,525.3666666666667,512.1734995764745,538.5598337568589,9.190248760471492,9.188763854409503,9.191733666533482,9.17189257054498,9.170349655667092,9.173435485422868,13.278072713976703,13.27659101568798,13.279554412265426,4.166666666666667,2.8744418780890144,5.45889145524432,0,0,0
p3u_t14_d3,P3-U,14,3,1,12,30,41.6,41.2534380352631,41.9465619647369,611.3666666666667,598.5204503201522,624.2128830131811,13.278072713976703,13.27659101568798,13.279554412265426,13.143607869556064,13.141867203402395,13.145348535709733,17.963385762116776,17.96188637379866,17.964885150434892,10.533333333333333,8.890162041982274,12.176504624684393,0,0,0
p3u_t14_d3,P3-U,14,3,1,13,30,39.8,39.52763513315838,40.07236486684162,695.5666666666667,681.8957760135658,709.2375573197677,17.963385762116776,17.96188637379866,17.964885150434892,17.114481957199995,17.11311419256983,17.11584972183016,22.648799295678984,22.647360008980666,22.650238582377302,15.433333333333334,13.673510266643492,17.193156400023177,0,0,0
p3u_t14_d3,P3-U,14,3,1,14,30,45.96666666666667,45.90133333333333,46.032000000000004,777.5333333333333,764.125616806369,790.9410498602977,22.648799295678984,22.647360008980666,22.650238582377302,22.120345226378156,22.12001638504372,22.120674067712592,25.545663753352006,25.544791266199848,25.546536240504164,0.1,-0.096,0.29600000000000004,0,0,0
p3u_t14_d3,P3-U,14,3,1,15,30,46,46,46,857.3,844.1878537453894,870.4121462546105,25.545663753352006,25.544791266199848,25.546536240504164,25.10544830848623,25.105445759841277,25.105450857131185,26.05949903161836,26.058762360872525,26.060235702364192,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,16,30,37.4,37.177615017458976,37.62238498254102,953.2333333333333,938.4136870151458,968.0529796515209,26.05949903161836,26.058762360872525,26.060235702364192,26.057253312627253,26.056137799926066,26.05836882532844,24.19080985729836,24.18949201336438,24.192127701232337,23.966666666666665,22.381628015748582,25.551705317584748,0,0,0
p3u_t14_d3,P3-U,14,3,1,17,30,46,46,46,1036.2,1020.9411997097135,1051.4588002902867,24.19080985729836,24.18949201336438,24.192127701232337,24.110464652781708,24.11046108901197,24.110468216551446,19.318602721471468,19.317319452912336,19.3198859900306,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,18,30,46,46,46,1116.6,1101.5758998693555,1131.6241001306444,19.318602721471468,19.317319452912336,19.3198859900306,19.135564172728046,19.135561206032502,19.13556713942359,12.655333736379731,12.6540507536619,12.656616719097562,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,19,30,45.666666666666664,45.495092927729964,45.838240405603365,1194.7666666666667,1178.5107407591365,1211.0225925741968,12.655333736379731,12.6540507536619,12.656616719097562,12.169034312940596,12.16817555687881,12.169893069002383,5.420981748803377,5.42013071418673,5.421832783420024,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,20,30,44.2,44.054414854869194,44.34558514513081,1279.7,1262.9160494669982,1296.483950533002,5.420981748803377,5.42013071418673,5.421832783420024,5.196808062618745,5.196079010149512,5.197537115087978,5,5,5,0,0,0,0,0,0
p3u_t14_d3,P3-U,14,3,1,21,30,41.63333333333333,38.066641710260264,45.2000249564064,1362.5333333333333,1345.0581289901718,1380.0085376764948,5,5,5,4.255282015234989,4.182836929401689,4.327727101068288,5,5,5,6.333333333333333,-2.299741655034901,14.966408321701568,0,0,0
p3u_t14_d3,P3-U,14,3,1,22,30,42.13333333333333,39.19786760892824,45.068799057738424,1448.1,1430.536676736848,1465.6633232631518,5,5,5,4.224633148052763,4.1716742558404585,4.277592040265067,6.098579412235641,6.098064158598569,6.099094665872713,6.6,-2.470686722029125,15.670686722029124,0,0,0
p3u_t14_d3,P3-U,14,3,1,23,30,25.333333333333332,25.161759594396628,25.504907072270036,1551.8666666666666,1534.0340380433577,1569.6992952899755,6.098579412235641,6.098064158598569,6.099094665872713,6.097064407448504,6.0962030386878725,6.097925776209135,11.380494574664397,11.379950343157207,11.381038806171587,58.3,55.6450661674587,60.95493383254129,0,0,0
p3u_t14_d3,P3-U,14,3,1,24,30,44.63333333333333,44.35962078450341,44.90704588216325,1637.2333333333333,1619.2960353722247,1655.170631294442,11.380494574664397,11.379950343157207,11.381038806171587,11.168890852425344,11.167520970356412,11.170260734494276,17.227325365523406,17.18367053193786,17.27098019910895,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,1,30,44.36666666666667,43.931092337569346,44.80224099576399,34.1,31.59887503012294,36.60112496987706,20,20,20,19.12736237186346,19.12517509540871,19.129549648318207,20,20,20,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,2,30,45.833333333333336,45.69769238290556,45.96897428376111,67.13333333333334,62.78124107039427,71.4854255962724,20,20,20,19.13473101120081,19.134050947483697,19.135411074917922,20,20,20,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,3,30,45.96666666666667,45.90133333333333,46.032000000000004,102.06666666666666,96.1657271947401,107.96760613859323,20,20,20,19.13539596930597,19.13506998907013,19.135721949541814,20,20,20,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,4,30,45.96666666666667,45.90133333333333,46.032000000000004,134.83333333333334,129.2609495116697,140.40571715499698,20,20,20,19.13539485466419,19.13506915653174,19.135720552796645,19.230895644220478,19.230567552752266,19.23122373568869,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,5,30,45.8,45.65441485486919,45.945585145130806,173,166.73321193563416,179.26678806436584,19.230895644220478,19.230567552752266,19.23122373568869,19.134558723503556,19.133829166635643,19.13528828037147,18.46068599254036,18.46036640889459,18.46100557618613,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,6,30,45.9,45.79081114115189,46.009188858848105,204.46666666666667,196.90841989962004,212.0249134337133,18.46068599254036,18.46036640889459,18.46100557618613,18.14008628830387,18.13954006098832,18.14063251561942,17.690376597144464,17.690059412369113,17.690693781919816,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,7,30,45.833333333333336,45.69769238290556,45.96897428376111,240.63333333333333,232.15709572006242,249.10957094660424,17.690376597144464,17.690059412369113,17.690693781919816,17.14477222112199,17.144091934612952,17.145452507631028,16.920067368944835,16.919745009255216,16.920389728634454,0,0,0,0,0,0
p3d_025_t14_d3,P3-D0.25,14,3,0.25,8,30,45.3,45.04871621574426,45.55128378425574,273.23333333333335,264.01484861812963,282.45181804853706,16.920067368944835,16.919745009255216,16.920389728634454,16.1471153106574,16.145856282344546,16.148374338970257,16.149883560419305,16.14956766446009,16.15019945637852,0.16666666666666666,-0.04521127115697404,0.37854460449030736,0,0,0
