setting,factor,level,demand,seed,policy,requests,dispatched,completion_rate,final_queue,peak_queue,mean_wait,peak_lae_db,peak_budget_utilization,population_weighted_equivalent,route_1_share,route_2_share,route_3_share,budget_reference_missions,source_adjustment_db,validation_adjustment_db,altitude_m,speed_mps,route_weight_km
budget_10,budget,10 missions,45,521,P1,1532,1042,0.6801566579634465,490,490,1145.4595812766054,79.42372941339082,4.10025929098044,142.85612135413507,0.8224568138195777,0,0.17754318618042225,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,521,P2,1532,648,0.42297650130548303,884,884,2344.2059745140323,72.88147460946749,0.9090404289987776,217.91539990187704,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,521,P3-U,1532,967,0.631201044386423,565,565,1495.4800211422746,76.7350270108827,0.9999648151678443,326.7844663140957,0.3422957600827301,0.3360910031023785,0.3216132368148914,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,521,P3-D,1532,850,0.5548302872062664,682,682,1328.4022517530666,74.80033111367098,0.9999559486446516,307.75616328223646,0.32588235294117646,0.3764705882352941,0.29764705882352943,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,522,P0,1510,1086,0.7192052980132451,424,424,1042.8738928530227,79.92322582751596,4.600039768474176,797.8475823266128,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,522,P1,1510,1053,0.6973509933774834,457,457,1147.1557301981807,79.31673247484356,4.000460736941911,144.36401001831015,0.8005698005698005,0,0.19943019943019943,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,522,P2,1510,648,0.4291390728476821,862,862,2472.356398061561,72.88147418440427,0.9090403400269729,217.9151534411955,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,522,P3-U,1510,964,0.6384105960264901,546,546,1590.9783650370048,77.11151688930438,0.9999209883866488,326.3733201927846,0.3433609958506224,0.33713692946058094,0.31950207468879666,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,522,P3-D,1510,850,0.5629139072847682,660,660,1445.6490036374835,74.80032380547777,0.9999543311386695,307.7558246550483,0.32823529411764707,0.3764705882352941,0.2952941176470588,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,523,P0,1559,1087,0.6972418216805645,472,472,1143.6786327512443,79.92322582751596,4.600039768474176,798.5822527638554,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,523,P1,1559,1060,0.6799230275817832,499,499,1214.6017455478316,79.31657504384022,4.000324631977423,145.32371907576865,0.8075471698113208,0,0.19245283018867926,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,523,P2,1559,648,0.4156510583707505,911,911,2482.966857481331,72.88147193603898,0.9090398694121472,217.91508824657575,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,523,P3-U,1559,966,0.6196279666452854,593,593,1683.4403820855164,76.73516266517589,0.9999181319656233,326.6471590524103,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,523,P3-D,1559,850,0.5452212957023733,709,709,1499.7626922762504,74.80032655960761,0.9999550761092946,307.7560300053722,0.3235294117647059,0.3764705882352941,0.3,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,524,P0,1531,1086,0.7093403004572175,445,445,1019.1879518996717,79.92322649398935,4.600045191447928,797.8477130245717,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,524,P1,1531,1060,0.6923579359895493,471,471,1108.3647001397344,79.42380658505331,4.100330054947949,145.3235629126328,0.7943396226415095,0,0.20566037735849058,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,524,P2,1531,648,0.4232527759634226,883,883,2439.3954245205755,72.88147173577502,0.9090398274940663,217.9149918688507,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,524,P3-U,1531,965,0.6303069888961463,566,566,1556.8566391298807,76.73516116675964,0.9999199232245258,326.51035382422725,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,524,P3-D,1531,850,0.5551926845199217,681,681,1407.288762947429,74.80032360053629,0.9999544178212058,307.7559426120963,0.3211764705882353,0.3764705882352941,0.3023529411764706,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,525,P0,1514,1075,0.7100396301188904,439,439,1075.7425557867548,79.92322627183157,4.60004338379001,789.7662763053422,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,525,P1,1514,1050,0.6935270805812418,464,464,1116.7960340564475,79.31657632115113,4.000333670261635,143.952714812272,0.8104761904761905,0,0.1895238095238095,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,525,P2,1514,648,0.42800528401585203,866,866,2433.4397038428724,72.88147578064859,0.909040674143755,217.91508134730162,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,525,P3-U,1514,965,0.6373844121532365,549,549,1565.0445768980553,76.73516077734814,0.9999202040822359,326.51042515255807,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,525,P3-D,1514,850,0.5614266842800528,664,664,1400.4313090604157,74.80032366885011,0.9999539459893764,307.75587306211554,0.32588235294117646,0.3764705882352941,0.29764705882352943,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,526,P0,1484,1072,0.7223719676549866,412,412,1030.0503248223054,79.92322649398935,4.6000451914479275,787.562368176213,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,526,P1,1484,1052,0.7088948787061995,432,432,1072.0246015074313,79.20663051235594,3.900331862604791,144.2268393185494,0.779467680608365,0,0.22053231939163498,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,526,P2,1484,648,0.4366576819407008,836,836,2362.9335364173207,72.88147306022177,0.9090401047195599,217.91500123409037,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,526,P3-U,1484,966,0.6509433962264151,518,518,1485.4520119000906,76.92727935594209,0.9999908272126266,326.64727918713885,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,526,P3-D,1484,850,0.5727762803234502,634,634,1335.3314073060371,74.80032449006717,0.999953814687361,307.75590859868714,0.32235294117647056,0.3764705882352941,0.30117647058823527,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,527,P0,1522,1086,0.7135348226018396,436,436,982.1458379706157,79.92322649398935,4.600045191447928,797.847547932413,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,527,P1,1522,1059,0.6957950065703022,463,463,1044.2343646380652,79.31665490961424,4.000400818915459,145.18663513330557,0.7884796978281398,0,0.21152030217186024,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,527,P2,1522,631,0.41458607095926414,891,891,2436.4006854515974,73.29564262322549,1,216.18175066086712,0.32805071315372425,0.3438985736925515,0.32805071315372425,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,527,P3-U,1522,966,0.6346911957950065,556,556,1530.6048079749344,76.73516044202572,0.9999223850581711,326.6474595270424,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,527,P3-D,1522,850,0.5584756898817346,672,672,1382.2297188115303,74.80032551622547,0.9999553449557225,307.7560520394516,0.3211764705882353,0.3764705882352941,0.3023529411764706,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,528,P0,1559,1084,0.6953175112251443,475,475,1126.2350179235411,79.92322671614713,4.600046999105845,796.3782483309674,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,528,P1,1559,1058,0.6786401539448365,501,501,1177.6820754715238,79.42372941339082,4.100259290980441,145.04951648792343,0.8052930056710775,0,0.1947069943289225,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,528,P2,1559,631,0.404746632456703,928,928,2654.2627337535273,73.29564262322549,1,216.1819232493045,0.32805071315372425,0.3438985736925515,0.32805071315372425,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,528,P3-U,1559,964,0.6183450930083387,595,595,1652.2025366097012,76.92727745684007,0.9999650850825819,326.3733173070544,0.3433609958506224,0.33713692946058094,0.31950207468879666,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,528,P3-D,1559,850,0.5452212957023733,709,709,1487.889623205808,74.80032613250083,0.9999573055844708,307.756321061233,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,529,P0,1472,1080,0.7336956521739131,392,392,921.4629491198765,79.92322604967376,4.600041576132093,793.4394977935968,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,529,P1,1472,1055,0.7167119565217391,417,417,970.2735911613845,79.42373115804435,4.100271944578338,144.63831671491263,0.8037914691943128,0,0.1962085308056872,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,529,P2,1472,648,0.44021739130434784,824,824,2383.717743140551,72.8814694281416,0.9090393444738546,217.91475871089995,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,529,P3-U,1472,963,0.6542119565217391,509,509,1456.5458748111962,76.92741406975658,0.999919697494428,326.2362152865427,0.34371754932502596,0.3374870197300104,0.31879543094496365,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,529,P3-D,1472,850,0.5774456521739131,622,622,1317.758656166905,74.8003228476329,0.9999532245976038,307.75576911395336,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,530,P0,1545,1084,0.7016181229773463,461,461,1057.5917164017935,79.92322627183157,4.600043383790011,796.3782689674871,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,530,P1,1545,1054,0.6822006472491909,491,491,1141.2976204429897,79.42373065957197,4.100268329264653,144.5011199879626,0.8083491461100569,0,0.19165085388994307,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,530,P2,1545,648,0.41941747572815535,897,897,2457.301432532558,72.8814706115919,0.9090395921866536,217.914870443626,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,530,P3-U,1545,965,0.6245954692556634,580,580,1578.1959867075595,76.92741398246005,0.9999181458730456,326.5101490338285,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,45,530,P3-D,1545,850,0.5501618122977346,695,695,1427.1512410948442,74.8003268630764,0.9999554877120785,307.7559668423957,0.3211764705882353,0.3764705882352941,0.3023529411764706,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,501,P0,2681,1103,0.4114136516225289,1578,1578,2649.1338135971764,79.92322649398935,4.6000451914479275,810.3370279116189,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,501,P1,2681,1071,0.39947780678851175,1610,1610,2726.0044925952297,79.09399485022186,3.8004679675692827,146.8316337671331,0.7843137254901961,0,0.21568627450980393,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,501,P2,2681,648,0.24170085788884743,2033,2033,3717.0272615651747,72.88146948740847,0.909039356879241,217.9149499412931,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,501,P3-U,2681,966,0.360313315926893,1715,1715,3158.831857662835,76.73515994565817,0.9999209075803179,326.64736525492657,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,501,P3-D,2681,850,0.3170458784035807,1831,1831,2874.6174345869636,74.80032123541172,0.9999530900355574,307.75575922378044,0.3235294117647059,0.3764705882352941,0.3,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,502,P0,2595,1104,0.4254335260115607,1491,1491,2730.4867447610764,79.9232273826204,4.600052422079597,811.0716364393022,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,502,P1,2595,1066,0.41078998073217726,1529,1529,2819.9087926963584,79.31665388778404,4.000393588288087,146.14624875773663,0.797373358348968,0,0.2026266416510319,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,502,P2,2595,648,0.24971098265895952,1947,1947,3833.1681454976256,72.88147162950915,0.9090398052511154,217.91507713797787,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,502,P3-U,2595,965,0.371868978805395,1630,1630,3265.551208266843,76.92741198551569,0.9999207538776964,326.51042368292724,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,502,P3-D,2595,850,0.32755298651252407,1745,1745,2989.344180758335,74.80032218537049,0.9999549273550195,307.7559357332563,0.32,0.3764705882352941,0.3035294117647059,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,503,P0,2680,1103,0.4115671641791045,1577,1577,2657.3294770376647,79.92322649398935,4.600045191447928,810.3367802733811,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,503,P1,2680,1067,0.39813432835820894,1613,1613,2738.643066028319,79.20679224163267,3.9004697752261257,146.2835495934439,0.8106841611996252,0,0.1893158388003749,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,503,P2,2680,648,0.2417910447761194,2032,2032,3734.5330819829737,72.88147050532599,0.9090395699437024,217.91476591699887,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,503,P3-U,2680,963,0.3593283582089552,1717,1717,3169.7865482978737,76.73501752283204,0.9999634550712463,326.23632447725,0.34371754932502596,0.3374870197300104,0.31879543094496365,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,503,P3-D,2680,850,0.31716417910447764,1830,1830,2896.705156780017,74.80032459648112,0.9999553781374647,307.7561236415098,0.32823529411764707,0.3764705882352941,0.2952941176470588,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,504,P0,2672,1104,0.41317365269461076,1568,1568,2564.9470831788562,79.92322649398935,4.6000451914479275,811.0716089239426,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,504,P1,2672,1069,0.4000748502994012,1603,1603,2650.4277567552986,79.31657734299958,4.000340900889006,146.55755263950454,0.7885874649204865,0,0.21141253507951357,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,504,P2,2672,648,0.24251497005988024,2024,2024,3631.7890126440557,72.88147306022177,0.9090401047195599,217.91497130440212,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,504,P3-U,2672,967,0.3619011976047904,1705,1705,3082.3610061048457,76.92741003960793,0.9999910935670323,326.78433156760065,0.3422957600827301,0.3360910031023785,0.3216132368148914,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,504,P3-D,2672,850,0.3181137724550898,1822,1822,2798.8458232233365,74.80032445985348,0.999954353921846,307.7560310406808,0.32,0.3764705882352941,0.3035294117647059,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,505,P0,2723,1101,0.4043334557473375,1622,1622,2686.8253075796856,79.92322671614713,4.600046999105845,808.8676801582936,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,505,P1,2723,1068,0.39221446933529197,1655,1655,2744.810642775684,79.20679197963044,3.9004679675692837,146.42043399412236,0.7808988764044944,0,0.21910112359550563,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,505,P2,2723,648,0.237972824091076,2075,2075,3744.1771413460583,72.88147398414041,0.909040298108892,217.91479924089802,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,505,P3-U,2723,967,0.3551230260741829,1756,1756,3191.0763763163914,76.7351604886021,0.9999172040749451,326.7841377787365,0.3422957600827301,0.3360910031023785,0.3216132368148914,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,505,P3-D,2723,850,0.31215571061329417,1873,1873,2900.651750020081,74.80032294616043,0.9999547172154736,307.75598490190487,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,506,P0,2721,1102,0.4049981624402793,1619,1619,2654.4342596011784,79.92322649398935,4.600045191447928,809.6022955648168,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,506,P1,2721,1071,0.3936052921719956,1650,1650,2727.930075435792,79.42373065957197,4.100268329264654,146.83176390307958,0.7880485527544351,0,0.2119514472455649,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,506,P2,2721,648,0.23814773980154355,2073,2073,3660.2833823324095,72.88147556811704,0.9090406296578527,217.9151162147974,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,506,P3-U,2721,966,0.35501653803748623,1755,1755,3153.6405268374706,76.7351588159839,0.9999538121282086,326.6472480059281,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,506,P3-D,2721,850,0.3123851525174568,1871,1871,2850.9654059570635,74.80032607207347,0.9999539068323542,307.755897981925,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,507,P0,2762,1103,0.39934829833454016,1659,1659,2714.414501322933,79.92322649398935,4.600045191447928,810.3369660020595,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,507,P1,2762,1070,0.387400434467777,1692,1692,2793.753727395801,79.42372916415454,4.100257483323598,146.69467996061647,0.8,0,0.2,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,507,P2,2762,648,0.2346125995655322,2114,2114,3731.78721847351,72.88147690483038,0.9090409094511677,217.91506494053965,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,507,P3-U,2762,965,0.3493845039826213,1797,1797,3213.9881492845257,76.73502414364722,0.9999653699076734,326.51022152705264,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,507,P3-D,2762,850,0.30774800868935553,1912,1912,2919.437776610571,74.80032758576543,0.9999542934963364,307.75594691392547,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,508,P0,2805,1102,0.3928698752228164,1703,1703,2902.17600153062,79.92322671614713,4.600046999105845,809.6023781108961,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,508,P1,2805,1067,0.3803921568627451,1738,1738,2980.0428357518895,79.31657453291577,4.000321016663736,146.28325461863184,0.795688847235239,0,0.204311152764761,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,508,P2,2805,648,0.23101604278074866,2157,2157,3845.0806221885646,72.88147653903414,0.9090408328847494,217.91512245765915,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,508,P3-U,2805,967,0.3447415329768271,1838,1838,3382.9481321226485,76.73502246505431,0.9999650412108317,326.78460312931327,0.3422957600827301,0.3360910031023785,0.3216132368148914,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,508,P3-D,2805,850,0.30303030303030304,1955,1955,3064.897532869023,74.80032847529552,0.9999552423050416,307.7561045837714,0.32588235294117646,0.3764705882352941,0.29764705882352943,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,509,P0,2656,1104,0.41566265060240964,1552,1552,2571.9072331383227,79.9232273826204,4.600052422079597,811.0713819222244,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,509,P1,2656,1069,0.40248493975903615,1587,1587,2645.39856906108,79.31657734299958,4.000340900889006,146.55783026285712,0.8054256314312441,0,0.19457436856875585,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,509,P2,2656,648,0.24397590361445784,2008,2008,3604.8786651567143,72.88147429067007,0.9090403622699241,217.91525362891417,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,509,P3-U,2656,965,0.36332831325301207,1691,1691,3088.2869658936224,76.92741357332119,0.9999195676512763,326.5102456667412,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,509,P3-D,2656,850,0.3200301204819277,1806,1806,2792.3177201330636,74.8003238435779,0.9999548015748728,307.75603922646934,0.3247058823529412,0.3764705882352941,0.2988235294117647,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,510,P0,2733,1104,0.4039517014270033,1629,1629,2670.828423776235,79.92322582751595,4.600039768474176,811.0715676509027,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,510,P1,2733,1069,0.3911452616172704,1664,1664,2765.9736509217614,79.31657504384022,4.0003246319774215,146.55760469388312,0.804490177736202,0,0.19550982226379796,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,510,P2,2733,631,0.23088181485547019,2102,2102,3675.9714498120516,73.29564262322549,1,216.18170078416898,0.32805071315372425,0.3438985736925515,0.32805071315372425,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,510,P3-U,2733,965,0.3530918404683498,1768,1768,3190.2931021591967,76.73515747765879,0.9999176320893606,326.51006924787623,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,510,P3-D,2733,850,0.3110135382363703,1883,1883,2909.76827938491,74.8003222917845,0.999953061403631,307.7557992452976,0.32588235294117646,0.3764705882352941,0.29764705882352943,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,511,P0,2668,1103,0.4134182908545727,1565,1565,2604.6628053698723,79.92322627183157,4.60004338379001,810.3368077887408,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,511,P1,2668,1067,0.39992503748125935,1601,1601,2687.947945645209,79.42372991186332,4.100262906294126,146.2835235662546,0.8200562324273665,0,0.17994376757263356,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,511,P2,2668,648,0.24287856071964017,2020,2020,3652.9562275237613,72.88147301322275,0.9090400948819953,217.91517694490577,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,511,P3-U,2668,966,0.3620689655172414,1702,1702,3110.728167818887,76.73501770925182,0.9999632835818637,326.647479638629,0.34265010351966874,0.3364389233954451,0.32091097308488614,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,511,P3-D,2668,850,0.31859070464767614,1818,1818,2821.2868932643955,74.80032301447427,0.9999548822125919,307.7560034532497,0.3211764705882353,0.3764705882352941,0.3023529411764706,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,512,P0,2595,1104,0.4254335260115607,1491,1491,2515.936013484825,79.92322560535813,4.600037960816259,811.0713681645443,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,512,P1,2595,1068,0.4115606936416185,1527,1527,2608.6330539794103,79.42373065957197,4.100268329264653,146.42076367185354,0.8080524344569289,0,0.19194756554307116,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,512,P2,2595,648,0.24971098265895952,1947,1947,3588.212063615971,72.88147071785778,0.9090396144296049,217.91501065286184,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,512,P3-U,2595,965,0.371868978805395,1630,1630,3037.4635194597104,76.73516080077108,0.9999870391743744,326.5101474940208,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,512,P3-D,2595,850,0.32755298651252407,1745,1745,2756.6838087348137,74.80032679476264,0.9999553721088537,307.75609719645064,0.3235294117647059,0.3764705882352941,0.3,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,513,P0,2669,1104,0.4136380666916448,1565,1565,2596.7331958154477,79.92322649398935,4.600045191447928,811.071526377863,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,513,P1,2669,1067,0.39977519670288497,1602,1602,2687.88987513886,79.31665439869917,4.000397203601773,146.28351489052483,0.8144329896907216,0,0.18556701030927836,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,513,P2,2669,648,0.2427875608842263,2021,2021,3651.4047357893596,72.8814682569588,0.909039099328877,217.91492108190533,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,513,P3-U,2669,965,0.36155863619333084,1704,1704,3116.2851071623854,76.92741189031396,0.9998134216148459,326.50997989502827,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,513,P3-D,2669,850,0.3184713375796178,1819,1819,2830.9844484830205,74.80032291594674,0.9999563029475929,307.75609747017796,0.32588235294117646,0.3764705882352941,0.29764705882352943,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,514,P0,2721,1104,0.40573318632855565,1617,1617,2658.1655012404176,79.92322649398935,4.600045191447928,811.0716226816223,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,514,P1,2721,1068,0.39250275633958104,1653,1653,2739.5371871199627,79.42373016109956,4.100264713950968,146.4204513455819,0.800561797752809,0,0.199438202247191,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,514,P2,2721,648,0.23814773980154355,2073,2073,3725.672556896532,72.8814706115919,0.9090395921866536,217.9148740374056,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,514,P3-U,2721,965,0.35464902609334803,1756,1756,3168.845817052381,76.73516066294694,0.9999904345547691,326.5102369560194,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,514,P3-D,2721,850,0.3123851525174568,1871,1871,2887.2612471601774,74.8003222917845,0.9999556081788493,307.7561007737779,0.3211764705882353,0.3764705882352941,0.3023529411764706,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,515,P0,2654,1103,0.41559909570459685,1551,1551,2686.490714023224,79.92322604967376,4.600041576132092,810.3369453655396,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,515,P1,2654,1069,0.40278824415975883,1585,1585,2759.1834181391814,79.31665388778404,4.000393588288088,146.55752661231526,0.8054256314312441,0,0.19457436856875585,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,515,P2,2654,631,0.23775433308214017,2023,2023,3838.579376032293,73.29564262322549,1,216.18202325788843,0.32805071315372425,0.3438985736925515,0.32805071315372425,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,515,P3-U,2654,965,0.3636021100226074,1689,1689,3188.463822147376,76.73501933898599,0.9999625353390433,326.5103266896581,0.34300518134715025,0.33678756476683935,0.32020725388601035,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,515,P3-D,2654,850,0.3202712886209495,1804,1804,2899.6414583359283,74.80032590523221,0.999956928056046,307.75624905984444,0.3235294117647059,0.3764705882352941,0.3,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,516,P0,2650,1104,0.41660377358490563,1546,1546,2603.815292234228,79.92322627183157,4.600043383790011,811.0713888010644,0,1,0,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,516,P1,2650,1068,0.4030188679245283,1582,1582,2684.3006423566617,79.31657632115113,4.000333670261635,146.42072029320468,0.8099250936329588,0,0.1900749063670412,10,0,0,80,15,0.35
budget_10,budget,10 missions,80,516,P2,2650,648,0.24452830188679245,2002,2002,3649.639192001746,72.8814781352776,0.9090411670015316,217.91494838105132,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,0,0,80,15,0.35
