model_version,protocol_version,config_id,seed,demand_stream_id,policy,demand,population,delay,gain,fixed_budget,requests_received,requests_dispatched,completion_rate,final_queue,mean_wait_minutes,p95_wait_minutes,distance_units,energy_points,charging_minutes,mean_utilization,peak_period_exposure,cumulative_exposure,population_weighted_burden,exposure_gini,total_budget_adjustment,budget_at_bound_share,budget_oscillations,route_switching,route_1_share,route_2_share,route_3_share
0.6,0.1,P3-D_D18_C_L0_G0p15,421,d18-s421,P3-D,18,concentrated,0,0.15,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,43.39999999999998,2025.9,420.44,0.5676818533326748,219.25499999999988,0.20833333333333334,17,2.5722846292390535,0.2129783693843594,0.7853577371048253,0.0016638935108153079
0.6,0.1,P3-D_D18_C_L0_G0p6,421,d18-s421,P3-D,18,concentrated,0,0.6,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,291.8400000000001,0.6574074074074074,17,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P3-D_D18_C_L0_G1p5,421,d18-s421,P3-D,18,concentrated,0,1.5,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,353.3999999999999,0.7916666666666666,17,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P3-D_D18_C_L1_G0p15,421,d18-s421,P3-D,18,concentrated,1,0.15,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,43.39999999999998,2025.9,420.44,0.5676818533326748,218.41499999999985,0.18055555555555555,15,2.5722846292390535,0.2129783693843594,0.7853577371048253,0.0016638935108153079
0.6,0.1,P3-D_D18_C_L1_G0p6,421,d18-s421,P3-D,18,concentrated,1,0.6,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,289.0800000000001,0.6296296296296297,15,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P3-D_D18_C_L1_G1p5,421,d18-s421,P3-D,18,concentrated,1,1.5,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,346.49999999999994,0.7638888888888888,15,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P3-D_D18_C_L3_G0p15,421,d18-s421,P3-D,18,concentrated,3,0.15,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,43.39999999999998,2025.9,420.44,0.5676818533326748,215.94749999999988,0.125,12,2.5722846292390535,0.2129783693843594,0.7853577371048253,0.0016638935108153079
0.6,0.1,P3-D_D18_C_L3_G0p6,421,d18-s421,P3-D,18,concentrated,3,0.6,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,281.34000000000015,0.5601851851851852,12,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P3-D_D18_C_L3_G1p5,421,d18-s421,P3-D,18,concentrated,3,1.5,,602,601,0.9983388704318937,1,1.437603993344426,10,7716,15432,3858,0.1935329861111111,44.799999999999976,2026.6999999999998,421.1755555555555,0.5695191416807834,327.15,0.6944444444444444,12,2.5722846292390535,0.2129783693843594,0.7870216306156406,0
0.6,0.1,P0_D45_D,421,d45-s421,P0,45,dispersed,,,,1515,1453,0.9590759075907591,62,123.73709566414315,298.39999999999986,18602,37204,9301,0.4667534722222222,91.00000000000007,4912.700000000001,545.8555555555556,0.5783151604797545,0,0,0,1.565286501558226,0.19821059876118377,0.8017894012388163,0
0.6,0.1,P1_D45_D,421,d45-s421,P1,45,dispersed,,,,1515,1453,0.9590759075907591,62,123.73709566414315,298.39999999999986,18602,37204,9301,0.4667534722222222,67.19999999999997,4676.7,519.6333333333332,0.3493061346676074,0,0,0,2.386451728803308,0.19821059876118377,0.5987611837577426,0.20302821748107364
0.6,0.1,P2_D45_D_B28,421,d45-s421,P2,45,dispersed,,,28,1515,1338,0.8831683168316832,177,390.144245142003,1014,19044,38088,9522,0.47135416666666674,27.99999999999999,4107,456.3333333333333,0.17761545329112893,0,0,0,1.0582403738054182,0.4125560538116592,0.35874439461883406,0.22869955156950672
0.6,0.1,P2_D45_D_B34,421,d45-s421,P2,45,dispersed,,,34,1515,1358,0.8963696369636963,157,347.2901325478645,897.1499999999999,18946,37892,9473,0.47009548611111107,33.59999999999999,4249.2,472.1333333333334,0.2749589465206521,0,0,0,0.9897011429991864,0.4484536082474227,0.42415316642120765,0.12739322533136965
0.6,0.1,P2_D45_D_B40,421,d45-s421,P2,45,dispersed,,,40,1515,1372,0.9056105610561056,143,310.04446064139944,809.45,18820,37640,9410,0.46796875,39.19999999999998,4359,484.3333333333333,0.33605057225153545,0,0,0,1.5349700289392707,0.4263848396501458,0.4897959183673469,0.08381924198250729
0.6,0.1,P3-U_D45_D_L0_G0p15,421,d45-s421,P3-U,45,dispersed,0,0.15,,1515,1348,0.8897689768976897,167,361.9873887240356,953.2999999999997,18902,37804,9451,0.4687065972222222,41.800000000000026,4196.2,466.24444444444447,0.2793532773038041,218.84999999999994,0.2222222222222222,5,1.2830110701103277,0.48887240356083084,0.3939169139465875,0.1172106824925816
