model_version,protocol_version,config_id,seed,demand_stream_id,policy,demand,population,delay,gain,fixed_budget,requests_received,requests_dispatched,completion_rate,final_queue,mean_wait_minutes,p95_wait_minutes,distance_units,energy_points,charging_minutes,mean_utilization,peak_period_exposure,cumulative_exposure,population_weighted_burden,exposure_gini,total_budget_adjustment,budget_at_bound_share,budget_oscillations,route_switching,route_1_share,route_2_share,route_3_share
0.6,0.1,P2_D45_C_B34,423,d45-s423,P2,45,concentrated,,,34,1481,1354,0.9142471303173532,127,322.3700147710488,873.3499999999999,18916,37832,9458,0.4692708333333333,33.59999999999999,4239.200000000001,591.608888888889,0.27965444213792967,0,0,0,1.5379317232907934,0.4527326440177253,0.4254062038404727,0.12186115214180207
0.6,0.1,P2_D45_C_B40,423,d45-s423,P2,45,concentrated,,,40,1481,1366,0.9223497636731938,115,300.0314787701318,804.75,18812,37624,9406,0.4675347222222222,39.19999999999998,4343.8,662.0577777777778,0.3431813414777638,0,0,0,2.025137728670338,0.4377745241581259,0.4904831625183016,0.07174231332357248
0.6,0.1,P3-U_D45_C_L0_G0p15,423,d45-s423,P3-U,45,concentrated,0,0.15,,1481,1349,0.9108710330857529,132,339.75759822090436,907.5999999999999,18950,37900,9475,0.46979166666666666,40.700000000000024,4198.300000000001,558.2911111111111,0.2768263344687134,216.49499999999992,0.2222222222222222,9,1.667537344931763,0.48628613787991104,0.3936249073387695,0.12008895478131949
0.6,0.1,P3-U_D45_C_L0_G0p6,423,d45-s423,P3-U,45,concentrated,0,0.6,,1481,1342,0.9061444969615124,139,348.1661698956781,957.95,19008,38016,9504,0.47074652777777776,39.60000000000002,4142.200000000001,529.1977777777778,0.23140682085204323,353.76000000000033,0.5231481481481481,20,1.6635392226929153,0.46348733233979134,0.36736214605067063,0.169150521609538
0.6,0.1,P3-U_D45_C_L0_G1p5,423,d45-s423,P3-U,45,concentrated,0,1.5,,1481,1340,0.9047940580688724,141,356.75522388059704,974.05,19038,38076,9519,0.47131076388888893,39.19999999999998,4123.8,522.7799999999999,0.204697932327788,466.5000000000002,0.6712962962962963,44,2.030897807281363,0.43955223880597016,0.3619402985074627,0.19850746268656716
0.6,0.1,P3-U_D45_C_L1_G0p15,423,d45-s423,P3-U,45,concentrated,1,0.15,,1481,1349,0.9108710330857529,132,339.6590066716086,906.5999999999999,18926,37852,9463,0.46927083333333336,41.800000000000026,4199.900000000001,559.0622222222222,0.28011778058207737,217.26000000000002,0.20833333333333334,9,1.7143965888676194,0.4892512972572276,0.39436619718309857,0.11638250555967383
0.6,0.1,P3-U_D45_C_L1_G0p6,423,d45-s423,P3-U,45,concentrated,1,0.6,,1481,1342,0.9061444969615124,139,348.07451564828614,957.95,19020,38040,9510,0.47100694444444446,39.60000000000002,4143.800000000001,529.9688888888888,0.2348783456945045,373.7400000000001,0.5092592592592593,17,1.4841493402596577,0.46646795827123694,0.368107302533532,0.16542473919523099
0.6,0.1,P3-U_D45_C_L1_G1p5,423,d45-s423,P3-U,45,concentrated,1,1.5,,1481,1356,0.9155975692099932,125,345.80014749262534,911.25,19018,38036,9509,0.47157118055555564,69.99999999999999,4220.8,578.8911111111111,0.2353792856541148,1878.7500000000016,0.5046296296296297,49,5.956858252399256,0.4144542772861357,0.41224188790560473,0.1733038348082596
0.6,0.1,P3-U_D45_C_L3_G0p15,423,d45-s423,P3-U,45,concentrated,3,0.15,,1481,1349,0.9108710330857529,132,339.72646404744256,906.5999999999999,18902,37804,9451,0.46874999999999994,41.800000000000026,4204.5,562.0666666666667,0.2874856304752842,214.03500000000022,0.18055555555555555,10,1.7835184767132102,0.49444032616753153,0.3973313565604151,0.10822831727205337
0.6,0.1,P3-U_D45_C_L3_G0p6,423,d45-s423,P3-U,45,concentrated,3,0.6,,1481,1339,0.9041188386225524,142,340.9208364451083,973,18996,37992,9498,0.4703559027777777,54.599999999999966,4120.1,513.5155555555556,0.230582321356817,640.7800000000005,0.3888888888888889,20,2.2429327165486517,0.4749813293502614,0.3525018670649739,0.17251680358476476
0.6,0.1,P3-U_D45_C_L3_G1p5,423,d45-s423,P3-U,45,concentrated,3,1.5,,1481,1365,0.9216745442268738,116,299.821978021978,778,19090,38180,9545,0.47352430555555564,69.99999999999999,4272.5,607.0888888888888,0.2574396983291072,1399.2000000000007,0.5601851851851852,29,4.409360234663806,0.40366300366300367,0.43663003663003663,0.1597069597069597
0.6,0.1,P3-D_D45_C_L0_G0p15,423,d45-s423,P3-D,45,concentrated,0,0.15,,1481,1353,0.9135719108710331,128,322.1079083518108,880.3999999999999,18892,37784,9446,0.4687065972222222,40.700000000000024,4240.100000000001,588.1488888888889,0.2997990089332274,153.72000000000003,0.09259259259259259,11,1.960922045730952,0.4811529933481153,0.4220251293422025,0.09682187730968218
0.6,0.1,P3-D_D45_C_L0_G0p6,423,d45-s423,P3-D,45,concentrated,0,0.6,,1481,1347,0.9095205941931127,134,343.56050482553826,922.7,19010,38020,9505,0.47100694444444446,39.60000000000002,4170.500000000001,539.5555555555555,0.2526262505161916,292.8000000000003,0.38425925925925924,13,1.531025680872129,0.47809948032665184,0.37564959168522644,0.14625092798812175
0.6,0.1,P3-D_D45_C_L0_G1p5,423,d45-s423,P3-D,45,concentrated,0,1.5,,1481,1342,0.9061444969615124,139,350.7406855439642,958.9000000000001,19032,38064,9516,0.4712673611111111,39.60000000000002,4138.599999999999,527.6377777777777,0.22313503761336362,367.9500000000001,0.5601851851851852,23,1.663482563329011,0.45603576751117736,0.36587183308494786,0.1780923994038748
0.6,0.1,P3-D_D45_C_L1_G0p15,423,d45-s423,P3-D,45,concentrated,1,0.15,,1481,1353,0.9135719108710331,128,322.1552106430155,880.3999999999999,18888,37776,9444,0.4686197916666666,40.700000000000024,4241.9,589.6288888888889,0.3018511096966505,152.58000000000004,0.0787037037037037,11,2.0238438909108614,0.4818920916481892,0.42350332594235035,0.09460458240946046
0.6,0.1,P3-D_D45_C_L1_G0p6,423,d45-s423,P3-D,45,concentrated,1,0.6,,1481,1347,0.9095205941931127,134,343.05196733481813,922,18998,37996,9499,0.4707465277777778,39.60000000000002,4171.700000000001,540.3088888888889,0.25472695650321087,298.11000000000024,0.3611111111111111,11,1.5624332862072194,0.4795842613214551,0.37639198218262804,0.14402375649591687
0.6,0.1,P3-D_D45_C_L1_G1p5,423,d45-s423,P3-D,45,concentrated,1,1.5,,1481,1342,0.9061444969615124,139,350.53204172876303,958.95,19032,38064,9516,0.47126736111111106,40.700000000000024,4138.8,527.6466666666666,0.22379004112839995,438.07500000000033,0.5277777777777778,22,1.9280414739930447,0.45678092399403875,0.36587183308494786,0.17734724292101342
0.6,0.1,P3-D_D45_C_L3_G0p15,423,d45-s423,P3-D,45,concentrated,3,0.15,,1481,1353,0.9135719108710331,128,321.97339246119736,880.3999999999999,18864,37728,9432,0.4680989583333333,41.800000000000026,4246.3,594.0244444444445,0.30482485405594884,149.99250000000004,0.05092592592592592,6,2.0583820617130577,0.4804138950480414,0.4279379157427938,0.09164818920916482
0.6,0.1,P3-D_D45_C_L3_G0p6,423,d45-s423,P3-D,45,concentrated,3,0.6,,1481,1345,0.9081701553004726,136,354.70631970260223,935.8,18932,37864,9466,0.46922743055555555,41.800000000000026,4171.7,542.4088888888889,0.2689444484396182,341.22,0.28703703703703703,13,1.877443476044831,0.49144981412639405,0.379182156133829,0.12936802973977696
0.6,0.1,P3-D_D45_C_L3_G1p5,423,d45-s423,P3-D,45,concentrated,3,1.5,,1481,1352,0.9128966914247131,129,323.2492603550296,899,19044,38088,9522,0.47196180555555545,69.99999999999999,4196.2,550.4977777777779,0.26260796805575404,945.3500000000001,0.42592592592592593,23,3.0089299507868197,0.48002958579881655,0.38461538461538464,0.13535502958579881
0.6,0.1,P0_D80_D,423,d80-s423,P0,80,dispersed,,,,2715,1661,0.6117863720073665,1054,1509.8163756773029,3660,21244,42488,10622,0.5331163194444445,86.80000000000005,5611.9000000000015,623.5444444444447,0.5758913103306269,0,0,0,1.4358178053830224,0.20228777844671886,0.7977122215532811,0
0.6,0.1,P1_D80_D,423,d80-s423,P1,80,dispersed,,,,2715,1661,0.6117863720073665,1054,1509.8163756773029,3660,21244,42488,10622,0.5331163194444445,69.99999999999999,5355.9,595.1,0.35672809425119945,0,0,0,2.163816831080258,0.20228777844671886,0.605057194461168,0.19265502709211318
0.6,0.1,P2_D80_D_B28,423,d80-s423,P2,80,dispersed,,,28,2715,1488,0.5480662983425414,1227,1841.9193548387098,4267.65,21384,42768,10692,0.5286458333333333,27.99999999999999,4521.600000000001,502.4,0.132342533616419,0,0,0,0.15241368890231924,0.4032258064516129,0.3225806451612903,0.27419354838709675
0.6,0.1,P2_D80_D_B34,423,d80-s423,P2,80,dispersed,,,34,2715,1517,0.5587476979742173,1198,1788.317732366513,4160.6,21404,42808,10702,0.5303385416666667,33.59999999999999,4700.1,522.2333333333333,0.25134689805654253,0,0,0,0.34058704347242164,0.47264337508239945,0.37969676994067236,0.14765985497692816
0.6,0.1,P2_D80_D_B40,423,d80-s423,P2,80,dispersed,,,40,2715,1536,0.5657458563535912,1179,1753.4733072916667,4076,21346,42692,10673,0.5299045138888889,39.19999999999998,4832.8,536.9777777777778,0.31510603468888476,0,0,0,1.0877160138248843,0.4817708333333333,0.4375,0.08072916666666667
0.6,0.1,P3-U_D80_D_L0_G0p15,423,d80-s423,P3-U,80,dispersed,0,0.15,,2715,1503,0.5535911602209945,1212,1786.6200931470391,4217.0999999999985,21414,42828,10707,0.5299479166666669,39.19999999999998,4618.500000000001,513.1666666666666,0.20689256973764936,173.9850000000001,0.18981481481481483,2,0.4938015705136277,0.45109780439121755,0.3532934131736527,0.19560878243512975
0.6,0.1,P3-U_D80_D_L0_G0p6,423,d80-s423,P3-U,80,dispersed,0,0.6,,2715,1491,0.549171270718232,1224,1818.0757880617036,4254.5,21382,42764,10691,0.528732638888889,39.19999999999998,4545.700000000001,505.07777777777784,0.1572230655100182,246.35999999999996,0.49537037037037035,18,0.5043107021144433,0.4211938296445339,0.3306505700871898,0.24815560026827632
0.6,0.1,P3-U_D80_D_L0_G1p5,423,d80-s423,P3-U,80,dispersed,0,1.5,,2715,1490,0.5488029465930019,1225,1833.7,4263.65,21398,42796,10699,0.5290364583333335,39.19999999999998,4534.6,503.84444444444443,0.14620424685259503,333.90000000000026,0.6527777777777778,45,1.1262034868592243,0.4147651006711409,0.32550335570469796,0.25973154362416107
0.6,0.1,P3-U_D80_D_L1_G0p15,423,d80-s423,P3-U,80,dispersed,1,0.15,,2715,1503,0.5535911602209945,1212,1785.5016633399866,4217.0999999999985,21398,42796,10699,0.5296006944444446,39.19999999999998,4619.700000000001,513.3,0.20880143732277,171.24000000000004,0.18055555555555555,2,0.4292508163145393,0.4524284763805722,0.35395874916833003,0.1936127744510978
0.6,0.1,P3-U_D80_D_L1_G0p6,423,d80-s423,P3-U,80,dispersed,1,0.6,,2715,1493,0.5499079189686924,1222,1816.8057602143335,4248,21390,42780,10695,0.5289930555555554,39.19999999999998,4551.900000000001,505.7666666666667,0.15687222185607475,269.04000000000013,0.4675925925925926,10,0.6500911796059866,0.420629604822505,0.33087742799732084,0.24849296718017413
0.6,0.1,P3-U_D80_D_L1_G1p5,423,d80-s423,P3-U,80,dispersed,1,1.5,,2715,1509,0.5558011049723757,1206,1816.0762094102054,4175.6,21394,42788,10697,0.5297743055555557,69.99999999999999,4656.900000000001,517.4333333333335,0.19824346668384552,2291.6,0.5,45,6.4874873459108615,0.4115308151093439,0.3797216699801193,0.20874751491053678
0.6,0.1,P3-U_D80_D_L3_G0p15,423,d80-s423,P3-U,80,dispersed,3,0.15,,2715,1503,0.5535911602209945,1212,1777.5894876912841,4217.0999999999985,21402,42804,10701,0.5296875000000001,39.19999999999998,4623.100000000001,513.6777777777778,0.21174344295193936,167.94000000000003,0.1574074074074074,3,0.4810500658927417,0.4530938123752495,0.35662009314703924,0.19028609447771125
0.6,0.1,P3-U_D80_D_L3_G0p6,423,d80-s423,P3-U,80,dispersed,3,0.6,,2715,1489,0.5484346224677716,1226,1819.6111484217595,4258.999999999999,21426,42852,10713,0.5296006944444444,54.599999999999966,4531.500000000001,503.5,0.1750757046354532,643.0600000000007,0.3148148148148148,17,2.2147529797751937,0.4486232370718603,0.3169912693082606,0.23438549361987912
0.6,0.1,P3-U_D80_D_L3_G1p5,423,d80-s423,P3-U,80,dispersed,3,1.5,,2715,1506,0.554696132596685,1209,1845.4501992031871,4188,21400,42800,10700,0.5297743055555556,69.99999999999999,4657.600000000001,517.5111111111111,0.1899929386617809,1558.8000000000002,0.5092592592592593,25,3.9005137629821074,0.37250996015936255,0.397742363877822,0.2297476759628154
0.6,0.1,P3-D_D80_D_L0_G0p15,423,d80-s423,P3-D,80,dispersed,0,0.15,,2715,1514,0.5576427255985267,1201,1775.1532364597094,4178.4,21404,42808,10702,0.5302083333333334,39.19999999999998,4689,521.0000000000001,0.2528565673799197,131.61749999999995,0.05555555555555555,1,0.5346102150537634,0.47688243064729197,0.3771466314398943,0.14597093791281374
0.6,0.1,P3-D_D80_D_L0_G0p6,423,d80-s423,P3-D,80,dispersed,0,0.6,,2715,1496,0.551012891344383,1219,1811.6296791443851,4243.75,21398,42796,10699,0.529296875,39.19999999999998,4573.2,508.1333333333334,0.17457263088331065,221.04,0.3425925925925926,13,0.5094007327944398,0.4318181818181818,0.3382352941176471,0.22994652406417113
0.6,0.1,P3-D_D80_D_L0_G1p5,423,d80-s423,P3-D,80,dispersed,0,1.5,,2715,1493,0.5499079189686924,1222,1819.3221701272605,4248,21398,42796,10699,0.5291666666666667,39.19999999999998,4548.9000000000015,505.4333333333334,0.15305287480978325,252.37500000000026,0.5462962962962963,19,0.5568368703465874,0.4186202277294039,0.32886805090421967,0.2525117213663764
0.6,0.1,P3-D_D80_D_L1_G0p15,423,d80-s423,P3-D,80,dispersed,1,0.15,,2715,1512,0.5569060773480663,1203,1772.3723544973545,4182.45,21360,42720,10680,0.5291666666666667,39.19999999999998,4685.6,520.6222222222223,0.2563314552387457,130.4099999999999,0.041666666666666664,1,0.5633066090000253,0.47883597883597884,0.37896825396825395,0.1421957671957672
0.6,0.1,P3-D_D80_D_L1_G0p6,423,d80-s423,P3-D,80,dispersed,1,0.6,,2715,1496,0.551012891344383,1219,1804.909090909091,4238.25,21402,42804,10701,0.5293836805555556,39.19999999999998,4573.8,508.20000000000005,0.17446227547237614,225.6600000000002,0.3148148148148148,8,0.45821489952406147,0.43114973262032086,0.33890374331550804,0.22994652406417113
0.6,0.1,P3-D_D80_D_L1_G1p5,423,d80-s423,P3-D,80,dispersed,1,1.5,,2715,1492,0.5495395948434623,1223,1819.333780160858,4256.700000000001,21406,42812,10703,0.5292968750000001,39.19999999999998,4546.400000000001,505.15555555555557,0.15422214401626655,325.2000000000002,0.5138888888888888,17,1.0579336749683126,0.4195710455764075,0.32908847184986595,0.25134048257372654
0.6,0.1,P3-D_D80_D_L3_G0p15,423,d80-s423,P3-D,80,dispersed,3,0.15,,2715,1517,0.5587476979742173,1198,1764.9103493737641,4157.6,21400,42800,10700,0.530251736111111,39.19999999999998,4704.900000000001,522.7666666666667,0.26038574441303486,128.16750000000002,0.023148148148148147,1,0.5456269201228878,0.48055372445616346,0.38167435728411336,0.13777191825972313
0.6,0.1,P3-D_D80_D_L3_G0p6,423,d80-s423,P3-D,80,dispersed,3,0.6,,2715,1498,0.5517495395948434,1217,1800.8271028037384,4230.3499999999985,21410,42820,10705,0.5296440972222222,39.19999999999998,4582.200000000001,509.1333333333334,0.17727535051091436,262.40999999999997,0.26851851851851855,6,0.7675793808180773,0.4325767690253672,0.3404539385847797,0.22696929238985314
0.6,0.1,P3-D_D80_D_L3_G1p5,423,d80-s423,P3-D,80,dispersed,3,1.5,,2715,1494,0.5502762430939226,1221,1838.3480589022759,4262,21396,42792,10698,0.5291666666666667,69.99999999999999,4583.6,509.2888888888889,0.19916901804501075,976.65,0.3611111111111111,19,2.9955130728910238,0.44779116465863456,0.34805890227576974,0.20414993306559573
0.6,0.1,P0_D80_C,423,d80-s423,P0,80,concentrated,,,,2715,1661,0.6117863720073665,1054,1509.8163756773029,3660,21244,42488,10622,0.5331163194444445,86.80000000000005,5611.9000000000015,1176.9177777777784,0.5758913103306269,0,0,0,1.4358178053830224,0.20228777844671886,0.7977122215532811,0
0.6,0.1,P1_D80_C,423,d80-s423,P1,80,concentrated,,,,2715,1413,0.5204419889502763,1302,2008.5470629865533,4526.2,21470,42940,10735,0.5272569444444445,52,3873.8999999999987,172.1733333333333,0.537838698297151,0,0,0,1.6894798363530097,0.208067940552017,0,0.7919320594479831
0.6,0.1,P2_D80_C_B28,423,d80-s423,P2,80,concentrated,,,28,2715,1488,0.5480662983425414,1227,1841.9193548387098,4267.65,21384,42768,10692,0.5286458333333333,27.99999999999999,4521.600000000001,536.96,0.132342533616419,0,0,0,0.15241368890231924,0.4032258064516129,0.3225806451612903,0.27419354838709675
0.6,0.1,P2_D80_C_B34,423,d80-s423,P2,80,concentrated,,,34,2715,1517,0.5587476979742173,1198,1788.317732366513,4160.6,21404,42808,10702,0.5303385416666667,33.59999999999999,4700.1,612.0933333333335,0.25134689805654253,0,0,0,0.34058704347242164,0.47264337508239945,0.37969676994067236,0.14765985497692816
0.6,0.1,P2_D80_C_B40,423,d80-s423,P2,80,concentrated,,,40,2715,1536,0.5657458563535912,1179,1753.4733072916667,4076,21346,42692,10673,0.5299045138888889,39.19999999999998,4832.8,685.1911111111111,0.31510603468888476,0,0,0,1.0877160138248843,0.4817708333333333,0.4375,0.08072916666666667
0.6,0.1,P3-U_D80_C_L0_G0p15,423,d80-s423,P3-U,80,concentrated,0,0.15,,2715,1503,0.5535911602209945,1212,1786.6200931470391,4217.0999999999985,21414,42828,10707,0.5299479166666669,39.19999999999998,4618.500000000001,576.9666666666667,0.20689256973764936,173.9850000000001,0.18981481481481483,2,0.4938015705136277,0.45109780439121755,0.3532934131736527,0.19560878243512975
0.6,0.1,P3-U_D80_C_L0_G0p6,423,d80-s423,P3-U,80,concentrated,0,0.6,,2715,1491,0.549171270718232,1224,1818.0757880617036,4254.5,21382,42764,10691,0.528732638888889,39.19999999999998,4545.700000000001,547.1311111111111,0.1572230655100182,246.35999999999996,0.49537037037037035,18,0.5043107021144433,0.4211938296445339,0.3306505700871898,0.24815560026827632
0.6,0.1,P3-U_D80_C_L0_G1p5,423,d80-s423,P3-U,80,concentrated,0,1.5,,2715,1490,0.5488029465930019,1225,1833.7,4263.65,21398,42796,10699,0.5290364583333335,39.19999999999998,4534.6,541.0377777777776,0.14620424685259503,333.90000000000026,0.6527777777777778,45,1.1262034868592243,0.4147651006711409,0.32550335570469796,0.25973154362416107
