budget,method,method_id,seed,periods,requests,dispatched,completion_rate,first24_completion_rate,late24_service_ratio,final_queue,mean_wait_minutes,late_mean_wait_minutes,late_p95_wait_mean,final_oldest_queue_age,north_completion_rate,central_completion_rate,south_completion_rate,north_route_share,central_route_share,south_route_share,runtime_ms
14.05,Rolling 30 throughput,rolling30_throughput,530,120,15004,4680,0.3119168221807518,0.34782608695652173,0.2893353941267388,10324,18594.438657058305,34556.92936572883,34732.20929169134,38684,0.3162590879048249,0.31406724389969637,0.3014586709886548,0.3333333333333333,0.3333333333333333,0.3333333333333333,391.6160000000018
14.1,Greedy FIFO,greedy,501,120,15018,3960,0.2636835797043548,0.29541215964192463,0.25540148339245405,11058,19971.11996158841,37032.07349893558,37132.09419039771,41402,0.26811103588354773,0.26020237962860004,0.2696190166069684,0.4148989898989899,0.42424242424242425,0.16085858585858587,106.86724999999569
14.1,Greedy FIFO,greedy,502,120,14935,3960,0.26514897890860395,0.30520231213872834,0.2533589251439539,10975,19841.50838039942,36805.679057744856,36905.17848290173,41133,0.2654781199351702,0.2642463751826458,0.2675245513037589,0.4174242424242424,0.42424242424242425,0.15833333333333333,95.70845800000097
14.1,Greedy FIFO,greedy,503,120,15156,3960,0.26128266033254155,0.2955223880597015,0.2490566037735849,11196,19949.68500459792,36918.05038100992,37017.28959401283,41277,0.2590401051939514,0.26197275922671354,0.2614617940199336,0.41792929292929293,0.42424242424242425,0.15782828282828282,92.7422910000023
14.1,Greedy FIFO,greedy,504,120,14935,3960,0.26514897890860395,0.2964071856287425,0.25697598961713175,10975,19938.815420076437,37043.13582430667,37142.82439298496,41400,0.2662860980523841,0.26577225856525116,0.2620830496936692,0.4176767676767677,0.42424242424242425,0.15808080808080807,89.90625
14.1,Greedy FIFO,greedy,505,120,14696,3960,0.2694610778443114,0.2908556738890929,0.2612999010227648,10736,20000.764063794955,37014.19902283317,37112.84129744986,41422,0.2804503582395087,0.26671956472455227,0.2667346245327897,0.4166666666666667,0.42424242424242425,0.1590909090909091,86.60891699999775
14.1,Greedy FIFO,greedy,506,120,14887,3960,0.2660038960166588,0.29106945975744214,0.257896450667535,10927,20022.68780269948,37082.38743294178,37180.02186844125,41438,0.2682030728122913,0.2660905162610871,0.26363343013875445,0.4166666666666667,0.42424242424242425,0.1590909090909091,121.99524999999994
14.1,Greedy FIFO,greedy,507,120,14932,3960,0.2652022502009108,0.28674873280231716,0.25490827164467333,10972,20128.98543398385,37087.67047932855,37185.164747512645,41424,0.25310660562459125,0.26700393479482853,0.2722390063779792,0.4131313131313131,0.42424242424242425,0.16262626262626262,109.98287500000151
14.1,Greedy FIFO,greedy,508,120,15103,3960,0.26219956300072833,0.2823529411764706,0.2546623794212219,11143,20345.88700862073,37324.17256463186,37425.24186532248,41648,0.26312314295146916,0.25917710990351556,0.2701995420346745,0.4161616161616162,0.42424242424242425,0.1595959595959596,100.19616700000188
14.1,Greedy FIFO,greedy,509,120,15068,3960,0.2628086010087603,0.29819277108433734,0.24812030075187969,11108,19900.200623168847,36890.016191287024,36990.710250862016,41293,0.2451763140385895,0.2648195165029253,0.27439227439227437,0.4154040404040404,0.42424242424242425,0.16035353535353536,92.20774999999412
