demand,target,policy,policy_id,period,runs,dispatched_mean,dispatched_ci_low,dispatched_ci_high,queue_end_mean,queue_end_ci_low,queue_end_ci_high,mean_wait_minutes_mean,mean_wait_minutes_ci_low,mean_wait_minutes_ci_high,p95_wait_minutes_mean,p95_wait_minutes_ci_low,p95_wait_minutes_ci_high,oldest_queue_age_mean,oldest_queue_age_ci_low,oldest_queue_age_ci_high,north_dispatched_mean,north_dispatched_ci_low,north_dispatched_ci_high,central_dispatched_mean,central_dispatched_ci_low,central_dispatched_ci_high,south_dispatched_mean,south_dispatched_ci_low,south_dispatched_ci_high,central_budget_mean,central_budget_ci_low,central_budget_ci_high,central_use_mean,central_use_ci_low,central_use_ci_high,next_central_budget_mean,next_central_budget_ci_low,next_central_budget_ci_high,population_weighted_exposure_mean,population_weighted_exposure_ci_low,population_weighted_exposure_ci_high,peak_budget_use_mean,peak_budget_use_ci_low,peak_budget_use_ci_high
45,14,P2 fixed,p2,11,30,39,39,39,156.23333333333332,148.81843917448163,163.64822749218501,858.9664088997918,817.7324153461856,900.2004024533979,931.382164710944,890.2818064597018,972.4825229621863,1015.3333333333334,974.5966545309722,1056.0700121356945,8.133333333333333,7.36564869182208,8.901017974844585,23.533333333333335,22.48378436251511,24.58288230415156,7.333333333333333,6.415774686852465,8.2508919798142,14,14,14,13.1305296226723,13.130525978765293,13.130533266579308,14,14,14,13.115196538422085,13.11518477953698,13.11520829730719,0.9378949730480213,0.9378947127689493,0.9378952333270932
45,14,P2 fixed,p2,12,30,39,39,39,189.53333333333333,181.10712359743133,197.95954306923534,1081.7540655272292,1037.2284934175173,1126.279637636941,1156.2900219327128,1108.7566555767048,1203.8233882887207,1240.0666666666666,1192.2233426390903,1287.9099906942429,8.066666666666666,7.258629036193595,8.874704297139738,23.133333333333333,22.06295519268178,24.203711473984885,7.8,7.040023230845065,8.559976769154934,14,14,14,13.130531297309993,13.13052802929882,13.130534565321167,14,14,14,13.115201693705849,13.115191177780705,13.115212209630993,0.9378950926649996,0.93789485923563,0.9378953260943692
45,14,P2 fixed,p2,13,30,39,39,39,223.96666666666667,215.10335097804492,232.82998235528842,1312.4703830170504,1262.9846907403146,1361.9560752937862,1382.62088174872,1331.6167627627244,1433.6250007347155,1465.3,1412.9852157983141,1517.6147842016858,8.033333333333333,7.001819800420471,9.064846866246196,23.433333333333334,22.306876276044548,24.55979039062212,7.533333333333333,6.765648691822081,8.301017974844585,14,14,14,13.130530504983772,13.130527079138156,13.130533930829388,14,14,14,13.115199308754965,13.11518843662841,13.11521018088152,0.9378950360702693,0.9378947913670109,0.9378952807735276
45,14,P2 fixed,p2,14,30,39,39,39,260.8333333333333,251.83965298080105,269.82701368586555,1541.402829985812,1489.212037788131,1593.5936221834932,1616.1671181278045,1564.605995293493,1667.7282409621162,1698.6666666666667,1646.7027336278923,1750.6305997054412,8.133333333333333,7.263199015080819,9.003467651585845,23.2,22.070737154284863,24.329262845715135,7.666666666666667,6.824381142503655,8.508952190829678,14,14,14,13.130532058411639,13.130527646692205,13.130536470131073,14,14,14,13.115204140337452,13.11518999806776,13.115218282607144,0.9378951470294025,0.9378948319065857,0.9378954621522192
45,14,P2 fixed,p2,15,30,39,39,39,293.6333333333333,284.5515137813119,302.71515288535477,1765.897156105405,1714.6946385242713,1817.0996736865386,1833.9885366542992,1783.9918080045582,1883.9852653040402,1915.0666666666666,1865.9137159854072,1964.219617347926,8.066666666666666,7.363842326137792,8.76949100719554,23.133333333333333,22.109338481813708,24.157328184852958,7.8,6.839800020828994,8.760199979171006,14,14,14,13.130531161825393,13.13052804636324,13.130534277287547,14,14,14,13.115201282319827,13.11519141897733,13.115211145662323,0.9378950829875282,0.9378948604545173,0.9378953055205391
45,14,P2 fixed,p2,16,30,39,39,39,324.56666666666666,316.1263459921826,333.0069873411507,1982.1789517223074,1927.3837778257266,2036.9741256188881,2055.4981487647083,1998.8692605004692,2112.1270370289476,2138.7,2079.5635459678697,2197.83645403213,7.633333333333334,6.774692903949077,8.49197376271759,23.166666666666668,22.086637576665364,24.24669575666797,8.2,7.263075414902074,9.136924585097924,14,14,14,13.130535778321532,13.130531906297218,13.130539650345845,14,14,14,13.115216016034603,13.115203633339844,13.115228398729363,0.9378954127372521,0.9378951361640868,0.9378956893104173
45,14,P2 fixed,p2,17,30,39,39,39,359.73333333333335,351.1112109323628,368.3554557343039,2201.816408810498,2143.65196820451,2259.9808494164863,2271.4186764679994,2215.525153260451,2327.3121996755476,2359.266666666667,2304.018276285093,2414.5150570482406,7.733333333333333,6.537475450209945,8.929191216456722,23.1,21.910002839759983,24.28999716024002,8.166666666666666,7.107276977548464,9.226056355784868,14,14,14,13.130536023214727,13.130532514241526,13.130539532187928,14,14,14,13.115216663304437,13.115205402472787,13.115227924136088,0.9378954302296232,0.9378951795886803,0.9378956808705661
45,14,P2 fixed,p2,18,30,39,39,39,392.06666666666666,383.54862233154967,400.58471100178366,2431.2208900797914,2377.2525679423807,2485.189212217202,2501.2265350634075,2447.0843303735246,2555.3687397532904,2583.733333333333,2529.727577967554,2637.739088699112,8.1,7.278862353510229,8.92113764648977,22.766666666666666,21.93839011041275,23.59494322292058,8.133333333333333,7.273408218532553,8.993258448134112,14,14,14,13.130531406416512,13.130527903089973,13.130534909743051,14,14,14,13.115201829211887,13.115190674755734,13.115212983668041,0.9378951004583223,0.9378948502207124,0.9378953506959321
45,14,P2 fixed,p2,19,30,39,39,39,425.4,415.91664279824425,434.8833572017557,2656.395289355112,2602.2704341092654,2710.5201446009582,2730.0114397724155,2674.7920580393884,2785.2308215054427,2815.6666666666665,2760.6353427269373,2870.6979906063957,7.566666666666666,6.661950678548247,8.471382654785085,23.133333333333333,22.083784362515107,24.18288230415156,8.3,7.3689851785813785,9.231014821418624,14,14,14,13.130532621737038,13.130529567373042,13.130535676101033,14,14,14,13.11520583308485,13.115196117609642,13.115215548560059,0.9378951872669316,0.9378949690980747,0.9378954054357884
45,14,P2 fixed,p2,20,30,39,39,39,458.7,448.4489249635807,468.9510750364193,2883.131698356622,2828.564709147207,2937.6986875660373,2957.716191288839,2902.3302057681262,3013.102176809552,3043.733333333333,2988.1779315248714,3099.288735141795,8.366666666666667,7.424650275500328,9.308683057833006,23.9,22.92180395919178,24.878196040808216,6.733333333333333,5.725857948353136,7.740808718313531,14,14,14,13.13053297209226,13.130529407344753,13.130536536839767,14,14,14,13.11520741522699,13.11519592106098,13.115218909393,0.937895212292304,0.937894957667482,0.937895466917126
45,14,P2 fixed,p2,21,30,39,39,39,493.3666666666667,482.86354371857,503.86978961476336,3115.854493730707,3061.8913409168035,3169.8176465446104,3191.820051982058,3137.7986151526634,3245.8414888114526,3278,3223.5653819748845,3332.4346180251155,8.133333333333333,7.377239966032291,8.889426700634376,23.1,21.913719267200428,24.286280732799575,7.766666666666667,6.791484640235534,8.741848693097799,14,14,14,13.130533501323187,13.13052906548561,13.130537937160764,14,14,14,13.11520867182031,13.115194553406715,13.115222790233906,0.9378952500945132,0.937894933248972,0.9378955669400545
45,14,P2 fixed,p2,22,30,39,39,39,525.2333333333333,514.5256954649561,535.9409712017106,3339.7413803494273,3280.415377679294,3399.0673830195606,3407.5822497780055,3346.9306191432315,3468.2338804127794,3491.3333333333335,3430.0304661874443,3552.6362004792227,7.2,6.301569388757045,8.098430611242955,24.4,23.44348602283827,25.356513977161725,7.4,6.561567746518444,8.238432253481557,14,14,14,13.130537139108798,13.13053361545781,13.130540662759785,14,14,14,13.115220888646945,13.11520952734016,13.115232249953731,0.9378955099363426,0.9378952582469864,0.9378957616256989
45,14,P2 fixed,p2,23,30,39,39,39,556.2333333333333,544.923636761966,567.5430299047007,3561.827700508242,3503.331084175055,3620.3243168414288,3635.084441336439,3576.6625200192193,3693.5063626536585,3721.233333333333,3662.8278823616724,3779.638784304994,7.833333333333333,7.117128563710391,8.549538102956275,23.2,22.190481348341706,24.209518651658293,7.966666666666667,7.1394570192578115,8.793876314075522,14,14,14,13.130537613714173,13.13053392586098,13.130541301567366,14,14,14,13.115221794368559,13.11521013769559,13.115233451041528,0.9378955438367271,0.937895280418642,0.9378958072548123
45,14,P2 fixed,p2,24,30,39,39,39,589.0666666666667,577.1741433810214,600.959189952312,3779.40514387726,3722.408804037252,3836.4014837172676,3840.2701017201293,3783.4440977203176,3897.096105719941,3921.5333333333333,3865.457160878537,3977.60950578813,8.233333333333333,7.314091900269887,9.152574766396778,23.533333333333335,22.387251579280345,24.679415087386325,7.233333333333333,6.358391373572464,8.108275293094204,14,14,14,13.130532849170553,13.130528703255221,13.130536995085885,14,14,14,13.115206826554362,13.115193468986059,13.115220184122665,0.9378952035121821,0.9378949073753727,0.9378954996489915
45,14,P2 fixed,p2,25,30,39,39,39,620.7,608.1854098353759,633.2145901646242,3984.3098684340725,3928.260381850058,4040.359355018087,4055.0244169101643,3998.8520392052437,4111.196794615084,4138.4,4081.731274457416,4195.068725542584,8,7.180746625302024,8.819253374697976,22.466666666666665,21.35580123482407,23.57753209850926,8.533333333333333,7.567021262024541,9.499645404642125,14,14,14,13.130534082152252,13.130530403984897,13.130537760319607,14,14,14,13.115210247310156,13.115198499658304,13.115221994962008,0.937895291582304,0.9378950288560644,0.9378955543085437
45,14,P2 fixed,p2,26,30,39,39,39,654.7666666666667,642.1657406385415,667.3675926947918,4208.272865955466,4150.635222046012,4265.91050986492,4281.864558169834,4223.0623352476905,4340.666781091977,4365.466666666666,4306.490550441569,4424.442782891763,7.633333333333334,6.572277717846055,8.694388948820613,23.966666666666665,22.87282520918774,25.06050812414559,7.4,6.338458981794235,8.461541018205766,14,14,14,13.130534283654336,13.13053069254487,13.130537874763803,14,14,14,13.11521163151483,13.115200097374846,13.115223165654815,0.93789530597531,0.9378950494674909,0.9378955624831291
45,14,P2 fixed,p2,27,30,39,39,39,690.5666666666667,678.024045454128,703.1092878792055,4440.5652426658435,4381.533785828756,4499.596699502931,4512.996491978608,4451.898287866526,4574.09469609069,4597,4536.84379053272,4657.15620946728,7.833333333333333,6.951354193520416,8.71531247314625,24.266666666666666,23.23751022900518,25.29582310432815,6.9,6.0166868013572135,7.783313198642787,14,14,14,13.130533684415367,13.130529980482445,13.130537388348289,14,14,14,13.115209872149235,13.115197886043298,13.115221858255172,0.9378952631725263,0.937894998605889,0.9378955277391635
45,14,P2 fixed,p2,28,30,39,39,39,723.8333333333334,711.5794064531584,736.0872602135083,4663.495529469577,4603.32808423978,4723.662974699375,4732.7408637046765,4673.522758826218,4791.958968583135,4813.8,4754.515197662994,4873.084802337006,7.966666666666667,7.183324030380505,8.75000930295283,23.533333333333335,22.699477901483153,24.367188765183517,7.5,6.5949586914869895,8.405041308513011,14,14,14,13.13052848281046,13.130524815010569,13.130532150610351,14,14,14,13.11519290051623,13.11518114251387,13.115204658518591,0.937894891629319,0.9378946296436126,0.9378951536150255
45,14,P2 fixed,p2,29,30,39,39,39,758.7333333333333,745.5015826048395,771.9650840618272,4875.480922973019,4816.3240207462495,4934.6378251997885,4943.375196938776,4883.614717805628,5003.135676071924,5025.833333333333,4964.542082090376,5087.12458457629,7.666666666666667,6.936721725689447,8.396611607643887,22.966666666666665,22.038819110156112,23.894514223177218,8.366666666666667,7.513184316172315,9.220149017161019,14,14,14,13.130531399858134,13.130527644370737,13.13053515534553,14,14,14,13.115201901801239,13.115189710996674,13.115214092605804,0.9378950999898669,0.9378948317407672,0.9378953682389666
45,14,P2 fixed,p2,30,30,39,39,39,790.1,778.1380922830058,802.0619077169943,5096.099959901089,5033.321250941035,5158.8786688611435,5168.179604752974,5105.022971518203,5231.336237987745,5249.566666666667,5185.588131884615,5313.545201448718,7.533333333333333,6.576204036727354,8.490462629939312,23.5,22.467345569702143,24.532654430297857,7.966666666666667,7.053207693850068,8.880125639483266,14,14,14,13.130529672306773,13.130526109275795,13.13053323533775,14,14,14,13.11519666061712,13.115185186531892,13.115208134702346,0.9378949765933413,0.9378947220911286,0.9378952310955541
45,14,P2 fixed,p2,31,30,39,39,39,822.0333333333333,810.1897173146308,833.8769493520358,5315.639083801396,5251.71581355966,5379.562354043132,5389.885245032166,5326.400049599503,5453.370440464828,5476.7,5413.560457284322,5539.839542715677,7.8,6.911453414568061,8.68854658543194,22.9,21.79864893838543,24.001351061614567,8.3,7.44307548046289,9.156924519537112,14,14,14,13.130534773088348,13.1305315932161,13.130537952960596,14,14,14,13.115212657029103,13.115202572289062,13.115222741769143,0.9378953409348824,0.9378951138011503,0.9378955680686144
45,14,P2 fixed,p2,32,30,39,39,39,854.9666666666667,843.5003986997943,866.432934633539,5541.106607209707,5479.006036433323,5603.207177986092,5612.9497571864,5549.685985320391,5676.213529052409,5694.966666666666,5629.903008035895,5760.030325297437,7.666666666666667,6.993362695530381,8.339970637802953,23.366666666666667,22.429349422155376,24.30398391117796,7.966666666666667,7.10802623728241,8.825307096050922,14,14,14,13.130536371304201,13.130532881264207,13.130539861344195,14,14,14,13.115217948367315,13.115206804188263,13.115229092546366,0.937895455093157,0.937895205804586,0.937895704381728
45,14,P2 fixed,p2,33,30,39,39,39,888.3666666666667,876.923527882834,899.8098054504993,5765.606516960367,5697.596655485018,5833.616378435716,5844.296443270753,5775.8188624523045,5912.774024089202,5930.2,5862.623984520113,5997.776015479887,7.033333333333333,6.054535603376534,8.012131063290132,23.933333333333334,22.89138479032196,24.975281876344706,8.033333333333333,6.8615336826012046,9.205132984065461,14,14,14,13.1305333577129,13.13052920868432,13.130537506741481,14,14,14,13.115208634289669,13.11519529175007,13.115221976829268,0.9378952398366361,0.9378949434774518,0.9378955361958204
45,14,P2 fixed,p2,34,30,39,39,39,922.3,909.701013118636,934.898986881364,5993.928200843629,5924.346928021565,6063.509473665694,6061.441986405295,5990.197597471083,6132.686375339507,6138.566666666667,6066.893042779395,6210.240290553938,7.833333333333333,6.705309394020503,8.961357272646163,23.2,21.776661654427517,24.62333834557248,7.966666666666667,7.097801938582478,8.835531394750856,14,14,14,13.130533227074801,13.130529887660485,13.130536566489118,14,14,14,13.115207885342938,13.115197243925563,13.115218526760314,0.9378952305053427,0.9378949919757487,0.9378954690349368
