config_id,policy,demand,population,delay,gain,fixed_budget,runs,requests_received_mean,requests_received_sd,requests_received_ci_low,requests_received_ci_high,requests_dispatched_mean,requests_dispatched_sd,requests_dispatched_ci_low,requests_dispatched_ci_high,completion_rate_mean,completion_rate_sd,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_sd,final_queue_ci_low,final_queue_ci_high,mean_wait_minutes_mean,mean_wait_minutes_sd,mean_wait_minutes_ci_low,mean_wait_minutes_ci_high,p95_wait_minutes_mean,p95_wait_minutes_sd,p95_wait_minutes_ci_low,p95_wait_minutes_ci_high,distance_units_mean,distance_units_sd,distance_units_ci_low,distance_units_ci_high,energy_points_mean,energy_points_sd,energy_points_ci_low,energy_points_ci_high,charging_minutes_mean,charging_minutes_sd,charging_minutes_ci_low,charging_minutes_ci_high,mean_utilization_mean,mean_utilization_sd,mean_utilization_ci_low,mean_utilization_ci_high,peak_period_exposure_mean,peak_period_exposure_sd,peak_period_exposure_ci_low,peak_period_exposure_ci_high,cumulative_exposure_mean,cumulative_exposure_sd,cumulative_exposure_ci_low,cumulative_exposure_ci_high,population_weighted_burden_mean,population_weighted_burden_sd,population_weighted_burden_ci_low,population_weighted_burden_ci_high,exposure_gini_mean,exposure_gini_sd,exposure_gini_ci_low,exposure_gini_ci_high,total_budget_adjustment_mean,total_budget_adjustment_sd,total_budget_adjustment_ci_low,total_budget_adjustment_ci_high,budget_at_bound_share_mean,budget_at_bound_share_sd,budget_at_bound_share_ci_low,budget_at_bound_share_ci_high,budget_oscillations_mean,budget_oscillations_sd,budget_oscillations_ci_low,budget_oscillations_ci_high,route_switching_mean,route_switching_sd,route_switching_ci_low,route_switching_ci_high,route_1_share_mean,route_1_share_sd,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_sd,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_sd,route_3_share_ci_low,route_3_share_ci_high
P3-U_D45_C_L1_G0p6,P3-U,45,concentrated,1,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1349.933333,18.203701,1343.136723,1356.729944,0.89712,0.024246,0.888068,0.906173,155.766667,40.144294,140.778224,170.755109,345.259116,90.574559,311.441817,379.076414,929.751667,228.389795,844.479091,1015.024242,19125.866667,273.564433,19023.727498,19228.005835,38251.733333,547.128865,38047.454997,38456.01167,9562.933333,136.782216,9511.863749,9614.002917,0.473649,0.006721,0.471139,0.476158,41.36,1.403346,40.836041,41.883959,4164.346667,50.815316,4145.374046,4183.319287,530.882074,2.258459,530.038846,531.725302,0.227467,0.005783,0.225308,0.229626,372.05,11.716864,367.675342,376.424658,0.50787,0.020204,0.500327,0.515414,15.7,3.292101,14.470847,16.929153,1.559478,0.204547,1.483107,1.635848,0.460492,0.00367,0.459122,0.461862,0.366009,0.00496,0.364157,0.36786,0.173499,0.006149,0.171203,0.175795
P3-U_D45_C_L1_G1p5,P3-U,45,concentrated,1,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1360.066667,19.024364,1352.96365,1367.169683,0.90385,0.02448,0.89471,0.91299,145.633333,40.169025,130.635657,160.63101,341.981171,93.665553,307.009806,376.952536,869.698333,228.342477,784.443425,954.953242,19107.266667,272.279007,19005.60743,19208.925903,38214.533333,544.558013,38011.214861,38417.851806,9553.633333,136.139503,9502.803715,9604.462951,0.473685,0.006726,0.471173,0.476196,69.44,2.131148,68.644305,70.235695,4237.18,56.095469,4216.235959,4258.124041,582.372444,6.894192,579.7984,584.946489,0.24309,0.007227,0.240391,0.245788,2122.018333,123.305429,2075.980499,2168.056168,0.537191,0.020325,0.529603,0.54478,47.8,2.6704,46.802968,48.797032,6.565832,0.421301,6.408533,6.723131,0.42146,0.008154,0.418416,0.424505,0.413954,0.006701,0.411452,0.416456,0.164586,0.007875,0.161645,0.167526
P3-U_D45_C_L3_G0p15,P3-U,45,concentrated,3,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.166667,17.853973,1348.500632,1361.832701,0.900595,0.024093,0.8916,0.90959,150.533333,39.743777,135.694429,165.372237,336.543744,91.108582,302.527061,370.560428,897.896667,227.406404,812.991254,982.802079,19001.266667,272.944346,18899.359016,19103.174317,38002.533333,545.888692,37798.718033,38206.348634,9500.633333,136.472173,9449.679508,9551.587158,0.471172,0.006691,0.468674,0.47367,41.946667,1.377337,41.432418,42.460915,4221.59,49.949632,4202.940595,4240.239405,562.709556,2.37228,561.823831,563.59528,0.285738,0.007289,0.283017,0.28846,212.545,6.902867,209.967716,215.122284,0.17963,0.002242,0.178793,0.180467,9.133333,2.445733,8.220184,10.046482,1.599167,0.228753,1.513759,1.684575,0.494314,0.005664,0.492199,0.496429,0.395465,0.005116,0.393555,0.397375,0.110221,0.00799,0.107237,0.113204
P3-U_D45_C_L3_G0p6,P3-U,45,concentrated,3,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1345.133333,18.475955,1338.235073,1352.031594,0.893922,0.023959,0.884977,0.902867,160.566667,39.787091,145.711591,175.421743,340.850803,90.621675,307.015913,374.685693,957.271667,226.487065,872.709503,1041.833831,19144.2,273.514218,19042.07958,19246.32042,38288.4,547.028437,38084.15916,38492.64084,9572.1,136.757109,9521.03979,9623.16021,0.473838,0.006731,0.471325,0.476351,53.96,1.731374,53.313567,54.606433,4132.08,53.399906,4112.142386,4152.017614,513.068,4.111924,511.532755,514.603245,0.21312,0.008037,0.210119,0.216121,655.325333,48.431801,637.242632,673.408035,0.386574,0.016615,0.380371,0.392777,18.933333,3.004977,17.811383,20.055284,2.480404,0.231391,2.394011,2.566797,0.459922,0.007278,0.457205,0.46264,0.349905,0.004597,0.348189,0.351621,0.190173,0.008253,0.187092,0.193254
P3-U_D45_C_L3_G1p5,P3-U,45,concentrated,3,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1371.633333,16.707387,1365.395393,1377.871274,0.911515,0.023009,0.902925,0.920106,134.066667,37.851737,119.934183,148.199151,294.936151,85.050566,263.181314,326.690989,764.281667,211.434497,685.339593,843.223741,19199.466667,270.247362,19098.565974,19300.36736,38398.933333,540.494724,38197.131948,38600.734719,9599.733333,135.123681,9549.282987,9650.18368,0.476188,0.006578,0.473732,0.478644,70,0,70,70,4290.13,46.800753,4272.656274,4307.603726,609.645778,3.806636,608.224516,611.067039,0.251025,0.010501,0.247104,0.254945,1446.411667,62.459313,1423.091595,1469.731739,0.56466,0.014614,0.559204,0.570117,28.1,3.155182,26.921968,29.278032,4.46597,0.240043,4.376347,4.555594,0.393325,0.011739,0.388942,0.397708,0.436421,0.005403,0.434403,0.438438,0.170254,0.013671,0.16515,0.175359
P3-D_D45_C_L0_G0p15,P3-D,45,concentrated,0,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1361.966667,18.346255,1355.116832,1368.816502,0.905115,0.024379,0.896013,0.914217,143.733333,40.001667,128.798143,158.668524,319.489137,90.842792,285.57169,353.406584,854.878333,226.876127,770.170907,939.585759,18994.066667,272.960517,18892.152979,19095.980354,37988.133333,545.921033,37784.305958,38191.960709,9497.033333,136.480258,9446.076489,9547.990177,0.471311,0.006712,0.468805,0.473817,40.106667,0.827932,39.797547,40.415787,4264.923333,52.101702,4245.470422,4284.376244,589.088815,2.451697,588.173439,590.004191,0.296846,0.006597,0.294383,0.299309,152.16475,3.30981,150.928985,153.400515,0.093056,0.006241,0.090725,0.095386,6.966667,2.220334,6.137673,7.79566,1.565539,0.23115,1.479235,1.651842,0.480891,0.007154,0.47822,0.483562,0.419148,0.005557,0.417073,0.421222,0.099961,0.007374,0.097208,0.102714
P3-D_D45_C_L0_G0p6,P3-D,45,concentrated,0,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.633333,17.874048,1344.959803,1358.306863,0.898251,0.024178,0.889223,0.907278,154.066667,40.0077,139.129223,169.00411,342.933901,90.390046,309.185493,376.682309,919.271667,227.053651,834.497959,1004.045374,19083.866667,273.840595,18981.624389,19186.108944,38167.733333,547.681189,37963.248779,38372.217888,9541.933333,136.920297,9490.812195,9593.054472,0.472811,0.006711,0.470305,0.475317,41.396667,1.399873,40.874004,41.919329,4183.05,48.465919,4164.95456,4201.14544,540.113333,2.154041,539.309092,540.917575,0.250204,0.009706,0.24658,0.253828,289.41,14.932295,283.834815,294.985185,0.372531,0.011453,0.368255,0.376807,10.466667,2.208656,9.642034,11.2913,1.375064,0.225326,1.290935,1.459192,0.47668,0.005593,0.474591,0.478768,0.374425,0.004977,0.372567,0.376284,0.148895,0.010556,0.144954,0.152836
P3-D_D45_C_L0_G1p5,P3-D,45,concentrated,0,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1349.3,18.394433,1342.432177,1356.167823,0.896696,0.024149,0.887679,0.905712,156.4,40.007413,141.462664,171.337336,347.920994,89.565314,314.480511,381.361477,934.106667,225.271577,849.998322,1018.215011,19137.466667,269.930225,19036.684381,19238.248952,38274.933333,539.86045,38073.368763,38476.497904,9568.733333,134.965113,9518.342191,9619.124476,0.473873,0.006649,0.47139,0.476355,40.906667,1.351865,40.401928,41.411405,4158.41,51.829424,4139.058748,4177.761252,528.518222,2.30353,527.658167,529.378278,0.219535,0.004671,0.217791,0.221279,353.2475,8.492787,350.076597,356.418403,0.567747,0.016469,0.561598,0.573896,18.9,2.808239,17.851504,19.948496,1.403568,0.215108,1.323254,1.483881,0.453915,0.004264,0.452323,0.455507,0.363958,0.004986,0.362096,0.36582,0.182127,0.004942,0.180282,0.183972
P3-D_D45_C_L1_G0p15,P3-D,45,concentrated,1,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1362.166667,18.489668,1355.263286,1369.070047,0.905241,0.024165,0.896218,0.914263,143.533333,39.65605,128.727184,158.339483,318.422915,89.962852,284.834006,352.011824,853.661667,225.028866,769.643942,937.679392,18989.133333,275.227145,18886.373368,19091.893299,37978.266667,550.454291,37772.746735,38183.786598,9494.566667,137.613573,9443.186684,9545.94665,0.471212,0.006767,0.468686,0.473739,40.28,0.937495,39.929973,40.630027,4267.123333,52.501157,4247.52128,4286.725386,590.656593,2.443384,589.74432,591.568865,0.29816,0.007024,0.295537,0.300782,150.81125,3.301617,149.578545,152.043955,0.079321,0.006517,0.076888,0.081754,7.333333,2.170862,6.522811,8.143856,1.572158,0.244192,1.480986,1.663331,0.480746,0.007658,0.477887,0.483605,0.420629,0.005637,0.418525,0.422734,0.098625,0.0079,0.095675,0.101574
P3-D_D45_C_L1_G0p6,P3-D,45,concentrated,1,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.766667,17.725266,1345.148687,1358.384647,0.898338,0.024078,0.889348,0.907328,153.933333,39.852256,139.053927,168.812739,342.590564,90.365949,308.851153,376.329975,918.111667,226.632024,833.49538,1002.727953,19080.733333,271.911488,18979.211315,19182.255351,38161.466667,543.822977,37958.422631,38364.510703,9540.366667,135.955744,9489.605658,9591.127676,0.472749,0.006662,0.470261,0.475236,41.58,1.397387,41.058266,42.101734,4184.51,47.910307,4166.622006,4202.397994,540.901556,2.163584,540.093751,541.70936,0.251763,0.010277,0.247926,0.2556,295.716,14.270057,290.388072,301.043928,0.342438,0.012065,0.337933,0.346943,11.233333,2.514555,10.294488,12.172178,1.444018,0.210639,1.365373,1.522663,0.477651,0.006239,0.475322,0.479981,0.375152,0.004914,0.373317,0.376986,0.147197,0.011146,0.143035,0.151358
P3-D_D45_C_L1_G1p5,P3-D,45,concentrated,1,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1349.166667,18.699222,1342.185046,1356.148287,0.896604,0.024142,0.887591,0.905618,156.533333,39.996322,141.600138,171.466528,347.889302,90.314498,314.169101,381.609503,933.04,227.071837,848.259503,1017.820497,19131.666667,274.581102,19029.14791,19234.185423,38263.333333,549.162204,38058.295821,38468.370846,9565.833333,137.290551,9514.573955,9617.092711,0.473741,0.006763,0.471216,0.476266,41.763333,1.646414,41.148621,42.378045,4157.77,52.624769,4138.121795,4177.418205,528.489778,2.338879,527.616524,529.363031,0.218663,0.004793,0.216874,0.220453,432.5575,16.024888,426.57438,438.54062,0.535185,0.018937,0.528115,0.542256,21.6,3.489887,20.297001,22.902999,1.847459,0.162557,1.786766,1.908152,0.452924,0.0041,0.451393,0.454455,0.363996,0.00507,0.362103,0.365889,0.18308,0.005043,0.181197,0.184963
P3-D_D45_C_L3_G0p15,P3-D,45,concentrated,3,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1362.466667,18.453545,1355.576773,1369.35656,0.905439,0.024116,0.896435,0.914443,143.233333,39.590737,128.451569,158.015097,316.849586,90.38384,283.103495,350.595677,852.285,225.548277,768.073346,936.496654,18975.133333,275.19106,18872.386841,19077.879826,37950.266667,550.38212,37744.773681,38155.759652,9487.566667,137.59553,9436.19342,9538.939913,0.470922,0.006765,0.468396,0.473447,40.576667,0.803734,40.276581,40.876752,4272.34,52.619949,4252.693594,4291.986406,594.971778,2.457973,594.054059,595.889497,0.30131,0.007613,0.298467,0.304153,147.9795,3.049389,146.840967,149.118033,0.052315,0.006097,0.050038,0.054591,7.3,2.167948,6.490566,8.109434,1.608302,0.262834,1.510169,1.706435,0.479675,0.009032,0.476303,0.483048,0.424819,0.005704,0.422689,0.426948,0.095506,0.008721,0.09225,0.098762
P3-D_D45_C_L3_G0p6,P3-D,45,concentrated,3,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.266667,17.206521,1344.842368,1357.690966,0.898,0.023696,0.889152,0.906847,154.433333,39.237283,139.783536,169.08313,351.465611,90.811854,317.559715,385.371507,920.288333,224.484095,836.474007,1004.10266,19054.733333,273.176201,18952.739117,19156.72755,38109.466667,546.352402,37905.478234,38313.4551,9527.366667,136.5881,9476.369558,9578.363775,0.472163,0.006666,0.469674,0.474652,43.78,1.239132,43.317352,44.242648,4186.826667,46.003448,4169.650626,4204.002708,543.151185,2.105415,542.365099,543.937272,0.258501,0.012412,0.253867,0.263135,336.701,10.73014,332.69475,340.70725,0.281019,0.011544,0.276709,0.285329,11.233333,2.674056,10.234937,12.23173,1.66412,0.184398,1.595272,1.732967,0.482338,0.008807,0.47905,0.485626,0.377557,0.004794,0.375767,0.379346,0.140106,0.013308,0.135137,0.145074
P3-D_D45_C_L3_G1p5,P3-D,45,concentrated,3,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1358.033333,18.600117,1351.088715,1364.977951,0.902466,0.023042,0.893863,0.911069,147.666667,38.067393,133.453664,161.879669,324.712923,88.474702,291.679636,357.74621,901.21,215.438063,820.773138,981.646862,19166.2,276.319331,19063.032251,19269.367749,38332.4,552.638661,38126.064503,38538.735497,9583.1,138.159665,9531.516126,9634.683874,0.474876,0.006788,0.472341,0.47741,69.486667,1.819195,68.807444,70.165889,4206.436667,54.818072,4185.969561,4226.903773,548.969407,6.216808,546.648274,551.290541,0.244945,0.012375,0.240325,0.249565,977.9875,58.877058,956.004914,999.970086,0.425772,0.015013,0.420166,0.431377,20.866667,2.932968,19.771602,21.961732,3.249961,0.252027,3.155863,3.344059,0.463937,0.012497,0.459271,0.468603,0.380863,0.00558,0.37878,0.382946,0.1552,0.013791,0.150051,0.160349
P0_D80_D,P0,80,dispersed,,,,30,2692,68.433204,2666.449491,2717.550509,1655.366667,4.021351,1653.865238,1656.868095,0.615295,0.01531,0.609579,0.621011,1036.633333,67.769632,1011.330578,1061.936088,1498.863993,107.229095,1458.828487,1538.8995,3621.87,163.948536,3560.657484,3683.082516,21194.533333,47.208805,21176.907255,21212.159411,42389.066667,94.41761,42353.81451,42424.318823,10597.266667,23.604402,10588.453628,10606.079706,0.531798,0.001172,0.531361,0.532236,87.22,2.358462,86.339435,88.100565,5595.403333,19.849928,5587.992081,5602.814586,621.711481,2.205548,620.888009,622.534954,0.577392,0.006847,0.574836,0.579949,0,0,0,0,0,0,0,0,0,0,0,0,1.326297,0.20159,1.251031,1.401563,0.199741,0.011511,0.195443,0.204039,0.800259,0.011511,0.795961,0.804557,0,0,0,0
P1_D80_D,P1,80,dispersed,,,,30,2692,68.433204,2666.449491,2717.550509,1655.366667,4.021351,1653.865238,1656.868095,0.615295,0.01531,0.609579,0.621011,1036.633333,67.769632,1011.330578,1061.936088,1498.863993,107.229095,1458.828487,1538.8995,3621.87,163.948536,3560.657484,3683.082516,21194.533333,47.208805,21176.907255,21212.159411,42389.066667,94.41761,42353.81451,42424.318823,10597.266667,23.604402,10588.453628,10606.079706,0.531798,0.001172,0.531361,0.532236,70.373333,2.571855,69.413095,71.333572,5327.856667,19.587464,5320.543409,5335.169925,591.984074,2.176385,591.17149,592.796658,0.349993,0.00853,0.346808,0.353177,0,0,0,0,0,0,0,0,0,0,0,0,2.122736,0.164053,2.061485,2.183988,0.199741,0.011511,0.195443,0.204039,0.598227,0.009019,0.59486,0.601594,0.202032,0.010182,0.198231,0.205833
P2_D80_D_B28,P2,80,dispersed,,,28,30,2692,68.433204,2666.449491,2717.550509,1487.166667,2.574187,1486.205558,1488.127776,0.552777,0.013767,0.547637,0.557917,1204.833333,67.931042,1179.470314,1230.196353,1830.225951,105.753069,1790.741539,1869.710362,4207.731667,166.098304,4145.716505,4269.746829,21388.933333,41.829649,21373.315639,21404.551027,42777.866667,83.659298,42746.631279,42809.102054,10694.466667,20.914825,10686.65782,10702.275514,0.528717,0.000943,0.528364,0.529069,28,0,28,28,4519.35,6.950304,4516.755005,4521.944995,502.15,0.772256,501.861667,502.438333,0.132734,0.001204,0.132284,0.133183,0,0,0,0,0,0,0,0,0,0,0,0,0.188033,0.051391,0.168845,0.20722,0.403453,0.000698,0.403192,0.403714,0.322762,0.000559,0.322554,0.322971,0.273785,0.001257,0.273315,0.274254
P2_D80_D_B34,P2,80,dispersed,,,34,30,2692,68.433204,2666.449491,2717.550509,1514.3,3.534558,1512.980322,1515.619678,0.562868,0.014302,0.557529,0.568208,1177.7,68.657646,1152.065692,1203.334308,1773.98541,106.191984,1734.337124,1813.633696,4112.536667,163.134864,4051.627947,4173.445386,21357.866667,44.193722,21341.366313,21374.367021,42715.733333,88.387444,42682.732625,42748.734041,10678.933333,22.096861,10670.683156,10687.18351,0.52922,0.001076,0.528818,0.529622,33.6,0,33.6,33.6,4692.45,9.632372,4688.853617,4696.046383,521.383333,1.070264,520.983735,521.782931,0.251713,0.002503,0.250778,0.252647,0,0,0,0,0,0,0,0,0,0,0,0,0.340821,0.088186,0.307896,0.373747,0.472299,0.002337,0.471427,0.473172,0.380376,0.000889,0.380044,0.380708,0.147325,0.002796,0.146281,0.148369
P2_D80_D_B40,P2,80,dispersed,,,40,30,2692,68.433204,2666.449491,2717.550509,1535.633333,3.727654,1534.241561,1537.025106,0.570793,0.01429,0.565457,0.576128,1156.366667,68.082345,1130.947156,1181.786178,1730.745133,105.391772,1691.395617,1770.094648,4036.821667,161.613948,3976.480803,4097.162531,21333.266667,42.609642,21317.357751,21349.175582,42666.533333,85.219284,42634.715503,42698.351164,10666.633333,21.304821,10658.678876,10674.587791,0.529612,0.001047,0.529221,0.530003,39.226667,0.101483,39.188776,39.264557,4828.856667,10.568224,4824.91087,4832.802463,536.53963,1.174247,536.101208,536.978051,0.307762,0.007453,0.304979,0.310544,0,0,0,0,0,0,0,0,0,0,0,0,0.949105,0.117248,0.905329,0.992881,0.472272,0.009133,0.468862,0.475681,0.437607,0.001065,0.437209,0.438005,0.090121,0.00928,0.086657,0.093586
P3-U_D80_D_L0_G0p15,P3-U,80,dispersed,0,0.15,,30,2692,68.433204,2666.449491,2717.550509,1501.533333,2.921187,1500.442667,1502.624,0.558112,0.013691,0.553,0.563223,1190.466667,67.341504,1165.323759,1215.609574,1769.782281,104.262281,1730.854477,1808.710085,4154.518333,163.597014,4093.437064,4215.599603,21360.933333,45.778276,21343.841363,21378.025303,42721.866667,91.556552,42687.682727,42756.050607,10680.466667,22.889138,10671.920682,10689.012652,0.528733,0.001081,0.528329,0.529136,39.2,0,39.2,39.2,4614.593333,7.896701,4611.644988,4617.541679,512.732593,0.877411,512.404999,513.060187,0.207812,0.00148,0.207259,0.208364,174.263,0.630846,174.027465,174.498535,0.191512,0.003937,0.190043,0.192982,2.933333,1.048261,2.54195,3.324716,0.472826,0.085347,0.44096,0.504691,0.451718,0.000918,0.451375,0.45206,0.35364,0.000689,0.353383,0.353897,0.194643,0.001577,0.194054,0.195231
P3-U_D80_D_L0_G0p6,P3-U,80,dispersed,0,0.6,,30,2692,68.433204,2666.449491,2717.550509,1491.233333,3.400642,1489.963655,1492.503011,0.554294,0.014081,0.549037,0.559552,1200.766667,68.598122,1175.154583,1226.37875,1809.608663,107.297269,1769.547703,1849.669623,4193.151667,168.386757,4130.282078,4256.021255,21373.733333,51.940904,21354.340459,21393.126208,42747.466667,103.881807,42708.680918,42786.252416,10686.866667,25.970452,10677.170229,10696.563104,0.528563,0.001193,0.528118,0.529009,39.2,0,39.2,39.2,4546.33,9.181734,4542.901869,4549.758131,505.147778,1.020193,504.766874,505.528681,0.157114,0.00163,0.156506,0.157723,247.604,1.864761,246.907765,248.300235,0.495525,0.000845,0.495209,0.49584,18.933333,1.284747,18.453655,19.413012,0.553159,0.059549,0.530926,0.575393,0.42113,0.00096,0.420772,0.421488,0.3306,0.000753,0.330319,0.330882,0.248269,0.001713,0.24763,0.248909
P3-U_D80_D_L0_G1p5,P3-U,80,dispersed,0,1.5,,30,2692,68.433204,2666.449491,2717.550509,1488.466667,3.002681,1487.345573,1489.58776,0.553264,0.013952,0.548055,0.558473,1203.533333,68.355931,1178.011675,1229.054992,1822.344533,106.503893,1782.579791,1862.109275,4203.031667,167.572105,4140.46624,4265.597093,21379.133333,50.099717,21360.427892,21397.838774,42758.266667,100.199433,42720.855784,42795.677549,10689.566667,25.049858,10680.213946,10698.919387,0.52856,0.001155,0.528129,0.528992,39.336667,0.539785,39.13513,39.538203,4530.46,8.107238,4527.433047,4533.486953,503.384444,0.900804,503.048116,503.720773,0.146934,0.001426,0.146402,0.147467,345.49,12.758482,340.726439,350.253561,0.651698,0.00337,0.650439,0.652956,45.866667,1.613164,45.264369,46.468964,1.208303,0.104663,1.169226,1.247381,0.415194,0.000837,0.414881,0.415507,0.32584,0.000657,0.325595,0.326085,0.258966,0.001495,0.258408,0.259524
P3-U_D80_D_L1_G0p15,P3-U,80,dispersed,1,0.15,,30,2692,68.433204,2666.449491,2717.550509,1502,2.754307,1500.97164,1503.02836,0.558291,0.013924,0.553092,0.563489,1190,67.951301,1164.629416,1215.370584,1766.03101,106.537879,1726.253579,1805.808441,4152.791667,165.512994,4090.995039,4214.588295,21362.866667,40.831642,21347.621593,21378.11174,42725.733333,81.663284,42695.243186,42756.223481,10681.433333,20.415821,10673.810796,10689.05587,0.528795,0.000965,0.528434,0.529155,39.2,0,39.2,39.2,4617.013333,7.421949,4614.242243,4619.784424,513.001481,0.824661,512.693583,513.30938,0.209351,0.001456,0.208808,0.209895,171.914,0.634283,171.677182,172.150818,0.181481,0.003307,0.180247,0.182716,3.133333,1.166585,2.697772,3.568894,0.490276,0.065454,0.465838,0.514715,0.452776,0.000912,0.452435,0.453116,0.354196,0.00065,0.353953,0.354438,0.193029,0.001549,0.192451,0.193607
P3-U_D80_D_L1_G0p6,P3-U,80,dispersed,1,0.6,,30,2692,68.433204,2666.449491,2717.550509,1491.733333,3.58092,1490.396346,1493.070321,0.554477,0.013945,0.54927,0.559683,1200.266667,68.231823,1174.791346,1225.741987,1806.882913,105.875642,1767.352737,1846.413088,4192.166667,166.878925,4129.860049,4254.473285,21380.4,46.928853,21362.878446,21397.921554,42760.8,93.857706,42725.756892,42795.843108,10690.2,23.464426,10681.439223,10698.960777,0.52873,0.001096,0.528321,0.529139,39.253333,0.138298,39.201698,39.304969,4548.593333,9.673887,4544.98145,4552.205217,505.399259,1.074876,504.997939,505.80058,0.157852,0.001731,0.157206,0.158499,275.882,5.89999,273.679155,278.084845,0.468827,0.003634,0.46747,0.470184,11.766667,1.250747,11.299683,12.233651,0.682425,0.085895,0.650355,0.714495,0.421369,0.001049,0.420977,0.421761,0.33116,0.000794,0.330864,0.331457,0.247471,0.001819,0.246792,0.24815
P3-U_D80_D_L1_G1p5,P3-U,80,dispersed,1,1.5,,30,2692,68.433204,2666.449491,2717.550509,1504.866667,3.411273,1503.59302,1506.140314,0.559357,0.013991,0.554133,0.56458,1187.133333,68.040421,1161.729475,1212.537191,1805.571299,107.032072,1765.609354,1845.533244,4113.485,168.045666,4050.742763,4176.227237,21364.733333,49.005231,21346.436534,21383.030133,42729.466667,98.010462,42692.873068,42766.060265,10682.366667,24.502615,10673.218267,10691.515066,0.52896,0.001186,0.528517,0.529403,70,0,70,70,4644.906667,9.677023,4641.293612,4648.519721,516.100741,1.075225,515.69929,516.502191,0.198111,0.005578,0.196029,0.200194,2374.62,98.789715,2337.735456,2411.504544,0.488735,0.008218,0.485666,0.491803,49.133333,2.270247,48.285704,49.980962,6.681563,0.181264,6.613886,6.749241,0.409981,0.006742,0.407464,0.412498,0.380744,0.000893,0.380411,0.381078,0.209275,0.006815,0.20673,0.211819
P3-U_D80_D_L3_G0p15,P3-U,80,dispersed,3,0.15,,30,2692,68.433204,2666.449491,2717.550509,1503.166667,3.424892,1501.887935,1504.445399,0.558727,0.014073,0.553473,0.563982,1188.833333,68.305643,1163.330451,1214.336216,1757.728264,105.391615,1718.378807,1797.077721,4146.74,167.717187,4084.120405,4209.359595,21364.266667,45.934686,21347.116299,21381.417035,42728.533333,91.869373,42694.232598,42762.834069,10682.133333,22.967343,10673.558149,10690.708517,0.528876,0.001108,0.528462,0.52929,39.213333,0.07303,39.186067,39.2406,4623.383333,9.219772,4619.941,4626.825666,513.709259,1.024419,513.326778,514.091741,0.211142,0.001831,0.210458,0.211825,168.3465,0.946402,167.993147,168.699853,0.159568,0.003381,0.158306,0.16083,4.333333,1.446359,3.793315,4.873352,0.56129,0.082998,0.530301,0.592278,0.452492,0.001161,0.452058,0.452925,0.356582,0.000813,0.356279,0.356886,0.190926,0.001958,0.190195,0.191657
P3-U_D80_D_L3_G0p6,P3-U,80,dispersed,3,0.6,,30,2692,68.433204,2666.449491,2717.550509,1488.6,3.882765,1487.150315,1490.049685,0.553319,0.014204,0.548016,0.558622,1203.4,69.001549,1177.637291,1229.162709,1796.670914,107.205828,1756.644095,1836.697733,4193.255,172.250683,4128.94276,4257.56724,21390.266667,49.331345,21371.848108,21408.685225,42780.533333,98.66269,42743.696216,42817.370451,10695.133333,24.665673,10685.924054,10704.342613,0.528808,0.001194,0.528362,0.529254,54.6,0,54.6,54.6,4530.206667,10.393033,4526.32628,4534.087053,503.356296,1.154781,502.925142,503.78745,0.174555,0.008175,0.171503,0.177608,636.682,35.777981,623.323782,650.040218,0.323148,0.012303,0.318555,0.327742,19.466667,2.445733,18.553518,20.379816,2.204913,0.129984,2.156382,2.253445,0.448033,0.00709,0.445386,0.45068,0.317079,0.000828,0.316769,0.317388,0.234889,0.007382,0.232133,0.237645
