config_id,policy,demand,population,delay,gain,fixed_budget,runs,requests_received_mean,requests_received_sd,requests_received_ci_low,requests_received_ci_high,requests_dispatched_mean,requests_dispatched_sd,requests_dispatched_ci_low,requests_dispatched_ci_high,completion_rate_mean,completion_rate_sd,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_sd,final_queue_ci_low,final_queue_ci_high,mean_wait_minutes_mean,mean_wait_minutes_sd,mean_wait_minutes_ci_low,mean_wait_minutes_ci_high,p95_wait_minutes_mean,p95_wait_minutes_sd,p95_wait_minutes_ci_low,p95_wait_minutes_ci_high,distance_units_mean,distance_units_sd,distance_units_ci_low,distance_units_ci_high,energy_points_mean,energy_points_sd,energy_points_ci_low,energy_points_ci_high,charging_minutes_mean,charging_minutes_sd,charging_minutes_ci_low,charging_minutes_ci_high,mean_utilization_mean,mean_utilization_sd,mean_utilization_ci_low,mean_utilization_ci_high,peak_period_exposure_mean,peak_period_exposure_sd,peak_period_exposure_ci_low,peak_period_exposure_ci_high,cumulative_exposure_mean,cumulative_exposure_sd,cumulative_exposure_ci_low,cumulative_exposure_ci_high,population_weighted_burden_mean,population_weighted_burden_sd,population_weighted_burden_ci_low,population_weighted_burden_ci_high,exposure_gini_mean,exposure_gini_sd,exposure_gini_ci_low,exposure_gini_ci_high,total_budget_adjustment_mean,total_budget_adjustment_sd,total_budget_adjustment_ci_low,total_budget_adjustment_ci_high,budget_at_bound_share_mean,budget_at_bound_share_sd,budget_at_bound_share_ci_low,budget_at_bound_share_ci_high,budget_oscillations_mean,budget_oscillations_sd,budget_oscillations_ci_low,budget_oscillations_ci_high,route_switching_mean,route_switching_sd,route_switching_ci_low,route_switching_ci_high,route_1_share_mean,route_1_share_sd,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_sd,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_sd,route_3_share_ci_low,route_3_share_ci_high
P3-U_D18_D_L1_G1p5,P3-U,18,dispersed,1,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.439305,0.238548,1.350239,1.52837,9.38,1.104895,8.967472,9.792528,7724.266667,294.920087,7614.154062,7834.379272,15448.533333,589.840173,15228.308123,15668.758544,3862.133333,147.460043,3807.077031,3917.189636,0.193513,0.007301,0.190787,0.196239,42.326667,3.707396,40.942458,43.710875,1995.893333,64.908508,1971.658819,2020.127847,221.765926,7.212056,219.073202,224.45865,0.54015,0.018268,0.533329,0.546971,437.9,64.870769,413.679576,462.120424,0.813735,0.013738,0.808605,0.818864,13.5,3.235045,12.29215,14.70785,2.661933,0.500832,2.47494,2.848926,0.238502,0.022479,0.230109,0.246894,0.748978,0.026117,0.739227,0.758729,0.012521,0.006992,0.00991,0.015131
P3-U_D18_D_L3_G0p15,P3-U,18,dispersed,3,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.370382,0.210356,1.291843,1.448922,9.136667,1.033986,8.750613,9.52272,7635.733333,270.100228,7534.887575,7736.579092,15271.466667,540.200457,15069.77515,15473.158183,3817.866667,135.050114,3767.443787,3868.289546,0.191591,0.006765,0.189066,0.194117,43.166667,3.164494,41.985158,44.348176,2014.96,69.950478,1988.842995,2041.077005,223.884444,7.772275,220.982555,226.786334,0.575664,0.011144,0.571503,0.579825,254.7135,6.857244,252.153251,257.273749,0.352469,0.006517,0.350036,0.354902,13.533333,3.945607,12.060185,15.006482,2.064442,0.390969,1.918468,2.210416,0.201691,0.019749,0.194317,0.209064,0.797813,0.019177,0.790653,0.804973,0.000496,0.001172,0.000059,0.000934
P3-U_D18_D_L3_G0p6,P3-U,18,dispersed,3,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.383007,0.222123,1.300074,1.46594,9.201667,1.089803,8.794773,9.60856,7644.666667,275.126721,7541.944196,7747.389138,15289.333333,550.253442,15083.888392,15494.778275,3822.333333,137.563361,3770.972098,3873.694569,0.191785,0.006873,0.189219,0.194352,43.96,4.136765,42.41548,45.50452,2012.98,68.95622,1987.234215,2038.725785,223.664444,7.661802,220.803802,226.525087,0.572011,0.012537,0.56733,0.576692,335.322,20.956721,327.49751,343.14649,0.660802,0.022416,0.652433,0.669172,13.733333,4.042305,12.224081,15.242585,2.127016,0.38661,1.98267,2.271363,0.205373,0.020019,0.197898,0.212847,0.792812,0.020374,0.785205,0.800419,0.001815,0.003162,0.000635,0.002996
P3-U_D18_D_L3_G1p5,P3-U,18,dispersed,3,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.366667,20.818565,588.59376,604.139574,0.999002,0.001097,0.998592,0.999411,0.6,0.674665,0.348104,0.851896,1.498728,0.269402,1.398143,1.599312,9.758333,1.305366,9.270956,10.24571,7779.866667,322.707056,7659.379402,7900.353932,15559.733333,645.414111,15318.758804,15800.707863,3889.933333,161.353528,3829.689701,3950.176966,0.194718,0.007896,0.19177,0.197666,43.12,4.16607,41.564539,44.675461,1983.883333,59.993678,1961.483841,2006.282826,220.431481,6.665964,217.942649,222.920314,0.517731,0.031031,0.506146,0.529317,428.685,48.726199,410.492381,446.877619,0.74321,0.013469,0.738181,0.748239,12.233333,3.28721,11.006007,13.46066,2.816024,0.499849,2.629398,3.002649,0.261645,0.032913,0.249356,0.273933,0.718612,0.042073,0.702904,0.73432,0.019743,0.011805,0.015336,0.02415
P3-D_D18_D_L0_G0p15,P3-D,18,dispersed,0,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.374214,0.209809,1.295879,1.452549,9.17,1.011963,8.792169,9.547831,7640.8,271.765924,7539.332331,7742.267669,15281.6,543.531847,15078.664661,15484.535339,3820.4,135.882962,3769.666165,3871.133835,0.191701,0.006802,0.189162,0.194241,41.72,2.187488,40.90327,42.53673,2014.013333,69.503355,1988.063268,2039.963399,223.779259,7.722595,220.895919,226.6626,0.573996,0.010928,0.569916,0.578076,220.7515,3.843253,219.316567,222.186433,0.213889,0.006479,0.21147,0.216308,16.4,3.756374,14.997504,17.802496,2.063022,0.380162,1.921082,2.204961,0.203791,0.019043,0.196681,0.210902,0.795331,0.018635,0.788374,0.802289,0.000877,0.001351,0.000373,0.001382
P3-D_D18_D_L0_G0p6,P3-D,18,dispersed,0,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.372792,0.214011,1.292888,1.452696,9.136667,1.033986,8.750613,9.52272,7637.333333,272.016396,7535.772147,7738.89452,15274.666667,544.032791,15071.544293,15477.78904,3818.666667,136.008198,3767.886073,3869.44726,0.191626,0.006807,0.189085,0.194168,43.54,3.791515,42.124384,44.955616,2014.586667,69.488916,1988.641992,2040.531341,223.842963,7.720991,220.960221,226.725705,0.574986,0.010672,0.571001,0.578971,300.418,12.064106,295.913695,304.922305,0.657562,0.019585,0.65025,0.664874,16.366667,3.6529,15.002805,17.730529,2.074302,0.391432,1.928155,2.220449,0.202335,0.019098,0.195205,0.209466,0.796898,0.018413,0.790023,0.803773,0.000767,0.001671,0.000143,0.001391
P3-D_D18_D_L0_G1p5,P3-D,18,dispersed,0,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.395228,0.228516,1.309909,1.480548,9.27,1.040192,8.881629,9.658371,7667.333333,286.997937,7560.178575,7774.488092,15334.666667,573.995875,15120.35715,15548.976183,3833.666667,143.498969,3780.089288,3887.244046,0.192277,0.007132,0.189614,0.19494,42.98,3.770064,41.572393,44.387607,2008.006667,66.091686,1983.330396,2032.682937,223.111852,7.343521,220.370044,225.85366,0.562849,0.014443,0.557456,0.568241,351.495,16.901589,345.184551,357.805449,0.791821,0.017971,0.785111,0.798531,15.333333,3.304473,14.099561,16.567105,2.230464,0.35103,2.099402,2.361526,0.21471,0.019604,0.207391,0.222029,0.780243,0.021539,0.772201,0.788285,0.005047,0.005639,0.002942,0.007153
P3-D_D18_D_L1_G0p15,P3-D,18,dispersed,1,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.37462,0.209605,1.296361,1.452879,9.17,1.011963,8.792169,9.547831,7639.866667,271.484772,7538.503969,7741.229364,15279.733333,542.969545,15077.007938,15482.458728,3819.933333,135.742386,3769.251985,3870.614682,0.191681,0.006796,0.189144,0.194218,41.953333,2.220707,41.124201,42.782466,2014.153333,69.591159,1988.170485,2040.136182,223.794815,7.732351,220.907832,226.681798,0.574224,0.010914,0.570149,0.578299,219.5505,3.698213,218.169719,220.931281,0.186265,0.00628,0.183921,0.18861,15.5,3.588776,14.16008,16.83992,2.0639,0.389337,1.918535,2.209265,0.203403,0.019165,0.196248,0.210559,0.795716,0.018679,0.788742,0.80269,0.00088,0.001359,0.000373,0.001388
P3-D_D18_D_L1_G0p6,P3-D,18,dispersed,1,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.371654,0.212868,1.292177,1.451131,9.163333,1.066814,8.765023,9.561643,7636.4,270.69484,7535.332235,7737.467765,15272.8,541.389681,15070.66447,15474.93553,3818.2,135.34742,3767.666117,3868.733883,0.191606,0.006778,0.189075,0.194137,43.68,3.966619,42.199006,45.160994,2014.806667,69.777375,1988.754292,2040.859041,223.867407,7.753042,220.972699,226.762116,0.575387,0.010598,0.57143,0.579343,298.704,12.093036,294.188893,303.219107,0.622222,0.02033,0.614632,0.629813,15.5,3.683608,14.124673,16.875327,2.068032,0.393623,1.921067,2.214996,0.201962,0.019057,0.194847,0.209077,0.797433,0.018346,0.790583,0.804283,0.000605,0.001423,0.000074,0.001136
P3-D_D18_D_L1_G1p5,P3-D,18,dispersed,1,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.366667,20.818565,588.59376,604.139574,0.999002,0.001097,0.998592,0.999411,0.6,0.674665,0.348104,0.851896,1.391131,0.223946,1.307518,1.474744,9.261667,1.065176,8.863968,9.659365,7665.6,286.620932,7558.586002,7772.613998,15331.2,573.241864,15117.172004,15545.227996,3832.8,143.310466,3779.293001,3886.306999,0.192238,0.007121,0.189579,0.194897,43.353333,4.134859,41.809525,44.897142,2007.903333,65.696473,1983.374622,2032.432045,223.10037,7.299608,220.374958,225.825783,0.562752,0.015462,0.556979,0.568525,354.675,22.295519,346.350651,362.999349,0.754321,0.019374,0.747087,0.761555,14.666667,3.262465,13.448579,15.884754,2.226699,0.332783,2.10245,2.350948,0.214159,0.019978,0.2067,0.221618,0.780415,0.022607,0.771974,0.788856,0.005426,0.006186,0.003116,0.007736
P3-D_D18_D_L3_G0p15,P3-D,18,dispersed,3,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.373676,0.209811,1.29534,1.452012,9.17,1.011963,8.792169,9.547831,7639.066667,271.977551,7537.519983,7740.61335,15278.133333,543.955103,15075.039966,15481.226701,3819.533333,135.988776,3768.759992,3870.306675,0.191664,0.006806,0.189123,0.194205,41.953333,2.280764,41.101778,42.804889,2014.3,69.466618,1988.363651,2040.236349,223.811111,7.718513,220.929295,226.692928,0.574493,0.011257,0.57029,0.578695,217.20175,3.608487,215.85447,218.54903,0.130556,0.006247,0.128223,0.132888,13.5,3.937004,12.030064,14.969936,2.068132,0.379639,1.926389,2.209876,0.203061,0.01938,0.195825,0.210297,0.796119,0.019093,0.788991,0.803248,0.000819,0.001277,0.000342,0.001296
P3-D_D18_D_L3_G0p6,P3-D,18,dispersed,3,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.369846,0.210704,1.291176,1.448515,9.136667,1.033986,8.750613,9.52272,7634,268.607649,7533.711517,7734.288483,15268,537.215297,15067.423035,15468.576965,3817,134.303824,3766.855759,3867.144241,0.191554,0.006733,0.18904,0.194068,43.773333,3.95866,42.295311,45.251355,2015.3,70.286674,1989.057471,2041.542529,223.922222,7.80963,221.006386,226.838059,0.576261,0.011159,0.572094,0.580427,294.597,12.110162,290.075499,299.118501,0.551852,0.021107,0.543971,0.559733,13.533333,3.945607,12.060185,15.006482,2.069572,0.391287,1.923479,2.215664,0.200985,0.019865,0.193569,0.208402,0.798679,0.019238,0.791496,0.805862,0.000335,0.001355,-0.00017,0.000841
P3-D_D18_D_L3_G1p5,P3-D,18,dispersed,3,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.40401,0.237203,1.315447,1.492574,9.27,1.123081,8.850682,9.689318,7666.666667,289.059513,7558.74219,7774.591144,15333.333333,578.119027,15117.48438,15549.182287,3833.333333,144.529757,3779.371095,3887.295572,0.192263,0.007172,0.189585,0.194941,43.773333,3.95866,42.295311,45.251355,2008.293333,66.713985,1983.384719,2033.201948,223.143704,7.412665,220.37608,225.911328,0.563389,0.019303,0.556182,0.570596,351.565,25.122076,342.185316,360.944684,0.679938,0.022177,0.671658,0.688219,13.666667,3.898128,12.211245,15.122088,2.203786,0.393545,2.05685,2.350721,0.214426,0.025697,0.204832,0.224021,0.780901,0.028713,0.770181,0.791621,0.004673,0.006652,0.002189,0.007157
P0_D18_C,P0,18,concentrated,,,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.36929,0.210952,1.290528,1.448052,9.135,1.035836,8.748256,9.521744,7632.4,267.904461,7532.374063,7732.425937,15264.8,535.808921,15064.748125,15464.851875,3816.2,133.95223,3766.187031,3866.212969,0.191519,0.006717,0.189011,0.194027,44.1,4.171744,42.54242,45.65758,2015.7,70.474275,1989.387428,2042.012572,423.416667,16.798969,417.144533,429.688801,0.577015,0.01219,0.572463,0.581566,0,0,0,0,0,0,0,0,0,0,0,0,2.058695,0.385727,1.914678,2.202712,0.200327,0.020533,0.192661,0.207993,0.799673,0.020533,0.792007,0.807339,0,0,0,0
P1_D18_C,P1,18,concentrated,,,,30,596.966667,20.950654,589.144442,604.788891,596.366667,20.818565,588.59376,604.139574,0.999002,0.001097,0.998592,0.999411,0.6,0.674665,0.348104,0.851896,2.282732,0.34211,2.155,2.410463,12.96,1.711442,12.321009,13.598991,9066.266667,317.863442,8947.587834,9184.9455,18132.533333,635.726884,17895.175667,18369.890999,4533.133333,158.931721,4473.793917,4592.47275,0.222635,0.007799,0.219723,0.225546,31.433333,3.081461,30.282826,32.583841,1634.09,57.258135,1612.711862,1655.468138,72.626222,2.544806,71.676083,73.576362,0.543178,0.014143,0.537898,0.548459,0,0,0,0,0,0,0,0,0,0,0,0,2.047782,0.38071,1.905639,2.189926,0.200337,0.020531,0.192672,0.208003,0,0,0,0,0.799663,0.020531,0.791997,0.807328
P2_D18_C_B28,P2,18,concentrated,,,28,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.515325,0.256644,1.419504,1.611147,9.865,1.296757,9.380838,10.349162,7807.333333,297.971687,7696.08137,7918.585297,15614.666667,595.943375,15392.162739,15837.170594,3903.666667,148.985844,3848.040685,3959.292648,0.195315,0.00737,0.192564,0.198067,28,0,28,28,1978.26,64.770479,1954.077021,2002.442979,381.339333,11.159633,377.172726,385.505941,0.506555,0.015244,0.500863,0.512247,0,0,0,0,0,0,0,0,0,0,0,0,2.728038,0.389562,2.582589,2.873486,0.273309,0.021778,0.265178,0.281441,0.703272,0.022697,0.694798,0.711747,0.023418,0.00618,0.021111,0.025726
P2_D18_C_B34,P2,18,concentrated,,,34,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.424181,0.228913,1.338714,1.509649,9.37,1.102083,8.958522,9.781478,7700.133333,284.324697,7593.976667,7806.289999,15400.266667,568.649394,15187.953335,15612.579998,3850.066667,142.162349,3796.988334,3903.145,0.192989,0.007073,0.190348,0.19563,33.6,0,33.6,33.6,2001.486667,67.600539,1976.247045,2026.726289,407.384963,14.099906,402.120563,412.649363,0.550743,0.013889,0.545557,0.555928,0,0,0,0,0,0,0,0,0,0,0,0,2.261594,0.330925,2.138038,2.385149,0.22852,0.021516,0.220487,0.236553,0.763007,0.021954,0.75481,0.771203,0.008473,0.004574,0.006766,0.010181
P2_D18_C_B40,P2,18,concentrated,,,40,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.379487,0.209558,1.301246,1.457728,9.196667,1.044603,8.806649,9.586684,7649.733333,272.884835,7547.847902,7751.618764,15299.466667,545.769671,15095.695805,15503.237529,3824.866667,136.442418,3773.923951,3875.809382,0.191895,0.006826,0.189347,0.194444,39.013333,0.484044,38.832609,39.194058,2011.953333,69.486658,1986.009502,2037.897165,419.213481,15.532494,413.414204,425.012759,0.570092,0.011274,0.565883,0.574301,0,0,0,0,0,0,0,0,0,0,0,0,2.068636,0.347973,1.938715,2.198556,0.207529,0.019762,0.20015,0.214907,0.790076,0.019175,0.782916,0.797235,0.002396,0.002475,0.001472,0.00332
P3-U_D18_C_L0_G0p15,P3-U,18,concentrated,0,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.372768,0.210981,1.293995,1.45154,9.136667,1.033986,8.750613,9.52272,7637.2,271.238081,7535.929408,7738.470592,15274.4,542.476162,15071.858816,15476.941184,3818.6,135.61904,3767.964704,3869.235296,0.191623,0.00679,0.189088,0.194158,42.933333,2.971744,41.82379,44.042876,2014.553333,69.522994,1988.595936,2040.510731,422.15237,15.552383,416.345667,427.959074,0.574896,0.011081,0.570759,0.579033,261.0895,7.032476,258.463825,263.715175,0.43858,0.008505,0.435405,0.441756,16.466667,3.71143,15.080952,17.852382,2.067514,0.391472,1.921352,2.213675,0.202289,0.019408,0.195043,0.209536,0.796839,0.018939,0.789768,0.80391,0.000871,0.001482,0.000318,0.001425
P3-U_D18_C_L0_G0p6,P3-U,18,concentrated,0,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.385827,0.222392,1.302794,1.468861,9.236667,1.064873,8.839081,9.634252,7652.4,280.691953,7547.599671,7757.200329,15304.8,561.383906,15095.199341,15514.400659,3826.2,140.345976,3773.799835,3878.600165,0.191953,0.006996,0.189341,0.194565,43.493333,4.026373,41.99003,44.996637,2011.233333,67.285646,1986.111281,2036.355385,418.434815,13.142675,413.52781,423.341819,0.568823,0.012155,0.564285,0.573361,341.552,16.87578,335.251188,347.852812,0.769907,0.019191,0.762742,0.777073,15.933333,3.694668,14.553876,17.31279,2.162416,0.375222,2.022322,2.30251,0.208531,0.01857,0.201598,0.215465,0.788469,0.019224,0.781291,0.795646,0.003,0.003954,0.001524,0.004476
P3-U_D18_C_L0_G1p5,P3-U,18,concentrated,0,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.438191,0.238348,1.349201,1.527182,9.4,1.036157,9.013136,9.786864,7718,295.693224,7607.598733,7828.401267,15436,591.386448,15215.197466,15656.802534,3859,147.846612,3803.799366,3914.200634,0.193377,0.00732,0.190644,0.19611,41.72,3.62847,40.365259,43.074741,1997.233333,64.70883,1973.073372,2021.393294,402.692593,11.276929,398.482191,406.902994,0.542698,0.016483,0.536544,0.548853,393.455,30.506004,382.06515,404.84485,0.854938,0.012056,0.850437,0.85944,14.466667,2.991175,13.349869,15.583464,2.508553,0.389859,2.362994,2.654113,0.235852,0.021406,0.22786,0.243845,0.752455,0.023905,0.74353,0.76138,0.011693,0.006852,0.009135,0.014251
P3-U_D18_C_L1_G0p15,P3-U,18,concentrated,1,0.15,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.371633,0.211053,1.292834,1.450433,9.136667,1.033986,8.750613,9.52272,7636.533333,270.945183,7535.372099,7737.694567,15273.066667,541.890365,15070.744199,15475.389135,3818.266667,135.472591,3767.68605,3868.847284,0.191609,0.006784,0.189076,0.194142,43.213333,3.262296,41.995309,44.431358,2014.813333,69.813845,1988.747342,2040.879324,422.420593,15.806175,416.519132,428.322053,0.575411,0.010936,0.571328,0.579494,259.0175,6.931565,256.429502,261.605498,0.409568,0.007369,0.406817,0.412319,15.6,3.672827,14.228698,16.971302,2.057361,0.403271,1.906795,2.207928,0.202014,0.019586,0.194701,0.209327,0.797433,0.018899,0.790377,0.804489,0.000553,0.001415,0.000025,0.001081
P3-U_D18_C_L1_G0p6,P3-U,18,concentrated,1,0.6,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.385318,0.22192,1.302461,1.468175,9.236667,1.064873,8.839081,9.634252,7651.6,280.355636,7546.925239,7756.274761,15303.2,560.711272,15093.850479,15512.549521,3825.8,140.177818,3773.46262,3878.13738,0.191936,0.006988,0.189327,0.194545,43.68,3.966619,42.199006,45.160994,2011.326667,67.416917,1986.155603,2036.49773,418.55563,13.304599,413.588169,423.523091,0.568953,0.012277,0.564369,0.573536,340.4,19.396089,333.158194,347.641806,0.73287,0.021342,0.724902,0.740839,15.166667,3.806377,13.745502,16.587832,2.171799,0.343565,2.043524,2.300074,0.208202,0.018575,0.201267,0.215137,0.788738,0.019282,0.781539,0.795937,0.00306,0.004303,0.001453,0.004667
P3-U_D18_C_L1_G1p5,P3-U,18,concentrated,1,1.5,,30,596.966667,20.950654,589.144442,604.788891,596.4,20.878301,588.60479,604.19521,0.999054,0.000939,0.998704,0.999405,0.566667,0.568321,0.354476,0.778857,1.439305,0.238548,1.350239,1.52837,9.38,1.104895,8.967472,9.792528,7724.266667,294.920087,7614.154062,7834.379272,15448.533333,589.840173,15228.308123,15668.758544,3862.133333,147.460043,3807.077031,3917.189636,0.193513,0.007301,0.190787,0.196239,42.326667,3.707396,40.942458,43.710875,1995.893333,64.908508,1971.658819,2020.127847,401.18637,12.293101,396.596566,405.776174,0.54015,0.018268,0.533329,0.546971,437.9,64.870769,413.679576,462.120424,0.813735,0.013738,0.808605,0.818864,13.5,3.235045,12.29215,14.70785,2.661933,0.500832,2.47494,2.848926,0.238502,0.022479,0.230109,0.246894,0.748978,0.026117,0.739227,0.758729,0.012521,0.006992,0.00991,0.015131
