setting,policy,target,delay,damping,initial_budget,seed,requests,dispatched,completion_rate,final_queue,blocked_dispatch_attempts,head_of_line_blocked_attempts,head_of_line_share,warm_budget_mean,warm_budget_sd,warm_dispatch_mean,warm_dispatch_sd,budget_direction_changes,periods_within_point_one,final_central_budget,final_central_use
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,523,2661,536,0.2014280345734686,2125,1496,0,0,10.01663308388238,0.029701479086741023,12.75,5.813776741499453,0,15,10.002304932150842,10.000009412296507
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,524,2669,536,0.2008242787560884,2133,1479,0,0,10.016637234708444,0.0297030884001085,12.75,5.813776741499453,0,15,10.002306990892171,10.000004706148253
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,525,2621,536,0.20450209843571157,2085,1450,0,0,10.016820097739826,0.03017511044738309,12.8125,6.013526419664256,0,15,10.002302905640915,10.00000705922238
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,526,2671,536,0.20067390490453013,2135,1510,0,0,10.01681821324457,0.030177397576358147,12.8125,6.013526419664256,0,15,10.002300341163915,10.000009412296507
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,527,2693,536,0.19903453397697735,2157,1490,0,0,10.017094510927425,0.0307256333582861,12.875,6.13052471924984,0,15,10.002293052242278,10.000011765370633
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,528,2647,536,0.20249338874197204,2111,1452,0,0,10.016649722813378,0.029701979202092343,12.75,5.813776741499453,0,15,10.002319471360417,10.000009412296507
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,529,2705,536,0.19815157116451015,2169,1530,0,0,10.016809563127802,0.030176773089113977,12.8125,6.013526419664256,0,15,10.002293967472081,10.00001411844476
p3d_05_t10_d1,P3-D0.5,10,1,0.5,20,530,2691,536,0.19918246005202528,2155,1577,0,0,10.016825841277956,0.030177374079248812,12.8125,6.013526419664256,0,15,10.002309154996045,10.000009412296507
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,501,2681,765,0.28534129056322266,1916,840,0,0,10.258350288285301,0.20428228476939486,28.9375,6.495831997006491,2,5,9.985515746058777,9.165686259958727
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,502,2595,766,0.2951830443159923,1829,815,0,0,10.259021903086973,0.20411884394633195,28.9375,6.371485959596343,2,5,9.983208727036097,9.165675564441578
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,503,2680,766,0.28582089552238804,1914,825,0,0,10.259036695806724,0.20410254855433563,28.9375,6.371485959596343,2,5,9.983239854058912,9.165694110523509
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,504,2672,766,0.2866766467065868,1906,844,0,0,10.259041422597665,0.20410163559396574,28.9375,6.371485959596343,2,5,9.98325224457153,9.165694555382533
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,505,2723,766,0.28130738156445095,1957,881,0,0,10.259046776756975,0.2049797546810867,29,6.643292356454993,2,5,9.985495845221122,9.170712481574073
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,506,2721,765,0.28114663726571115,1956,859,0,0,10.259005103404805,0.20412232056338883,28.875,6.323237567364786,2,5,9.983194230311955,9.165703942000825
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,507,2762,766,0.277335264301231,1996,875,0,0,10.259012980941208,0.20410965892201002,28.9375,6.371485959596343,2,5,9.983210711995687,9.16569980476546
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,508,2805,765,0.2727272727272727,2040,851,0,0,10.259013895935155,0.20411054450747376,28.875,6.323237567364786,2,5,9.983217742838406,9.165675761192874
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,509,2656,766,0.2884036144578313,1890,838,0,0,10.259036339331104,0.20498046499430997,29,6.643292356454993,2,5,9.985493566186062,9.17070745462066
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,510,2733,766,0.28027808269301135,1967,833,0,0,10.259045738252333,0.20497391705888537,29,6.643292356454993,2,5,9.985507132755902,9.170733158300619
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,511,2668,766,0.2871064467766117,1902,816,0,0,10.259031421321952,0.20411436439147246,28.9375,6.371485959596343,2,5,9.983230068097896,9.165689181945744
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,512,2595,766,0.2951830443159923,1829,793,0,0,10.25901565408815,0.20497711578079836,29,6.643292356454993,2,5,9.985478851515788,9.170720528890152
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,513,2669,765,0.28662420382165604,1904,837,0,0,10.259030671225737,0.2041053680943212,28.875,6.323237567364786,2,5,9.983237636198917,9.165697327637469
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,514,2721,766,0.2815141492098493,1955,859,0,0,10.259018139146985,0.20497634057572986,29,6.643292356454993,2,5,9.985477871567065,9.17069187754496
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,515,2654,766,0.2886209495101733,1888,809,0,0,10.259037977446958,0.20411256294203675,28.9375,6.371485959596343,2,5,9.98323509282237,9.165684129314114
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,516,2650,765,0.28867924528301886,1885,855,0,0,10.25902615841832,0.2041104876579324,28.875,6.323237567364786,2,5,9.983230193427888,9.165696489275852
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,517,2628,765,0.2910958904109589,1863,819,0,0,10.259028472211838,0.20411396848684202,28.875,6.323237567364786,2,5,9.983226007514322,9.165668060360174
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,518,2684,766,0.28539493293591656,1918,841,0,0,10.259048388678371,0.20411163047077438,28.9375,6.371485959596343,2,5,9.98325077375986,9.165699261530788
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,519,2586,765,0.29582366589327147,1821,816,0,0,10.258342394619447,0.20370548130776936,28.8125,6.503524685378947,2,5,9.985505294110384,9.165676107676251
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,520,2641,765,0.2896630064369557,1876,859,0,0,10.259039463177688,0.20497506167595955,28.9375,6.506086893568719,2,5,9.985503078376707,9.165706962363489
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,521,2703,765,0.2830188679245283,1938,873,0,0,10.259049161640062,0.20497448366870807,28.9375,6.506086893568719,2,5,9.985508333875272,9.165693665664485
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,522,2712,765,0.28207964601769914,1947,851,0,0,10.25905176916869,0.20496664026751965,28.9375,6.506086893568719,2,5,9.985519467444286,9.165686606442105
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,523,2661,766,0.2878617061255167,1895,797,0,0,10.259022543216544,0.2041103717231588,28.9375,6.371485959596343,2,5,9.983230345267339,9.165663007728543
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,524,2669,766,0.2869988759835144,1903,825,0,0,10.259051620722472,0.20411009779729483,28.9375,6.371485959596343,2,5,9.983257615971203,9.16567868317989
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,525,2621,765,0.2918733307897749,1856,789,0,0,10.259049278722946,0.20410994258691922,28.875,6.323237567364786,2,5,9.983254395052086,9.165683166898631
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,526,2671,766,0.28678397603893674,1905,842,0,0,10.25904347920272,0.2041096738075211,28.9375,6.371485959596343,2,5,9.983244753453402,9.165699039101275
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,527,2693,767,0.28481247679168215,1926,799,0,0,10.258316118981286,0.20427581454785274,29.0625,6.687986742411102,2,5,9.985494430233684,9.170710004446082
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,528,2647,766,0.28938420853796754,1881,818,0,0,10.259034899944615,0.20411041995428278,28.9375,6.371485959596343,2,5,9.983236908182933,9.165696463597635
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,529,2705,766,0.2831792975970425,1939,850,0,0,10.259022870601436,0.20410382184524825,28.9375,6.371485959596343,2,5,9.983236459462704,9.165681233005314
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,530,2691,766,0.2846525455221107,1925,843,0,0,10.259010320553507,0.20412720628248474,28.9375,6.371485959596343,2,5,9.983196236430196,9.165668158735821
p3u_t10_d3,P3-U,10,3,1,20,501,2681,819,0.30548302872062666,1862,708,0,0,10.600077528046642,5.450339538834752,33.5625,8.914174106444186,3,0,12.088521004784528,12.085341421067591
p3u_t10_d3,P3-U,10,3,1,20,502,2595,801,0.3086705202312139,1794,697,0,0,10.59667730501912,5.268915501996252,32.4375,7.848301302405083,3,0,12.59811240932339,12.085364574922128
p3u_t10_d3,P3-U,10,3,1,20,503,2680,813,0.30335820895522386,1867,694,0,0,10.706194803339367,5.47236538962616,31.4375,8.066132902450839,3,0,12.555953877809571,12.070308400979307
p3u_t10_d3,P3-U,10,3,1,20,504,2672,782,0.2926646706586826,1890,792,0,0,10.673584933605243,5.46213982862209,29.5,10.589302778433211,3,0,12.028271512612216,12.025109708368
p3u_t10_d3,P3-U,10,3,1,20,505,2723,811,0.29783327212633126,1912,750,0,0,10.7069563231776,5.47415340408482,31.375,7.915175298121956,3,0,12.543927229603817,12.060249073936529
p3u_t10_d3,P3-U,10,3,1,20,506,2721,814,0.2991547225284822,1907,719,0,0,10.70263393073951,5.471050812254417,31.5625,8.358379029453019,3,0,12.537900237902717,12.060264723709661
p3u_t10_d3,P3-U,10,3,1,20,507,2762,815,0.2950760318609703,1947,752,0,0,10.706563327302423,5.472028699421881,31.8125,7.044797134528905,3,0,12.549953969796432,12.085369824305054
p3u_t10_d3,P3-U,10,3,1,20,508,2805,816,0.2909090909090909,1989,734,0,0,10.696972127409923,5.466918874920261,31.5625,9.230158900762941,3,0,12.525841649407822,12.050206761647313
p3u_t10_d3,P3-U,10,3,1,20,509,2656,812,0.3057228915662651,1844,723,0,0,10.709006575590486,5.475284903121414,31.375,7.710382610480495,3,0,12.549941473921258,12.06527559067882
p3u_t10_d3,P3-U,10,3,1,20,510,2733,810,0.29637760702524696,1923,702,0,0,10.708082156781137,5.473663355030887,31.3125,7.777906744962511,3,0,12.555977144579241,12.065293371096566
p3u_t10_d3,P3-U,10,3,1,20,511,2668,818,0.3065967016491754,1850,693,0,0,10.700544958372479,5.467780866578453,31.875,7.8814127329221035,3,0,12.531897388149847,12.070308400979304
p3u_t10_d3,P3-U,10,3,1,20,512,2595,778,0.2998073217726397,1817,753,0,0,10.598380787599192,5.270215472810133,31,10.456258094238748,3,0,12.601162698380671,12.085347115309544
p3u_t10_d3,P3-U,10,3,1,20,513,2669,816,0.3057324840764331,1853,745,0,0,10.702242085726542,5.469005171299288,31.75,8.029113691228108,3,0,12.53788661250541,12.065285991069025
p3u_t10_d3,P3-U,10,3,1,20,514,2721,783,0.28776185226019846,1938,818,0,0,10.67848242383379,5.4642349182748005,29.6875,9.748290448415387,3,0,12.040328052787954,12.040159965639358
p3u_t10_d3,P3-U,10,3,1,20,515,2654,814,0.306706857573474,1840,707,0,0,10.709208719963433,5.475104033912425,31.5,7.554248252914824,3,0,12.549966642747775,12.06527269437002
p3u_t10_d3,P3-U,10,3,1,20,516,2650,800,0.3018867924528302,1850,767,0,0,10.630227098147573,5.275423533416937,30.6875,10.202736561008194,3,0,12.637311205703547,12.120509437981314
p3u_t10_d3,P3-U,10,3,1,20,517,2628,811,0.308599695585997,1817,683,0,0,10.706570721358677,5.4724500974796495,31.3125,7.777906744962511,3,0,12.555980828039827,12.06528255152555
p3u_t10_d3,P3-U,10,3,1,20,518,2684,816,0.30402384500745155,1868,697,0,0,10.699797246224643,5.467472153119088,31.6875,8.300351398183894,3,0,12.537901932069534,12.060239216780996
p3u_t10_d3,P3-U,10,3,1,20,519,2586,825,0.3190255220417633,1761,655,0,0,10.698290475612884,5.4719212566093205,32.1875,8.856024314931991,3,0,12.507787935068647,12.050216841232357
p3u_t10_d3,P3-U,10,3,1,20,520,2641,783,0.29647860658841346,1858,822,0,0,10.678123949001494,5.464261944501017,29.6875,9.897600719366284,3,0,12.037321740496484,12.035151130939164
p3u_t10_d3,P3-U,10,3,1,20,521,2703,809,0.29929707732149463,1894,762,0,0,10.707893610706606,5.47364413211623,31.25,8.23407554009556,3,0,12.558966563792872,12.065267543362742
p3u_t10_d3,P3-U,10,3,1,20,522,2712,797,0.29387905604719766,1915,717,0,0,10.60138756590909,5.451646065507535,32.125,11.377609590770813,3,0,12.091526873084415,12.090367839434235
p3u_t10_d3,P3-U,10,3,1,20,523,2661,812,0.3051484404359263,1849,696,0,0,10.703748514911991,5.470872260519145,31.4375,8.008068847522894,3,0,12.543909995178241,12.060259251897222
p3u_t10_d3,P3-U,10,3,1,20,524,2669,805,0.30161109029599104,1864,733,0,0,10.626851947911302,5.274525277663385,31.0625,9.848646269073397,3,0,12.616232917769048,12.115467245787675
p3u_t10_d3,P3-U,10,3,1,20,525,2621,790,0.30141167493323157,1831,741,0,0,10.70639111310604,5.472391749346299,30,10.158740079360236,3,0,12.552959078133451,12.065267320933229
p3u_t10_d3,P3-U,10,3,1,20,526,2671,819,0.306626731561213,1852,718,0,0,10.600079645402392,5.450837477928704,33.5,8.86942313043338,3,0,12.08552155923234,12.085338845563953
p3u_t10_d3,P3-U,10,3,1,20,527,2693,814,0.30226513182324544,1879,713,0,0,10.706392800519392,5.472608737646975,31.625,7.59714858790235,3,0,12.546947449614937,12.06528255152555
p3u_t10_d3,P3-U,10,3,1,20,528,2647,816,0.3082735171892709,1831,685,0,0,10.569359967491309,5.445240306320659,33.3125,11.643131022195018,3,0,11.548790126486704,11.175735533094674
p3u_t10_d3,P3-U,10,3,1,20,529,2705,819,0.3027726432532348,1886,718,0,0,10.600632836457795,5.450364262283791,33.5625,9.047789785356422,3,0,12.094545991784937,12.090375343515639
p3u_t10_d3,P3-U,10,3,1,20,530,2691,811,0.3013749535488666,1880,741,0,0,10.706585968388865,5.472463934304981,31.3125,7.777906744962511,3,0,12.555980368641315,12.065280395202722
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,501,2681,897,0.33457665050354346,1784,575,0,0,10.565757806377702,0.9795196405435209,33.3125,7.162110955111861,2,3,10.465889929541966,10.110474826524799
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,502,2595,899,0.3464354527938343,1696,530,0,0,10.565756757478463,0.9795444283113495,33.375,7.154252814468701,2,3,10.466647217161087,10.115486236728632
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,503,2680,896,0.33432835820895523,1784,556,0,0,10.565802001500886,0.9796279380660184,33.1875,7.194616042569611,2,3,10.466639898076176,10.110454149798255
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,504,2672,899,0.33645209580838326,1773,545,0,0,10.566269658416058,0.9792713525634026,33.375,7.041543391425869,2,3,10.467393201896675,10.115477868607393
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,505,2723,898,0.32978332721263315,1825,585,0,0,10.566091561131067,0.9794841927910493,33.3125,6.973461598565426,2,3,10.465899177535906,10.110472054269865
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,506,2721,896,0.3292907019478133,1825,536,0,0,10.565293348841433,0.9799726272432993,33.25,7.2984016515033385,2,3,10.465147296690816,10.105440262466434
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,507,2762,899,0.32548877624909484,1863,560,0,0,10.566268221697168,0.9795504135338865,33.5,7.118052168020874,2,3,10.465128076596876,10.110485992579191
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,508,2805,898,0.32014260249554366,1907,522,0,0,10.567211362258636,0.9795993995890563,33.5,7.183313998427188,2,3,10.46739183817298,10.110477624457952
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,509,2656,900,0.338855421686747,1756,519,0,0,10.565663559320216,0.9793853169756548,33.5,7.2571803523590805,2,3,10.46664239582432,10.115478189412554
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,510,2733,900,0.32930845225027444,1833,513,0,0,10.565750895311963,0.9794193210031853,33.5,7.247988226627671,2,3,10.466635148679346,10.115486335104281
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,511,2668,896,0.335832083958021,1772,510,0,0,10.565796241647925,0.9795623249012988,33.25,7.2984016515033385,2,3,10.466632642094709,10.110467125692098
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,512,2595,899,0.3464354527938343,1696,494,0,0,10.566035321709315,0.9792981917459057,33.4375,7.201562330494682,2,3,10.467387832396994,10.115480666540545
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,513,2669,900,0.3372049456725365,1769,534,0,0,10.56583885822253,0.9795727414674618,33.5625,7.357252657525543,2,3,10.466625991007104,10.115486138352985
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,514,2721,896,0.3292907019478133,1825,567,0,0,10.565514083750234,0.9791465278717295,33.1875,7.194616042569611,2,3,10.466633855536227,10.110475173008176
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,515,2654,899,0.33873398643556896,1755,503,0,0,10.565800995415291,0.9790565539756614,33.3125,7.02109915421605,2,3,10.467393168532254,10.115477966983043
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,516,2650,898,0.3388679245283019,1752,510,0,0,10.565238120896476,0.9790130506520568,33.3125,7.068415664065038,2,3,10.465135744140593,10.110464648564108
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,517,2628,900,0.3424657534246575,1728,535,0,0,10.565281676158483,0.9798200041334005,33.4375,7.266074134863567,2,3,10.466637157231778,10.115477547802232
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,518,2684,896,0.33383010432190763,1788,520,0,0,10.56683535972006,0.9796727293464891,33.3125,7.217744338318816,2,3,10.467392640336765,10.110464451812812
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,519,2586,898,0.34725444702242847,1688,524,0,0,10.566508949146975,0.980389174135419,33.5625,7.3481857171231955,2,3,10.464383987632205,10.10544125056013
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,520,2641,896,0.339265429761454,1745,555,0,0,10.565564102478465,0.9792847713480453,33.1875,7.194616042569611,2,3,10.46663917490521,10.110474728149152
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,521,2703,896,0.3314835368109508,1807,561,0,0,10.565518423529404,0.9795593453182103,33.125,7.1449282711585,2,3,10.466634987492558,10.110477624457952
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,522,2712,899,0.3314896755162242,1813,533,0,0,10.56617436842982,0.9793065622338419,33.4375,7.145802963978226,2,3,10.466635883405507,10.11549822452878
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,523,2661,899,0.3378429161969185,1762,486,0,0,10.565702897770928,0.9795556598366397,33.375,7.154252814468701,2,3,10.466635441255725,10.115490942876885
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,524,2669,898,0.3364556013488198,1771,522,0,0,10.5659924097516,0.979178739720006,33.3125,6.9447222166668885,2,3,10.46589095120916,10.110459719986341
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,525,2621,899,0.3429988553987028,1722,506,0,0,10.565853399556577,0.9795042481548578,33.4375,7.266074134863567,2,3,10.467401209428775,10.115504363629755
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,526,2671,897,0.3358292774241857,1774,534,0,0,10.566173954372273,0.9792025705392394,33.3125,7.0400639201643616,2,3,10.465882808151235,10.110466458403563
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,527,2693,898,0.33345711102859266,1795,529,0,0,10.56584960965362,0.9792535432425769,33.3125,7.002083023405726,2,3,10.465886537948986,10.110472695880185
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,528,2647,898,0.33925198337740836,1749,554,0,0,10.564966875403915,0.9798177416346596,33.3125,7.226974931924606,2,3,10.465150301249476,10.110449221220488
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,529,2705,899,0.3323475046210721,1806,549,0,0,10.565841595317135,0.9796052101601792,33.4375,7.2568932746733985,2,3,10.466632844773649,10.110456823677541
p3d_025_t10_d3,P3-D0.25,10,3,0.25,20,530,2691,899,0.3340765514678558,1792,578,0,0,10.565664616312961,0.9795120005060681,33.375,7.154252814468701,2,3,10.46664652919635,10.110467544872908
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,501,2681,794,0.2961581499440507,1887,827,0,0,9.671686236793308,2.8604698509833972,28.6875,5.055937104039171,2,1,10.007117196891363,10.005028104152233
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,502,2595,794,0.30597302504816953,1801,768,0,0,9.671677862043484,2.8604668581907275,28.6875,5.055937104039171,2,1,10.007094186614937,10.005030234796846
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,503,2680,793,0.2958955223880597,1887,794,0,0,9.6723321424243,2.8598556554146324,28.6875,4.757012367722694,2,1,10.01011174234029,10.010048704223058
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,504,2672,793,0.2967814371257485,1879,801,0,0,9.672133606123154,2.8597040149827015,28.6875,4.7710061831861,2,1,10.010104180100935,10.010048926652571
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,505,2723,793,0.2912229159015791,1930,839,0,0,9.67197114414733,2.8592563831794595,28.6875,5.002915816468099,2,1,10.007105316982802,10.005025528648593
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,506,2721,812,0.2984196986402058,1909,742,0,0,9.67818147138977,2.862687422311766,29.875,5.8977396800243165,2,1,9.995054684814448,9.090393346362896
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,507,2762,811,0.2936278059377263,1951,764,0,0,9.678429341001921,2.8618890758905136,29.875,5.9651767227244274,2,1,9.991999389838709,9.085359325539201
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,508,2805,791,0.2819964349376114,2014,817,0,0,9.672408982307749,2.8565029996678466,28.75,4.946379147079878,2,1,10.00706698215749,10.005025528648593
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,509,2656,790,0.29743975903614456,1866,820,0,0,9.672037751712024,2.859209754344494,28.5625,5.202163011671203,2,1,10.00406914506912,10.000016471518887
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,510,2733,793,0.2901573362605196,1940,779,0,0,9.671948048963834,2.8592731708727603,28.75,5.026595932305149,2,1,10.005580096720676,10.005035163374611
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,511,2668,793,0.2972263868065967,1875,790,0,0,9.672133037554627,2.8597012538816484,28.6875,4.7710061831861,2,1,10.01009331308127,10.010044220504316
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,512,2595,791,0.3048169556840077,1804,789,0,0,9.672150207775745,2.8582340155030685,28.6875,4.935838327984417,2,1,10.00560445709749,10.00502788172272
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,513,2669,793,0.2971150243536905,1876,806,0,0,9.672600191755683,2.859384089469949,28.75,5.053051883103254,2,1,10.005578529609265,10.005025528648593
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,514,2721,793,0.2914369717015803,1928,825,0,0,9.672234882982647,2.8594618607323077,28.75,4.973261840415537,2,1,10.005593545041819,10.00502788172272
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,515,2654,792,0.2984174830444612,1862,795,0,0,9.671580719282083,2.859747380467661,28.625,4.924428900898052,2,1,10.005584577360295,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,516,2650,795,0.3,1855,817,0,0,9.672249622794272,2.861679686053717,28.75,5.092478113191389,2,1,10.005610512551982,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,517,2628,793,0.3017503805175038,1835,747,0,0,9.672221025832505,2.8589401071529195,28.75,5.026595932305149,2,1,10.007075540344884,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,518,2684,790,0.29433681073025336,1894,789,0,0,9.672330329023737,2.8584151034479817,28.5625,4.925697920092136,2,1,10.008605056583363,10.005032810300486
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,519,2586,793,0.3066511987625677,1793,783,0,0,9.672144341976363,2.857490604336758,28.8125,5.192542729723079,2,1,10.007089528899156,10.00502788172272
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,520,2641,793,0.30026505111700114,1848,817,0,0,9.672224919352262,2.85926563869249,28.75,4.959838707054898,2,1,10.005576174439826,10.005023175574467
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,521,2703,793,0.29337772844987053,1910,821,0,0,9.672338490228663,2.8594814955000216,28.75,5.013315602805526,2,1,10.007119552060797,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,522,2712,792,0.2920353982300885,1920,806,0,0,9.67194918450673,2.8592178432376976,28.6875,4.989572459974235,2,1,10.0055817908875,10.005032587870971
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,523,2661,793,0.29800826756858323,1868,780,0,0,9.671203986502448,2.860072423200456,28.625,5.0182998449009935,2,1,10.005596553510403,10.005028104152233
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,524,2669,795,0.2978643686774073,1874,800,0,0,9.671873082313095,2.8609426323208336,28.75,5.170428737864331,2,1,10.00560046168549,10.005035163374611
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,525,2621,793,0.3025562762304464,1828,742,0,0,9.672150497373746,2.8597050957228114,28.6875,4.7710061831861,2,1,10.01011770155323,10.010046351148931
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,526,2671,795,0.2976413328341445,1876,803,0,0,9.672233024881058,2.8610337978113334,28.75,5.157518783291051,2,1,10.005586582060989,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,527,2693,793,0.29446713702190863,1900,798,0,0,9.67186741456389,2.859354557404853,28.6875,5.002915816468099,2,1,10.007103504765201,10.005032587870971
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,528,2647,793,0.2995844352096713,1854,786,0,0,9.67206598800342,2.8606672303404768,28.625,5.071160288007732,2,1,10.007108720839748,10.005034940945098
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,529,2705,793,0.2931608133086876,1912,809,0,0,9.672692662707158,2.858932521950255,28.8125,5.02286438863988,2,1,10.007080511313239,10.005030457226358
p3d_05_t10_d3,P3-D0.5,10,3,0.5,20,530,2691,793,0.2946859903381642,1898,835,0,0,9.671579390569768,2.8595194949309195,28.6875,5.029496329985075,2,1,10.005580760442001,10.005030234796846
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,501,2681,814,0.30361805296531147,1867,778,0,0,9.910587572752643,4.591266377927726,29.625,7.6408987254990715,3,0,5.393514515164286,5.075317778914166
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,502,2595,787,0.30327552986512524,1808,741,0,0,9.81280169432548,4.404576565731462,29.5625,5.691733772176395,3,0,5.411576881213699,5.105439440720668
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,503,2680,814,0.3037313432835821,1866,714,0,0,9.909316134285927,4.590900384146019,29.5625,7.667844112482552,3,0,5.393507672952937,5.0753309772375195
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,504,2672,794,0.2971556886227545,1878,782,0,0,9.857472822967233,4.414714829463026,28.3125,13.22481883933891,3,0,5.400289593251994,5.06024983960071
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,505,2723,813,0.2985677561513037,1910,790,0,0,9.910591837493461,4.591268940747007,29.625,7.6408987254990715,3,0,5.39351219721101,5.07531564826955
p3d_075_t10_d3,P3-D0.75,10,3,0.75,20,506,2721,796,0.2925395075339949,1925,805,0,0,9.909317500969642,4.590966624632846,28.4375,9.912744322335769,3,0,5.393508776105336,5.075330754808008
