setting,policy,target,delay,damping,initial_budget,seed,requests,dispatched,completion_rate,final_queue,blocked_dispatch_attempts,head_of_line_blocked_attempts,head_of_line_share,warm_budget_mean,warm_budget_sd,warm_dispatch_mean,warm_dispatch_sd,budget_direction_changes,periods_within_point_one,final_central_budget,final_central_use
p3u_t14_d1,P3-U,14,1,1,20,525,2621,1027,0.39183517741320106,1594,134,0,0,14.444426093169193,0.3041601864193858,42.9375,4.682858813445764,4,3,14.49603809863698,14.135564178971412
p3u_t14_d1,P3-U,14,1,1,20,526,2671,1029,0.3852489704230625,1642,141,0,0,14.445939845567452,0.3036875183092808,43.0625,4.538263250774831,4,3,14.49904824325368,14.140590819767567
p3u_t14_d1,P3-U,14,1,1,20,527,2693,1027,0.3813590790939473,1666,141,0,0,14.44404008404362,0.3019506965776839,42.9375,4.697073557013984,4,3,14.496034543196686,14.135585300556986
p3u_t14_d1,P3-U,14,1,1,20,528,2647,1027,0.38798639969777104,1620,153,0,0,14.44388721522752,0.3038651837544209,42.9375,4.682858813445764,4,3,14.496066016720135,14.135551870366106
p3u_t14_d1,P3-U,14,1,1,20,529,2705,1028,0.3800369685767098,1677,148,0,0,14.445704441650232,0.3031470886584466,43,4.575295983139597,4,3,14.492976270682599,14.130565744661423
p3u_t14_d1,P3-U,14,1,1,20,530,2691,1029,0.38238573021181715,1662,132,0,0,14.447062064890856,0.303395296127522,43.0625,4.493977451360135,4,3,14.499048264330769,14.14058309325665
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,501,2681,1069,0.39873181648638567,1612,40,0,0,14.894699034009042,0.3647497844171541,45.125,0.6191391873668903,0,0,14.56949451669907,14.155632905668984
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,502,2595,1070,0.4123314065510597,1525,42,0,0,14.894504314617109,0.365248248318419,45.25,0.7745966692414834,0,0,14.5687385780473,14.155638625589152
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,503,2680,1070,0.39925373134328357,1610,37,0,0,14.893418885641255,0.36533415610528447,45.1875,0.75,0,0,14.568729882550466,14.160667148922192
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,504,2672,1069,0.4000748502994012,1603,36,0,0,14.894503484172677,0.364830267333585,45.125,0.6191391873668903,0,0,14.569486704142452,14.155656850865922
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,505,2723,1071,0.39331619537275064,1652,38,0,0,14.894181805273819,0.3653952423939128,45.3125,0.9464847243000456,0,0,14.567991787296194,14.160667692156865
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,506,2721,1069,0.39287026828371924,1652,33,0,0,14.895867511591637,0.3647163575852334,45.1875,0.6551081335677849,0,0,14.570243879404327,14.160667148922192
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,507,2762,1070,0.387400434467777,1692,33,0,0,14.895339599777456,0.365125157095393,45.3125,0.704154339142587,0,0,14.56947790535118,14.160654617887374
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,508,2805,1067,0.3803921568627451,1738,34,0,0,14.895677681496231,0.36450450552692804,45.0625,0.8539125638299665,0,0,14.572488239308017,14.160680223191683
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,509,2656,1071,0.40323795180722893,1585,31,0,0,14.893142745600658,0.36503098560108665,45.1875,0.8341662504161466,0,0,14.56873703345389,14.155656183577388
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,510,2733,1068,0.3907793633369923,1665,36,0,0,14.895051858797993,0.3643938874168773,45.0625,0.5737304826019501,0,0,14.570969076283992,14.155653706449392
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,511,2668,1069,0.4006746626686657,1599,38,0,0,14.893985137853972,0.3650560315237039,45.125,0.7187952884282609,0,0,14.56948665559742,14.155653954557122
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,512,2595,1071,0.41271676300578036,1524,41,0,0,14.89309315341894,0.36513415688517814,45.1875,0.8341662504161466,0,0,14.567981735128537,14.15563914314561
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,513,2669,1067,0.39977519670288497,1602,31,0,0,14.895338484075,0.36467874929143607,45.0625,0.8539125638299665,0,0,14.570225284456198,14.155662297000145
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,514,2721,1074,0.3947078280044101,1647,33,0,0,14.892194890875448,0.36535701549616517,45.3125,0.873212459828649,0,0,14.56572320503391,14.160669848479696
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,515,2654,1072,0.40391861341371516,1582,31,0,0,14.893046784762447,0.36517712777172806,45.25,0.6831300510639732,0,0,14.567975198408115,14.155645907241045
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,516,2650,1074,0.4052830188679245,1576,32,0,0,14.891506832831032,0.36565547770044365,45.3125,0.704154339142587,0,0,14.56574395253072,14.155671833350516
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,517,2628,1069,0.4067732115677321,1559,35,0,0,14.894451554375815,0.36494594827785515,45.125,0.7187952884282609,0,0,14.569483475519876,14.155659426369562
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,518,2684,1069,0.39828614008941876,1615,31,0,0,14.895813228988189,0.3654715810745964,45.3125,0.7932002689527196,0,0,14.569482259585966,14.160692335045693
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,519,2586,1066,0.41221964423820573,1520,32,0,0,14.896486386807455,0.36505461617642704,45.125,0.6191391873668903,0,0,14.571752794576438,14.150648533722185
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,520,2641,1071,0.405528209011738,1570,36,0,0,14.893136858236971,0.365207454523589,45.1875,0.9105858919765157,0,0,14.567979643673365,14.150634817842372
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,521,2703,1070,0.3958564557898631,1633,37,0,0,14.893795176406606,0.3652495036428126,45.1875,0.6551081335677849,0,0,14.568732611781478,14.160666828117032
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,522,2712,1069,0.3941740412979351,1643,40,0,0,14.894539346396435,0.364792364254273,45.125,0.6191391873668903,0,0,14.56947200830659,14.1556416202736
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,523,2661,1068,0.40135287485907556,1593,36,0,0,14.894780962069877,0.36464044461754225,45.0625,0.8539125638299665,0,0,14.57023080151936,14.160662318720075
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,524,2669,1071,0.4012738853503185,1598,36,0,0,14.894081882020277,0.36517086386835323,45.25,0.6831300510639732,0,0,14.568740228003275,14.160672843164145
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,525,2621,1071,0.40862266310568485,1550,29,0,0,14.893479679443034,0.36542257801566047,45.25,0.6831300510639732,0,0,14.56799529124642,14.155659079886188
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,526,2671,1070,0.4005990265818046,1601,42,0,0,14.894079227371712,0.3651496137363857,45.1875,0.6551081335677849,0,0,14.568735760702461,14.155656183577385
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,527,2693,1070,0.3973264017823988,1623,31,0,0,14.894452820707334,0.3649500430318207,45.1875,0.9105858919765157,0,0,14.568730891244929,14.160677549312396
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,528,2647,1072,0.40498677748394407,1575,33,0,0,14.893716742163786,0.36533507891343536,45.3125,0.704154339142587,0,0,14.567994281843191,14.155679979042242
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,529,2705,1071,0.39593345656192236,1634,41,0,0,14.894265364307051,0.36545369418691315,45.3125,0.6020797289396148,0,0,14.568735293600485,14.155659079886185
p3d_025_t14_d1,P3-D0.25,14,1,0.25,20,530,2691,1069,0.3972500929022668,1622,22,0,0,14.894646788885847,0.36469109080429296,45.125,0.806225774829855,0,0,14.570989831484255,14.160661801163617
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,501,2681,752,0.2804923535994032,1929,911,0,0,14.087472130763482,0.11558830169579859,25.875,13.999404749250353,0,11,14.00046258750579,14.000021177667138
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,502,2595,752,0.28978805394990365,1843,899,0,0,14.086791993348758,0.11483259996342901,25.8125,13.924648409684654,0,11,14.000429999867155,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,503,2680,751,0.2802238805970149,1929,935,0,0,14.086257744322486,0.11408369026353317,25.6875,14.103043406773352,0,11,14.00198217591332,14.000009412296507
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,504,2672,752,0.281437125748503,1920,921,0,0,14.086160953526623,0.11448389174461629,25.75,13.93078126548065,0,11,14.000476554250834,14.00000705922238
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,505,2723,752,0.27616599338964376,1971,953,0,0,14.087379794369918,0.11586188653590766,25.875,14.013683788830592,0,11,14.000464115983505,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,506,2721,752,0.27636898199191473,1969,924,0,0,14.08653284235723,0.11501536074948211,25.8125,14.02482917305353,0,11,14.000469296259435,14.000009412296507
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,507,2762,752,0.2722664735698769,2010,955,0,0,14.087269547344608,0.11564407058749214,25.875,14.013683788830592,0,11,14.00044971023165,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,508,2805,752,0.26809269162210336,2053,914,0,0,14.087938325994987,0.1164047817138607,25.9375,14.092403390952635,0,11,14.000460795679887,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,509,2656,751,0.28275602409638556,1905,894,0,0,14.08570510100592,0.11349767816152623,25.625,14.07539223846592,0,11,14.001994443506778,14.000004706148253
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,510,2733,752,0.2751555067691182,1981,919,0,0,14.085687678366765,0.11403244905602017,25.6875,13.855053229778658,0,11,14.000469518255226,14.00000705922238
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,511,2668,752,0.2818590704647676,1916,892,0,0,14.08690092145162,0.11500011688668556,25.8125,13.924648409684654,0,11,14.0004534491504,14.000016471518888
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,512,2595,751,0.28940269749518305,1844,937,0,0,14.085508750139509,0.11331471908544538,25.625,14.070655042795034,0,11,14.001985882600671,14.00000705922238
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,513,2669,752,0.2817534657174972,1917,924,0,0,14.086892983405917,0.11558252998031548,25.875,14.113232561441526,0,11,14.000453194923208,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,514,2721,751,0.27600147004777653,1970,966,17,0.017598343685300208,14.085312652068039,0.11313498999345924,25.5625,13.995088424157956,0,11,14.001978767071613,14.000018824593012
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,515,2654,751,0.2829691032403919,1903,891,0,0,14.085888243311935,0.11392371588138828,25.6875,14.164362557724463,0,11,14.001989092556984,14.000016471518885
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,516,2650,751,0.2833962264150943,1899,902,0,0,14.085220830096073,0.11317372217717561,25.625,14.08959426905781,0,11,14.00197582674942,14.000002353074125
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,517,2628,752,0.2861491628614916,1876,887,0,0,14.086807936981796,0.11552811816981733,25.875,14.113232561441526,0,11,14.000464658935345,14.000009412296507
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,518,2684,752,0.28017883755588674,1932,892,0,0,14.086996430556422,0.1151290981216556,25.8125,13.919859913088205,0,11,14.00045529858416,14.000009412296507
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,519,2586,752,0.2907965970610982,1834,923,0,0,14.087852505351208,0.11627803171049741,25.9375,14.097133278318207,0,11,14.00046665094782,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,520,2641,751,0.284361984096933,1890,942,13,0.013800424628450107,14.085222298731445,0.11300564219454948,25.5625,13.999851189685316,0,11,14.0019719171568,14.000009412296507
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,521,2703,752,0.2782093969663337,1951,963,0,0,14.086903002305013,0.11546021835509143,25.875,14.117955470487455,0,11,14.000462244740516,14.000014118444758
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,522,2712,752,0.27728613569321536,1960,920,0,0,14.086058565019062,0.11471919480422824,25.75,13.988090172238191,0,11,14.00046378233924,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,523,2661,751,0.28222472754603534,1910,904,0,0,14.086450896476409,0.11446915596028512,25.75,14.196243634614522,0,11,14.001990555723387,14.000014118444758
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,524,2669,752,0.2817534657174972,1917,890,0,0,14.086446684585582,0.11479867234066675,25.8125,14.02482917305353,0,11,14.000480359898447,14.000014118444758
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,525,2621,752,0.2869133918351774,1869,881,0,0,14.087096171948543,0.11534355115684057,25.8125,13.919859913088205,0,11,14.000462557993105,14.000011765370633
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,526,2671,751,0.2811681018345189,1920,937,0,0,14.08597119846456,0.11397462546603611,25.6875,14.164362557724463,0,11,14.001978937745479,14.00000705922238
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,527,2693,752,0.279242480505013,1941,916,0,0,14.08709883524016,0.11546260700053386,25.875,14.018440236583622,0,11,14.000469383379976,14.000016471518888
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,528,2647,751,0.2837174159425765,1896,903,0,0,14.086172368498689,0.11403677338304788,25.6875,14.107769726879818,0,11,14.001984003537844,14.00000705922238
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,529,2705,752,0.27800369685767096,1953,941,0,0,14.086615829554033,0.11510665756270168,25.8125,14.02482917305353,0,11,14.000456510242069,14.000014118444758
p3d_05_t14_d1,P3-D0.5,14,1,0.5,20,530,2691,752,0.2794500185804534,1939,947,0,0,14.086253145183269,0.11453834473716239,25.75,13.925994877685879,0,11,14.000468925399003,14.000016471518885
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,501,2681,1035,0.38604998135024243,1646,136,0,0,14.352625962751308,0.24255217812781285,42.0625,5.638779418751308,4,4,14.526563572614812,14.150663961065804
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,502,2595,1009,0.38882466281310213,1586,217,0,0,14.317673934899029,0.2534861834036922,40.4375,8.936582120699166,4,5,14.592058450693212,14.160683243554349
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,503,2680,1037,0.3869402985074627,1643,151,0,0,14.352195033713205,0.24214146925761587,42.125,5.65538091849995,4,4,14.524316271738357,14.150651776514362
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,504,2672,1010,0.37799401197604793,1662,212,0,0,14.317524546145863,0.25290423927886757,40.5625,9.010873061659083,4,5,14.589817682144817,14.155656825187705
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,505,2723,1036,0.38046272493573263,1687,166,0,0,14.35360257640967,0.2429444526390562,42.1875,5.647639624952475,4,4,14.528807950900255,14.155658759081026
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,506,2721,1033,0.37963983829474457,1688,131,0,0,14.355836529025703,0.24539932946032075,42.0625,5.73258231515257,4,4,14.535567088640601,14.160659448089492
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,507,2762,1037,0.3754525706010138,1725,158,0,0,14.354116201050518,0.24299682083912405,42.375,5.748912940721924,4,4,14.524244719370158,14.150650467615506
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,508,2805,1038,0.3700534759358289,1767,133,0,0,14.354554490892424,0.24330980862760127,42.375,5.725673177307043,4,4,14.524255157637041,14.150650664366802
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,509,2656,1033,0.38893072289156627,1623,153,0,0,14.35414206471355,0.2442540560330994,41.9375,5.709276077869534,4,4,14.53557980271802,14.160678537406096
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,510,2733,1031,0.37724112696670326,1702,159,0,0,14.354992603845602,0.24527856209993654,41.75,5.579725202313581,4,4,14.54007161468704,14.155651575804779
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,511,2668,1009,0.37818590704647675,1659,191,0,0,14.317493577816068,0.2530658491773838,40.5,8.97403662424738,4,5,14.589763782166745,14.155657171671082
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,512,2595,1035,0.3988439306358382,1560,138,0,0,14.352725124671517,0.24280123508677715,42,5.573747990954262,4,4,14.52876405415034,14.150645316608225
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,513,2669,1010,0.3784188834769577,1659,205,0,0,14.317341567828965,0.2530441331518778,40.5625,9.010873061659083,4,5,14.58976627719619,14.155675371269638
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,514,2721,1009,0.3708195516354281,1712,228,0,0,14.31623532874666,0.2520240277293135,40.375,8.943340166477698,4,5,14.589784828299528,14.15063781252682
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,515,2654,1037,0.3907309721175584,1617,136,0,0,14.35216570449137,0.24211059447384167,42.125,5.643580423808985,4,4,14.52651529792091,14.155628101145084
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,516,2650,1036,0.3909433962264151,1614,157,0,0,14.351610297897775,0.24165498908867775,42.0625,5.638779418751308,4,4,14.524284384160282,14.150643284339258
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,517,2628,1010,0.3843226788432268,1618,227,0,0,14.316801590742397,0.2525827402268507,40.4375,8.944038983218562,4,5,14.589787202077044,14.160672398305119
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,518,2684,1009,0.3759314456035768,1675,198,0,0,14.316690603189471,0.2522431025635584,40.4375,8.944038983218562,4,5,14.5875677418766,14.15066344350935
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,519,2586,1037,0.40100541376643467,1549,135,0,0,14.355420837374773,0.2434328276253226,42.5,5.773502691896258,4,4,14.524284530474358,14.150632118284872
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,520,2641,1036,0.39227565316168117,1605,137,0,0,14.352021915921897,0.24199878852935883,42.0625,5.626944108483752,4,4,14.524272251610206,14.150624614203464
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,521,2703,1037,0.3836477987421384,1666,144,0,0,14.351741310155035,0.24185099535337065,42.0625,5.626944108483752,4,4,14.524271830078439,14.150627634566128
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,522,2712,1009,0.3720501474926254,1703,221,0,0,14.316921234011005,0.25270106531447184,40.4375,8.936582120699166,4,5,14.58976048018669,14.155651477429132
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,523,2661,1032,0.3878241262683202,1629,167,0,0,14.354574096106951,0.24440329505260983,41.8125,5.6002232098372655,4,4,14.537828347031143,14.160687851326953
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,524,2669,1010,0.3784188834769577,1659,211,0,0,14.317123266242929,0.25280880816424245,40.4375,8.944038983218562,4,5,14.589842374806539,14.155646869656527
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,525,2621,1038,0.39603204883632204,1583,123,0,0,14.353160733453542,0.24238623554513472,42.3125,5.712194557844355,4,4,14.524276566078273,14.155653928878905
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,526,2671,1010,0.3781355297641333,1661,199,0,0,14.316663356248624,0.2522914881570295,40.5,8.981462390204987,4,5,14.58752978011958,14.15061958725005
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,527,2693,1034,0.38395841069439285,1659,151,0,0,14.35540735652843,0.24485813457432348,42.0625,5.7209410647783,4,4,14.535564733895423,14.1556416202736
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,528,2647,1037,0.3917642614280317,1610,133,0,0,14.352185825205602,0.24228289915231588,42.125,5.678908345800274,4,4,14.524278947332927,14.15064286515845
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,529,2705,1009,0.37301293900184845,1696,216,0,0,14.316952056546194,0.25269041354108696,40.4375,8.944038983218562,4,5,14.58754961765585,14.155670121886711
p3d_075_t14_d1,P3-D0.75,14,1,0.75,20,530,2691,1032,0.3835005574136009,1659,149,0,0,14.355406989188285,0.24514767972919838,41.8125,5.588306243099662,4,4,14.540054122467055,14.155651477429132
p3u_t14_d3,P3-U,14,3,1,20,501,2681,1043,0.38903394255874674,1638,145,0,0,13.565691726055567,7.904320284471002,42.5625,5.291108894488312,3,0,11.380097147860308,11.165727639090033
p3u_t14_d3,P3-U,14,3,1,20,502,2595,1045,0.4026974951830443,1550,107,0,0,13.564728666865946,7.903821091067224,42.75,5.335416259924493,3,0,11.380095217591933,11.17070678733212
p3u_t14_d3,P3-U,14,3,1,20,503,2680,1042,0.3888059701492537,1638,129,0,0,13.564538608619882,7.902893481390668,42.5,5.0990195135927845,3,0,11.383096000556275,11.165722834566132
p3u_t14_d3,P3-U,14,3,1,20,504,2672,1045,0.3910928143712575,1627,109,0,0,13.563757682874018,7.903333752325544,42.6875,5.35062301668382,3,0,11.380100756888577,11.17072768648818
p3u_t14_d3,P3-U,14,3,1,20,505,2723,1044,0.3834006610356225,1679,127,0,0,13.56551383919509,7.904888371042055,42.6875,5.237286192931093,3,0,11.37709893163902,11.16571961745217
p3u_t14_d3,P3-U,14,3,1,20,506,2721,1044,0.3836824696802646,1677,101,0,0,13.564919480216577,7.903633998994324,42.6875,5.313112709765027,3,0,11.380098559704784,11.165706962363489
p3u_t14_d3,P3-U,14,3,1,20,507,2762,1043,0.3776249094858798,1719,123,0,0,13.56468751172842,7.902904027579192,42.6875,5.38787218358664,3,0,11.380095854066612,11.16571961745217
p3u_t14_d3,P3-U,14,3,1,20,508,2805,1046,0.37290552584670233,1759,90,0,0,13.566959105616798,7.903770275084926,43,5.033222956847166,3,0,11.383087011065522,11.170735930555553
p3u_t14_d3,P3-U,14,3,1,20,509,2656,1043,0.3926957831325301,1613,109,0,0,13.564536547649052,7.904578563266302,42.5625,4.9661353183335635,3,0,11.383091246598946,11.165707407222513
p3u_t14_d3,P3-U,14,3,1,20,510,2733,1045,0.3823637028905964,1688,104,0,0,13.564714504606757,7.9043947903030745,42.6875,5.016223679223247,3,0,11.383090101669884,11.165721846472437
p3u_t14_d3,P3-U,14,3,1,20,511,2668,1046,0.39205397301349326,1622,107,0,0,13.563384551732634,7.902427130454357,42.8125,5.218157401484423,3,0,11.380096002931246,11.175731271805446
p3u_t14_d3,P3-U,14,3,1,20,512,2595,1043,0.40192678227360307,1552,116,0,0,13.563229321374582,7.903382388225217,42.5,5.378971401051816,3,0,11.380090907626183,11.165716498713861
p3u_t14_d3,P3-U,14,3,1,20,513,2669,1043,0.390783064818284,1626,125,0,0,13.564884553878585,7.903703934455006,42.625,5.289927535735564,3,0,11.38008478544284,11.165752504408376
p3u_t14_d3,P3-U,14,3,1,20,514,2721,1045,0.3840499816244028,1676,117,0,0,13.56433603685934,7.9047200366990635,42.625,5.097384950475424,3,0,11.383099032135252,11.175715844461827
p3u_t14_d3,P3-U,14,3,1,20,515,2654,1043,0.392991710625471,1611,118,0,0,13.564354933398786,7.904618604963404,42.5,5.291502622129181,3,0,11.38010332906904,11.17070688570777
p3u_t14_d3,P3-U,14,3,1,20,516,2650,1044,0.3939622641509434,1606,116,0,0,13.562310036701236,7.904694734926506,42.4375,5.328774092916055,3,0,11.38010292869592,11.170738506059193
p3u_t14_d3,P3-U,14,3,1,20,517,2628,1044,0.3972602739726027,1584,105,0,0,13.564693261606307,7.904289569057089,42.625,5.251983752196243,3,0,11.380092511953757,11.165719395022661
p3u_t14_d3,P3-U,14,3,1,20,518,2684,967,0.3602831594634873,1717,311,0,0,13.565280618585097,7.9037913251667264,37.9375,13.892294027025677,3,0,11.380083507056074,11.17072511098454
p3u_t14_d3,P3-U,14,3,1,20,519,2586,1044,0.4037122969837587,1542,102,0,0,13.567747106697876,7.903431922267334,42.8125,5.256345371707101,3,0,11.380079972460123,11.170733034246753
p3u_t14_d3,P3-U,14,3,1,20,520,2641,981,0.3714502082544491,1660,291,0,0,13.563968388410453,7.904843684791288,38.625,11.672617529928752,3,0,11.377092157574067,11.165717041948533
p3u_t14_d3,P3-U,14,3,1,20,521,2703,1045,0.3866074731779504,1658,113,0,0,13.564901511120162,7.904227832322584,42.6875,5.016223679223247,3,0,11.38308527328024,11.170720503211935
p3u_t14_d3,P3-U,14,3,1,20,522,2712,1045,0.3853244837758112,1667,117,0,0,13.563767000139931,7.903284137367813,42.625,5.162363799656123,3,0,11.380096061956635,11.175738108598313
p3u_t14_d3,P3-U,14,3,1,20,523,2661,1044,0.3923337091319053,1617,100,0,0,13.564903948222305,7.9036303742765135,42.6875,5.055937104039171,3,0,11.380098634137099,11.165715009679566
p3u_t14_d3,P3-U,14,3,1,20,524,2669,1043,0.390783064818284,1626,118,0,0,13.56436674448128,7.904611864662991,42.5,5.291502622129181,3,0,11.380103462526748,11.170735412999097
p3u_t14_d3,P3-U,14,3,1,20,525,2621,1046,0.3990843189622282,1575,98,0,0,13.564908670294825,7.904156113457629,42.875,5.315072906367325,3,0,11.380094768162937,11.17573372325522
p3u_t14_d3,P3-U,14,3,1,20,526,2671,1041,0.3897416697865968,1630,111,0,0,13.5662314802668,7.905637113691261,42.4375,5.26584909265986,3,0,11.38010500782893,11.165714688874406
p3u_t14_d3,P3-U,14,3,1,20,527,2693,1046,0.3884144077237282,1647,96,0,0,13.564535614779937,7.903985514876968,42.8125,5.369279902060113,3,0,11.380089613832489,11.17573661956402
p3u_t14_d3,P3-U,14,3,1,20,528,2647,1042,0.3936531922931621,1605,134,0,0,13.565510815936833,7.904562794965323,42.5,5.266244708835067,3,0,11.380095453693489,11.165729572983354
p3u_t14_d3,P3-U,14,3,1,20,529,2705,1044,0.3859519408502773,1661,99,0,0,13.563759414790184,7.903339901495406,42.625,5.32760108616752,3,0,11.380109612921625,11.165719395022657
p3u_t14_d3,P3-U,14,3,1,20,530,2691,1044,0.3879598662207358,1647,132,0,0,13.564734086647663,7.904285037409904,42.625,4.9916597106239795,3,0,11.380083389005295,11.165730116218024
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,501,2681,938,0.34986945169712796,1743,404,0,0,14.398423826336753,0.6497585371052711,35.875,11.938034455749685,1,9,14.110324833188557,14.105430529364764
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,502,2595,972,0.3745664739884393,1623,325,0,0,14.4135950863669,0.6421714745602592,37.875,10.726136303441235,1,8,14.236226655261792,14.160656872585852
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,503,2680,970,0.3619402985074627,1710,369,0,0,14.413545809177302,0.6425043701471528,37.8125,10.746898777476847,1,8,14.236971703016547,14.160677450936749
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,504,2672,970,0.3630239520958084,1702,359,0,0,14.413829325786475,0.6422162623093101,37.8125,10.746898777476847,1,8,14.236978055607917,14.160672522358983
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,505,2723,938,0.3444730077120823,1785,439,6,0.01366742596810934,14.39889786467965,0.6496622004648732,35.8125,11.822119099383155,1,9,14.111083104549946,14.110454149798253
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,506,2721,972,0.3572216097023153,1749,339,0,0,14.413889041077615,0.6425213712434095,38,10.726913193769523,1,8,14.235487414003625,14.160631339978973
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,507,2762,939,0.3399710354815351,1823,451,0,0,14.398885420960644,0.6499469977513249,36,11.983321743156194,1,9,14.111066735165283,14.110456725301892
p3d_025_t14_d3,P3-D0.25,14,3,0.25,20,508,2805,938,0.3344028520499109,1867,448,0,0,14.399033513486833,0.6501779347576907,35.9375,12.074594541156788,1,9,14.111078445474812,14.110448998790975
