setting,policy,target,delay,damping,runs,periods,requests_mean,requests_ci_low,requests_ci_high,dispatched_mean,dispatched_ci_low,dispatched_ci_high,completion_rate_mean,completion_rate_ci_low,completion_rate_ci_high,first24_completion_rate_mean,first24_completion_rate_ci_low,first24_completion_rate_ci_high,late24_service_ratio_mean,late24_service_ratio_ci_low,late24_service_ratio_ci_high,final_queue_mean,final_queue_ci_low,final_queue_ci_high,final_queue_north_mean,final_queue_north_ci_low,final_queue_north_ci_high,final_queue_central_mean,final_queue_central_ci_low,final_queue_central_ci_high,final_queue_south_mean,final_queue_south_ci_low,final_queue_south_ci_high,late_trip_north_share_mean,late_trip_north_share_ci_low,late_trip_north_share_ci_high,late_trip_central_share_mean,late_trip_central_share_ci_low,late_trip_central_share_ci_high,late_trip_south_share_mean,late_trip_south_share_ci_low,late_trip_south_share_ci_high,late_budget_mean_mean,late_budget_mean_ci_low,late_budget_mean_ci_high,late_budget_sd_mean,late_budget_sd_ci_low,late_budget_sd_ci_high,late_dispatch_mean_mean,late_dispatch_mean_ci_low,late_dispatch_mean_ci_high,late_dispatch_sd_mean,late_dispatch_sd_ci_low,late_dispatch_sd_ci_high,late_use_mean_mean,late_use_mean_ci_low,late_use_mean_ci_high,late_use_sd_mean,late_use_sd_ci_low,late_use_sd_ci_high,late_direction_changes_mean,late_direction_changes_ci_low,late_direction_changes_ci_high,final_central_budget_mean,final_central_budget_ci_low,final_central_budget_ci_high,target_gap_mean,target_gap_ci_low,target_gap_ci_high,first_sustained_within_point_one_mean,first_sustained_within_point_one_ci_low,first_sustained_within_point_one_ci_high,first_sustained_dispatch_below_40_mean,first_sustained_dispatch_below_40_ci_low,first_sustained_dispatch_below_40_ci_high
p3u_t14.15,P3-U,14.15,1,1,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5064.766666666666,5063.891724706906,5065.641608626427,0.33821412299656717,0.3372882904459613,0.339139955547173,0.37851314418482485,0.3760920800807128,0.38093420828893687,0.32888140638692803,0.3262532509802862,0.3315095617935699,9911.1,9870.44122112977,9951.758778870231,1987.1666666666667,1969.692890023034,2004.6404433102996,5938.933333333333,5912.748415050056,5965.118251616611,1985,1965.7012717469802,2004.2987282530198,0.334080255529101,0.3340047193426235,0.33415579171557847,0.3321362248468428,0.3320786256311233,0.3321938240625623,0.3337835196240564,0.3336657002648895,0.3339013389832233,14.563566012539352,14.561089841266067,14.566042183812637,0.03701571719304489,0.03680621078700607,0.03722522359908371,42.15138888888889,42.14408090268135,42.158696875096425,0.685578739271977,0.5049762175162176,0.8661812610277364,14.14135019300821,14.141313418528558,14.141386967487861,0.0034416211564809343,0.002534904945367859,0.00434833736759401,0.06666666666666667,-0.06399999999999999,0.1973333333333333,14.621341366531562,14.619320143837562,14.623362589225561,0.4135660125393525,0.4110898412660681,0.41604218381263686,12,12,12,0,0,0
p3d_025_t14.15,P3-D0.25,14.15,1,0.25,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5158.6,5158.324411768098,5158.875588231903,0.3444801067009483,0.3435391388731879,0.34542107452870874,0.39862772478491293,0.3958334603989095,0.40142198917091637,0.32874112174784287,0.32610287140137045,0.3313793720943153,9817.266666666666,9776.61412385006,9857.919209483272,1966.5,1949.2288851333901,1983.7711148666099,5884.3,5857.986357603253,5910.613642396747,1966.4666666666667,1947.3590824004539,1985.5742509328795,0.33392654450582465,0.33370003641855467,0.33415305259309463,0.3322786630359591,0.3321891415685541,0.3323681845033641,0.33379479245821625,0.33357870082032137,0.3340108840961111,14.839573617151464,14.839401389969465,14.839745844333462,0.00962938080380057,0.009575002452543913,0.009683759155057226,42.133333333333326,42.12198479721493,42.14468186945172,1.3469240437483776,1.1346542849979713,1.559193802498784,14.141260089625495,14.141203292680311,14.14131688657068,0.006763156540656136,0.0056972535654636735,0.0078290595158486,1.5333333333333334,1.2254552662116898,1.841211400454977,14.853594317823879,14.853385940130329,14.853802695517428,0.6895736171514643,0.6894013899694652,0.6897458443334633,0,0,0,0,0,0
p3d_05_t14.15,P3-D0.5,14.15,1,0.5,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5109.366666666667,5109.146610386858,5109.586722946476,0.34119225860815916,0.3402678065082931,0.34211671070802524,0.396112447983026,0.3936416749898445,0.39858322097620746,0.32897906547434175,0.32634795631051616,0.33161017463816733,9866.5,9825.960162450921,9907.039837549079,1977.8666666666666,1960.404606619578,1995.328726713755,5913.233333333334,5886.843024998499,5939.623641668169,1975.4,1956.3869664933122,1994.413033506688,0.33401411873867043,0.33398412608702416,0.3340441113903167,0.33203770383489123,0.3320078886545565,0.33206751901522596,0.33394817742643834,0.3338883695944573,0.3340079852584194,14.827027573506852,14.82675392164245,14.827301225371254,0.018069069045600756,0.017896185782944,0.018241952308257512,42.16388888888889,42.160106043516095,42.16767173426169,0.6367739514831541,0.40212254632731886,0.8714253566389893,14.141413066228692,14.141393997989216,14.141432134468168,0.003197175600595613,0.0020191182506934034,0.0043752329504978225,1,0.6360371371729783,1.3639628628270217,14.855737923269237,14.855402219976899,14.856073626561574,0.6770275735068514,0.6767539216424499,0.6773012253712529,0,0,0,0,0,0
p3d_075_t14.15,P3-D0.75,14.15,1,0.75,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5041.966666666666,5041.901333333333,5042.031999999999,0.3366914956128264,0.33577636399447347,0.33760662723117935,0.3914325086253753,0.3889117306106339,0.39395328664011675,0.3124203989015332,0.30992632498807693,0.3149144728149895,9933.9,9893.316117015876,9974.483882984123,1992.0666666666666,1974.6260631831362,2009.507270150197,5952.466666666666,5926.329886664068,5978.6034466692645,1989.3666666666666,1970.1837213213187,2008.5496120120144,0.3295872355185571,0.3294197532773333,0.32975471775978094,0.3517169614984391,0.3517169614984391,0.3517169614984391,0.3186958029830037,0.31852832074177984,0.3188632852242276,14.94869913612979,14.94866825481244,14.94873001744714,0.0737797870189438,0.07376389460095893,0.07379567943692868,40.041666666666664,40.041666666666664,40.041666666666664,7.6119917205970635,7.60237602020242,7.621607420991707,14.213673035330562,14.213672115994255,14.213673954666868,0.24297531658902916,0.24292459246024195,0.24302604071781636,1.0666666666666667,0.9359999999999999,1.1973333333333334,14.624725205130513,14.624572799596455,14.624877610664571,0.7986991361297885,0.7986682548124387,0.7987300174471382,0,0,0,0,0,0
p2_b14.2,P2,14.2,0,0,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5039.933333333333,5039.8026666666665,5040.064,0.33655567505943934,0.33564278059689817,0.3374685695219805,0.37669401590672064,0.37429140121621174,0.37909663059722953,0.3277000646126384,0.32508401205825344,0.33031611716702336,9935.933333333332,9895.377903137422,9976.488763529243,1992.5333333333333,1975.1049374539873,2009.9617292126793,5953.466666666666,5927.334448529541,5979.598884803791,1989.9333333333334,1970.7673255949348,2009.099341071732,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.19999999999999,14.199999999999989,14.199999999999992,5.443687297790757e-15,5.443687297790756e-15,5.4436872977907576e-15,42,42,42,0,0,0,14.140590186099708,14.140589343671945,14.14059102852747,0.00001189176050607304,0.000011196931831202485,0.000012586589180943596,0,0,0,14.199999999999992,14.19999999999999,14.199999999999994,-5.329070518200751e-15,-5.329070518200751e-15,-5.329070518200751e-15,1,1,1,0,0,0
p3u_t14.2,P3-U,14.2,1,1,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5017.466666666666,5015.6066933796665,5019.326639953666,0.33505563598163424,0.33412695510438445,0.335984316858884,0.3866986152234919,0.38416572866618665,0.3892315017807972,0.3283718663861506,0.3255396345381006,0.33120409823420066,9958.4,9917.63132847591,9999.168671524088,1997.8,1980.3155331833632,2015.2844668166367,5966.033333333334,5939.88308357855,5992.183583088117,1994.5666666666666,1975.3977216970277,2013.7356116363055,0.3458059719475558,0.3448890007871071,0.3467229431080045,0.33383791536562063,0.33258023793181446,0.3350955927994268,0.3203561126868235,0.31931922420251974,0.3213930011711273,14.459358395084053,14.457339015939922,14.461377774228183,0.229229453983845,0.22610343407900182,0.23235547388868819,42.086111111111116,41.946080122629255,42.22614209959298,7.019332955830382,6.787866325098992,7.250799586561772,14.189388767986923,14.184422838095378,14.194354697878468,0.19547357383999206,0.18639795096307346,0.20454919671691066,1.1666666666666667,1.0310257162388914,1.302307617094442,14.723938967527172,14.718015608233893,14.72986232682045,0.25935839508405256,0.2573390159399232,0.2613777742281819,0,0,0,0,0,0
p3d_025_t14.2,P3-D0.25,14.2,1,0.25,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5173.533333333334,5172.94847069432,5174.118195972347,0.345477336301654,0.3445323120174756,0.3464223605858324,0.3873703856073852,0.3848852397413025,0.38985553147346785,0.34006655436123434,0.3373110324598504,0.3428220762626183,9802.333333333334,9761.667389160366,9842.999277506302,1963.5666666666666,1946.4195001574435,1980.7138331758897,5875.166666666667,5848.744352649767,5901.588980683567,1963.6,1944.5500757439584,1982.6499242560415,0.33077485769202924,0.3305220345618584,0.3310276808222001,0.32121489070671055,0.3209693746034233,0.3214604068099978,0.3480102516012605,0.3475119123678023,0.34850859083471863,14.888975352858148,14.88866002348485,14.889290682231447,0.05408275387921792,0.05369429869238914,0.054471209066046695,43.58472222222222,43.55138577760369,43.618058666840746,2.020628878124325,1.7768441012470102,2.26441365500164,14.148547324774885,14.14838008181235,14.14871456773742,0.010145620705769647,0.008921567492808282,0.011369673918731012,0,0,0,14.981912299033002,14.981201273781,14.982623324285004,0.6889753528581483,0.6886600234848491,0.6892906822314474,0,0,0,0,0,0
p3d_05_t14.2,P3-D0.5,14.2,1,0.5,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5091.733333333334,5091.395372261872,5092.0712944047955,0.3400148180190318,0.3390897313562548,0.34093990468180874,0.38770848136785624,0.385188411916077,0.3902285508196355,0.31993247820998244,0.3173354419072608,0.32252951451270406,9884.133333333333,9843.538312304241,9924.728354362425,1981.6333333333334,1964.063943705554,1999.2027229611128,5923.1,5896.753454301316,5949.4465456986845,1979.4,1960.3825543999878,1998.4174456000123,0.3438342824613685,0.34351792886307775,0.34415063605965923,0.34346165303621173,0.34329338626543476,0.3436299198069887,0.31270406450241967,0.31226986146314845,0.3131382675416909,14.81155555610106,14.811174398004091,14.81193671419803,0.1461853981649738,0.14609791234651773,0.14627288398342989,41.004166666666684,40.98406692336695,41.024266409966415,7.607975464619293,7.577933213949399,7.638017715289187,14.218503752366143,14.218403018604608,14.218604486127678,0.24437600593041503,0.24419087344300172,0.24456113841782834,2,2,2,14.572899340584486,14.572501175619092,14.573297505549881,0.6115555561010599,0.6111743980040909,0.611936714198029,0,0,0,0,0,0
p3d_075_t14.2,P3-D0.75,14.2,1,0.75,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5108.733333333334,5108.504425414621,5108.962241252046,0.3411500641308302,0.3402209113178336,0.3420792169438268,0.3798327665501312,0.3774189274309436,0.38224660566931884,0.3383503014217129,0.33546865831547423,0.3412319445279516,9867.133333333333,9826.52189093994,9907.744775726727,1977.9666666666667,1960.5044169680625,1995.4289163652709,5913.633333333333,5887.185228954644,5940.081437712022,1975.5333333333333,1956.5277020581407,1994.538964608526,0.32457941260977635,0.3243631483256274,0.3247956768939253,0.32285435177966837,0.3223876987336632,0.32332100482567355,0.3525662356105554,0.3520048010569064,0.3531276701642044,14.65473845848862,14.653293027981807,14.656183888995432,0.16485912516395546,0.16343373347969856,0.16628451684821235,43.36388888888889,43.30136967430311,43.426408103474664,1.5738722986282743,1.5453562136420103,1.6023883836145383,14.147439521162589,14.147125439497474,14.147753602827704,0.007902320638559147,0.007759454794749018,0.008045186482369278,0,0,0,14.940034034198057,14.939516607468287,14.940551460927827,0.45473845848862043,0.4532930279818075,0.4561838889954334,0,0,0,0,0,0
p2_b14.25,P2,14.25,0,0,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5039.933333333333,5039.8026666666665,5040.064,0.33655567505943934,0.33564278059689817,0.3374685695219805,0.37669401590672064,0.37429140121621174,0.37909663059722953,0.3277000646126384,0.32508401205825344,0.33031611716702336,9935.933333333332,9895.377903137422,9976.488763529243,1992.5333333333333,1975.1049374539873,2009.9617292126793,5953.466666666666,5927.334448529541,5979.598884803791,1989.9333333333334,1970.7673255949348,2009.099341071732,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.25,14.25,14.25,0,0,0,42,42,42,0,0,0,14.140590186099708,14.140589343671945,14.14059102852747,0.00001189176050607304,0.000011196931831202485,0.000012586589180943596,0,0,0,14.25,14.25,14.25,0,0,0,1,1,1,0,0,0
p3u_t14.25,P3-U,14.25,1,1,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5109.7,5106.801749302864,5112.598250697136,0.34121346411677284,0.3403205401140795,0.3421063881194662,0.3864736696091707,0.3839890389974831,0.38895830022085826,0.3325069833926835,0.3295640802334389,0.33544988655192803,9866.166666666666,9826.303722847102,9906.02961048623,1977.7333333333333,1960.467797141698,1994.9988695249688,5912.866666666667,5886.8499431514465,5938.883390181887,1975.5666666666666,1956.5610470081192,1994.572286325214,0.3313932271665375,0.33033446760211177,0.33245198673096327,0.33056733280126527,0.3294650533945271,0.33166961220800345,0.3380394400321974,0.3364300691186852,0.33964881094570953,14.665839433599468,14.66427355111018,14.667405316088756,0.28327405515877263,0.28167719598315183,0.28487091433439343,42.615277777777784,42.48181994119092,42.74873561436465,5.4430791858094,5.21250619694467,5.67365217467413,14.229359159573562,14.225988831187603,14.23272948795952,0.2614802381832634,0.2574139095298502,0.26554656683667655,2,2,2,14.992181930543476,14.990088852944735,14.994275008142216,0.4158394335994667,0.4142735511101778,0.4174053160887556,0,0,0,0,0,0
p3d_025_t14.25,P3-D0.25,14.25,1,0.25,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5088,5081.816914730632,5094.183085269368,0.3397635518457531,0.3388418751454047,0.34068522854610145,0.3972366218008107,0.39469360547897797,0.39977963812264344,0.3229700006715816,0.3200365311465475,0.3259034701966157,9887.866666666667,9848.26046793049,9927.472865402844,1982.6,1965.3696223775712,1999.8303776224286,5925.1,5899.132267850051,5951.06773214995,1980.1666666666667,1961.19793080798,1999.1354025253536,0.32674907913244006,0.3260245924204688,0.32747356584441134,0.3415635651385808,0.3397429647282583,0.34338416554890333,0.3316873557289792,0.3303136132867442,0.33306109817121426,14.922780149631787,14.921790959715175,14.9237693395484,0.06976072799940354,0.06940330657083804,0.07011814942796904,41.39444444444444,41.1962997817234,41.59258910716548,9.948465692559886,9.753534172760403,10.143397212359368,14.272977611567804,14.267282008808094,14.278673214327513,0.29777223676349146,0.29184302613521523,0.3037014473917677,2,2,2,15.012563232473616,15.011005371510066,15.014121093437165,0.6727801496317913,0.6717909597151783,0.6737693395484043,0,0,0,0,0,0
p3d_05_t14.25,P3-D0.5,14.25,1,0.5,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5091.933333333333,5089.2971208406625,5094.569545826004,0.34002817995690365,0.3390863446365225,0.3409700152772848,0.3934214382843713,0.3909708332561371,0.39587204331260556,0.3205527258184396,0.31801180965223935,0.3230936419846398,9883.933333333332,9843.251365459351,9924.615301207314,1981.4666666666667,1964.0304184428485,1998.902914890485,5923.133333333333,5896.57921656813,5949.687450098537,1979.3333333333333,1960.306200200645,1998.3604664660215,0.3287946376773033,0.32777039652054407,0.3298188788340626,0.3448260896373749,0.3441454221478524,0.3455067571268974,0.32637927268532185,0.3250597895335883,0.32769875583705543,14.842725530544946,14.840047384657305,14.845403676432587,0.14709889976997406,0.14590374711823323,0.1482940524217149,41.08472222222223,41.003480640151835,41.16596380429263,9.487861078854527,9.346220940887564,9.62950121682149,14.301824889106022,14.301417211591543,14.302232566620502,0.33184721322388294,0.33114176785742655,0.33255265859033933,2.933333333333333,2.8425450443861253,3.024121622280541,14.782103876734068,14.737742018363788,14.826465735104348,0.5927255305449433,0.5900473846573028,0.5954036764325837,0,0,0,0,0,0
p3d_075_t14.25,P3-D0.75,14.25,1,0.75,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5128.333333333333,5128.161759594396,5128.50490707227,0.3424588768173614,0.3415278008194118,0.34338995281531104,0.38668571010979963,0.38419233245435547,0.3891790877652438,0.33576427710506135,0.33304867136163163,0.33847988284849106,9847.533333333333,9806.945818318109,9888.120848348557,1973.1666666666667,1955.6154824230753,1990.7178509102582,5902.766666666666,5876.420903104267,5929.1124302290655,1971.6,1952.6486106559712,1990.5513893440286,0.3301388212015697,0.3299573848146421,0.33032025758849726,0.327266389673877,0.32709160192765047,0.32744117742010354,0.34259478912455354,0.34224414855721635,0.34294542969189074,14.728498466860668,14.728063109091792,14.728933824629543,0.19851857517368632,0.1983353613274005,0.19870178901997212,43.03333333333333,43.01036764734145,43.056299019325216,5.304246646721755,5.289317572483904,5.319175720959606,14.228693043084101,14.228577825983054,14.228808260185149,0.25632986453917744,0.2562608061601642,0.25639892291819066,2,2,2,14.865744775908777,14.865271600734019,14.866217951083534,0.478498466860669,0.4780631090917934,0.4789338246295446,0,0,0,0,0,0
p2_b14.5,P2,14.5,0,0,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5039.933333333333,5039.8026666666665,5040.064,0.33655567505943934,0.33564278059689817,0.3374685695219805,0.37669401590672064,0.37429140121621174,0.37909663059722953,0.3277000646126384,0.32508401205825344,0.33031611716702336,9935.933333333332,9895.377903137422,9976.488763529243,1992.5333333333333,1975.1049374539873,2009.9617292126793,5953.466666666666,5927.334448529541,5979.598884803791,1989.9333333333334,1970.7673255949348,2009.099341071732,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.5,14.5,14.5,0,0,0,42,42,42,0,0,0,14.140590186099708,14.140589343671945,14.14059102852747,0.00001189176050607304,0.000011196931831202485,0.000012586589180943596,0,0,0,14.5,14.5,14.5,0,0,0,1,1,1,0,0,0
p3u_t14.5,P3-U,14.5,1,1,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5165.033333333334,5157.709636387788,5172.357030278879,0.3449094784103774,0.3438580771374466,0.3459608796833082,0.38539585185222847,0.38276842184806875,0.3880232818563882,0.335543322896096,0.3328904948037406,0.3381961509884514,9810.833333333334,9769.696932691351,9851.969733975317,1965.6333333333334,1948.234415308225,1983.032251358442,5880.433333333333,5854.099807641034,5906.766859025633,1964.7666666666667,1945.53287172649,1984.0004616068434,0.331275726618139,0.3281354812495719,0.33441597198670603,0.3341036325733635,0.3322464070640323,0.3359608580826947,0.3346206408084976,0.3313811305710316,0.3378601510459637,14.91307127414969,14.903101327769512,14.923041220529868,0.2937602393921305,0.28779768083598967,0.2997227979482713,43.009722222222216,42.790703618719476,43.228740825724955,7.4189638195880105,6.9861156786163345,7.8518119605596866,14.510486653684243,14.497809022732792,14.523164284635694,0.4746612681338857,0.47110111062830845,0.47822142563946296,6.666666666666667,6.471042505938662,6.862290827394672,14.848918075502763,14.74757846111611,14.950257689889416,0.4130712741496925,0.40310132776951546,0.4230412205298696,0,0,0,0,0,0
p3d_025_t14.5,P3-D0.25,14.5,1,0.25,30,120,14975.866666666667,14935.292753039002,15016.440580294331,4547.233333333334,4546.218216904551,4548.248449762116,0.30365418574514114,0.30283100667438373,0.30447736481589854,0.38018334975145013,0.3777285236370432,0.3826381758658571,0.28586110161358963,0.28368251403878364,0.2880396891883956,10428.633333333333,10388.111827671672,10469.154838994995,2094.133333333333,2075.0775842461935,2113.189082420473,6244.733333333334,6218.24328149021,6271.223385176457,2089.766666666667,2071.8675657906847,2107.665767542649,0.3898767400970227,0.3885710898985977,0.39118239029544777,0.39284762721661676,0.3919511466982248,0.39374410773500873,0.2172756326863606,0.21582914659140498,0.21872211878131623,14.97852535743712,14.977087916138174,14.979962798736064,0.06447786630814346,0.06348378600636696,0.06547194660991996,36.638888888888886,36.57274702090253,36.70503075687524,12.07650827406701,12.0188483946105,12.13416815352352,14.504750177004537,14.497565301379161,14.511935052629912,0.43957893264688896,0.4375065864249227,0.44165127886885525,7.466666666666667,7.2228145665254235,7.71051876680791,14.951837436593454,14.938717405963887,14.964957467223021,0.47852535743712127,0.4770879161381754,0.4799627987360671,0,0,0,0,0,0
p3d_05_t14.5,P3-D0.5,14.5,1,0.5,30,120,14975.866666666667,14935.292753039002,15016.440580294331,4834.066666666667,4828.072920367621,4840.060412965712,0.32280821444014074,0.32185122926800186,0.3237651996122796,0.37889212940679246,0.3764185273358195,0.3813657314777654,0.31227479278074655,0.3090939984251447,0.3154555871363484,10141.8,10100.90968349352,10182.690316506478,2034.8,2016.0270415659168,2053.5729584340834,6075.433333333333,6049.626564004278,6101.240102662388,2031.5666666666666,2012.8971850053586,2050.2361483279747,0.3618395330885861,0.3601714576937841,0.36350760848338803,0.3590347546529121,0.3567134062866169,0.36135610301920734,0.27912571225850175,0.27726009508944816,0.28099132942755534,14.92550220890533,14.919636600139304,14.931367817671356,0.15719401696871196,0.15448714174244726,0.15990089219497666,40.02222222222222,39.78850438449615,40.25594005994829,10.351840729916512,10.14265371760041,10.561027742232614,14.494101554923807,14.485094545787101,14.503108564060513,0.4541804782567405,0.45190872573568575,0.4564522307777953,5.666666666666667,5.412181686041121,5.921151647292213,14.817889946940378,14.799165110299837,14.836614783580918,0.42550220890533236,0.4196366001393054,0.4313678176713593,0,0,0,0,0,0
p3d_075_t14.5,P3-D0.75,14.5,1,0.75,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5061.333333333333,5054.401244674056,5068.26542199261,0.337986500897359,0.3368851843580096,0.33908781743670835,0.38961647974683605,0.3870445480631011,0.392188411430571,0.3298243078380906,0.32660054089121443,0.33304807478496673,9914.533333333333,9872.120207898697,9956.946458767969,1988.0333333333333,1970.1537814365254,2005.9128852301412,5940.666666666667,5913.753697262575,5967.579636070759,1985.8333333333333,1966.5836123600855,2005.083054306581,0.34526000924741873,0.3431162889019969,0.34740372959284055,0.33977144952024724,0.3380296849362265,0.341513214104268,0.31496854123233403,0.3116496293447437,0.31828745311992435,14.943634012306408,14.938784428885308,14.948483595727508,0.19814126969606222,0.19256417789726427,0.20371836149486017,42.27083333333333,42.06420336579089,42.47746330087577,7.906070750635564,7.597792948677393,8.214348552593735,14.499865222503873,14.49195951591331,14.507770929094436,0.4695268587703405,0.4666308075524095,0.4724229099882715,7.466666666666667,7.188950308706018,7.744383024627315,15.0191051681046,14.947555889237798,15.090654446971403,0.44363401230640764,0.4387844288853084,0.4484835957275069,0,0,0,0,0,0
p2_b15,P2,15,0,0,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5038.133333333333,5035.685053630784,5040.581613035883,0.3364353520699614,0.3355139833682652,0.33735672077165757,0.37635869548943296,0.37384764957370964,0.3788697414051563,0.3277000646126384,0.32508401205825344,0.33031611716702336,9937.733333333334,9897.197506083981,9978.269160582686,1993,1975.5409072137313,2010.4590927862687,5954.466666666666,5928.435859967489,5980.497473365844,1990.2666666666667,1971.066591673199,2009.4667416601344,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,15,15,15,0,0,0,42,42,42,0,0,0,14.140590215926961,14.140589369177524,14.140591062676398,0.000012043986566131432,0.000011355979236664826,0.000012731993895598037,0,0,0,15,15,15,0,0,0,1,1,1,0,0,0
p3u_t15,P3-U,15,1,1,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5231.3,5230.6547139278255,5231.945286072175,0.3493348307511159,0.34838097571096655,0.3502886857912652,0.39213016102106985,0.38960258151675964,0.39465774052538005,0.3448650526798486,0.3421073515155795,0.3476227538441177,9744.566666666668,9703.926535447614,9785.206797885721,1951.6666666666667,1934.319636781878,1969.0136965514555,5840.733333333334,5814.1658836141305,5867.300783052537,1952.1666666666667,1933.0862898821913,1971.2470434511422,0.3413468882829923,0.3410768579104352,0.34161691865554944,0.337482094770939,0.33727609356594357,0.3376880959759344,0.3211710169460688,0.32074544577476527,0.32159658811737235,15.479151750583998,15.478357472466266,15.47994602870173,0.30055738636448903,0.300301115395272,0.3008136573337061,44.199999999999996,44.173041894287586,44.226958105712406,4.782268385018672,4.707797620543886,4.856739149493459,15.06369970353751,15.063564908331786,15.063834498743235,0.27972218145471167,0.2795274010643763,0.27991696184504705,3,3,3,15.218310080654273,15.216708638054723,15.219911523253824,0.47915175058399545,0.47835747246626387,0.47994602870172703,0,0,0,0,0,0
p3d_025_t15,P3-D0.25,15,1,0.25,30,120,14975.866666666667,14935.292753039002,15016.440580294331,3083,3083,3083,0.2058759820745547,0.2053168211606737,0.2064351429884357,0.39947950905662644,0.3969130838197617,0.40204593429349117,0.11703573736165652,0.11610143287794762,0.11797004184536543,11892.866666666667,11852.292753039002,11933.440580294331,2384.866666666667,2364.446926410664,2405.2864069226694,7128.3,7100.132605454281,7156.46739454572,2379.7,2361.58523765531,2397.81476234469,0,0,0,1,1,1,0,0,0,15.003911934252368,15.003907937959523,15.003915930545213,0.000014820211143612179,0.000014426699905177047,0.00001521372238204731,15,15,15,0,0,0,15.000014089031334,15.000013733597173,15.000014444465494,0.000004461701718889508,0.000004196530039705814,0.000004726873398073202,0,0,0,15.003887862304056,15.003883655498832,15.00389206910928,0.003911934252367762,0.003907937959523181,0.003915930545212343,41,41,41,40,40,40
p3d_05_t15,P3-D0.5,15,1,0.5,30,120,14975.866666666667,14935.292753039002,15016.440580294331,2416.7,2362.425814450114,2470.9741855498855,0.16137321652502593,0.15777716143796247,0.16496927161208938,0.33792571818285744,0.3357720115566065,0.34007942480910835,0.11703573736165652,0.11610143287794762,0.11797004184536543,12559.166666666666,12495.305610735259,12623.027722598074,2519.133333333333,2496.506913562127,2541.7597531045394,7527.6,7490.22051193256,7564.979488067441,2512.4333333333334,2489.016688840686,2535.8499778259807,0,0,0,1,1,1,0,0,0,15.001244118080908,15.001124087898086,15.00136414826373,0.00003033350320193357,0.000029634707138400496,0.000031032299265466646,15,15,15,0,0,0,15.00001424590294,15.00001396565535,15.000014526150531,0.000004596978463670536,0.000004374996182236805,0.000004818960745104267,0,0,0,15.001194361348054,15.001074365516489,15.001314357179618,0.001244118080909947,0.0011240878980880893,0.0013641482637318045,18,18,18,18,18,18
p3d_075_t15,P3-D0.75,15,1,0.75,30,120,14975.866666666667,14935.292753039002,15016.440580294331,5178.433333333333,5169.235468576955,5187.631198089712,0.3458027893978127,0.34474987198179496,0.3468557068138305,0.39016110050711167,0.3876588590868418,0.39266334192738156,0.33438581016029584,0.3313735169371496,0.33739810338344206,9797.433333333332,9757.013602783936,9837.853063882729,1962.6,1945.5605767082643,1979.6394232917355,5872,5845.731729974836,5898.268270025164,1962.8333333333333,1943.5638951919777,1982.1027714746888,0.34883691604647676,0.3477639756830696,0.3499098564098839,0.34614847262458365,0.34507645803850495,0.34722048721066234,0.3050146113289393,0.3029024216943281,0.30712680096355055,15.30648257502463,15.302101282753716,15.310863867295543,0.2526874496186286,0.24991210879713302,0.2554627904401242,42.85555555555557,42.72558695404887,42.985524157062265,6.410722248561071,6.1864510046647085,6.634993492457434,14.974034339801523,14.973381891999493,14.974686787603554,0.3740092879389646,0.37371370447422947,0.3743048714036997,3.8333333333333335,3.6976923829055584,3.9689742837611086,15.622281484194977,15.596862844884544,15.647700123505409,0.30648257502462734,0.30210128275371295,0.3108638672955417,0,0,0,0,0,0
