setting,policy,target,delay,damping,seed,periods,requests,dispatched,completion_rate,first24_completion_rate,late24_service_ratio,final_queue,final_queue_north,final_queue_central,final_queue_south,late_trip_north_share,late_trip_central_share,late_trip_south_share,late_budget_mean,late_budget_sd,late_dispatch_mean,late_dispatch_sd,late_use_mean,late_use_sd,late_direction_changes,final_central_budget,target_gap,first_sustained_within_point_one,first_sustained_dispatch_below_40
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,515,120,14802,4816,0.3253614376435617,0.37226827430293896,0.3289738430583501,9986,1990,6012,1984,0.345565749235474,0.33231396534148827,0.3221202854230377,14.068602791639366,0.15745863544074445,40.875,8.3941620500047,13.72036659792689,0.48290996623494253,7,14.230681174050046,0.3186027916393659,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,516,120,14879,4886,0.3283822837556287,0.37358490566037733,0.3221894460832514,9993,1982,5987,2024,0.3397761953204476,0.3316378433367243,0.3285859613428281,14.062590946777169,0.15500492482127462,40.958333333333336,8.873405143493658,13.720786364348372,0.4835028128392179,6,13.877977719719917,0.3125909467771688,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,517,120,14968,4804,0.32095136290753606,0.3778538812785388,0.3125,10164,2052,6073,2039,0.3375,0.33958333333333335,0.3229166666666667,14.053539840550956,0.1446602316171909,40,9.278305692406299,13.71597840127424,0.4807290229167247,7,13.999919283390632,0.30353984055095573,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,518,120,15023,4771,0.3175797111096319,0.37034277198211624,0.2997090203685742,10252,2081,6101,2070,0.35382955771305286,0.35275080906148865,0.29341963322545844,14.049762197882641,0.14248327391939647,38.625,10.825945083756972,13.750525764908211,0.4691923806659096,7,14.349736965018893,0.29976219788264125,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,519,120,14890,4885,0.3280725319006044,0.38244392884764117,0.3156541305046609,10005,2011,5977,2017,0.33706720977596744,0.3319755600814664,0.33095723014256617,14.063400442808188,0.15484580403053888,40.916666666666664,8.831350611496998,13.720574841067794,0.4832935919297121,6,13.879485299513185,0.313400442808188,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,520,120,15146,4884,0.32246137594084245,0.37485800833017796,0.31458868894601544,10262,2086,6136,2040,0.3411644535240041,0.33299284984678246,0.3258426966292135,14.06275123948712,0.15465670488929778,40.791666666666664,8.78723959558091,13.719952322050522,0.4831650580420443,6,13.87956872663705,0.31275123948712036,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,521,120,15092,4816,0.31910946196660483,0.366629670736219,0.3239576439444077,10276,2011,6190,2075,0.3452502553626149,0.33299284984678246,0.32175689479060265,14.066722828608825,0.15762344052108906,40.791666666666664,8.366492001179294,13.719947741334302,0.4834236891167166,7,14.230745233458297,0.3167228286088246,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,522,120,14972,4807,0.3210659898477157,0.36578171091445427,0.31393067364290383,10165,2118,6154,1893,0.33645833333333336,0.33958333333333335,0.32395833333333335,14.05235175872806,0.14480479754086759,40,9.564426844801796,13.715968554913161,0.4795116566022446,7,13.998511165827987,0.30235175872805975,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,523,120,15011,4815,0.32076477250016655,0.3596392333709132,0.3225806451612903,10196,2076,6123,1997,0.3469387755102041,0.3326530612244898,0.32040816326530613,14.069192631586342,0.15806274629080316,40.833333333333336,8.159639094036423,13.720158916848533,0.4844161499690658,7,14.23370346962695,0.3191926315863416,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,524,120,14954,4886,0.3267353216530694,0.3709254402397902,0.32667332667332666,10068,1986,6132,1950,0.34046890927624873,0.33231396534148827,0.327217125382263,14.061050602024444,0.1544919086463864,40.875,9.003924265225304,13.720364001173131,0.48273980761746144,6,13.87802238308469,0.31105060202444434,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,525,120,15123,4805,0.3177279640283013,0.3784814956123617,0.3060509554140127,10318,2121,6135,2062,0.33714880332986474,0.3392299687825182,0.32362122788761705,14.054630286857298,0.14487738933172045,40.041666666666664,9.07686580013295,13.716185259554479,0.48081602539860013,7,14.000011185032195,0.3046302868572983,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,526,120,15150,4804,0.3170957095709571,0.37102208910520407,0.3057324840764331,10346,2108,6148,2090,0.3385416666666667,0.33958333333333335,0.321875,14.053272804114764,0.14480415642374173,40,9.403976957048313,13.715972840605906,0.4807862274729067,7,13.999981342234443,0.30327280411476387,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,527,120,14897,4806,0.3226152916694637,0.3687337541774972,0.32508474576271185,10091,2021,6066,2004,0.337851929092805,0.33993743482794575,0.3222106360792492,14.050248634448112,0.1444124987102776,39.958333333333336,9.607420893865536,13.715762260307535,0.47934655453356306,7,13.995522900664426,0.3002486344481117,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,528,120,15067,4886,0.3242848609544037,0.3736305251227805,0.31085786641342195,10181,2036,6035,2110,0.3411405295315682,0.3319755600814664,0.3268839103869654,14.061679574876587,0.1549936860306465,40.916666666666664,8.948726733168664,13.720574273474904,0.48379681327301133,6,13.878018705457372,0.31167957487658704,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,529,120,14874,4806,0.32311415893505446,0.367097966728281,0.32432432432432434,10068,2011,6054,2003,0.3375,0.33958333333333335,0.3229166666666667,14.051941661511542,0.14457808402637765,40,9.50057206515573,13.71597465584997,0.4799359451276151,7,13.998513433876875,0.3019416615115418,0,0
p3d_05_t13.75,P3-D0.5,13.75,1,0.5,530,120,15004,4806,0.3203145827779259,0.36937941285767373,0.29706336939721795,10198,2042,6016,2140,0.3381893860561915,0.3392299687825182,0.3225806451612903,14.052972774336114,0.1448601804729198,40.041666666666664,9.429275257624946,13.716183674954067,0.4805360494120429,7,13.99697800521528,0.3029727743361139,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,501,120,15018,4911,0.3270075908909309,0.37970906378217084,0.30990003224766205,10107,1970,6075,2062,0.32466181061394384,0.3413111342351717,0.3340270551508845,14.096157578557813,0.22513115189420158,40.041666666666664,10.006429092758605,13.799100982994323,0.46539411320973006,7,13.820172491690677,0.34615757855781304,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,502,120,14935,4914,0.32902577837294944,0.3919075144508671,0.3058221369161868,10021,2068,5999,1954,0.3274058577405858,0.34205020920502094,0.3305439330543933,14.064104002064832,0.21243847996255688,39.833333333333336,10.561071531054885,13.756592025950754,0.47405538462699365,7,13.817845439023243,0.31410400206483224,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,503,120,15156,4914,0.32422802850356297,0.3798507462686567,0.3009433962264151,10242,2069,6156,2017,0.3270637408568443,0.34169278996865204,0.33124346917450365,14.06336205910378,0.21229640936643007,39.875,10.657973133028054,13.75679976548483,0.473366297566402,7,13.81786180175592,0.31336205910377934,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,504,120,14935,4914,0.32902577837294944,0.3809880239520958,0.31343283582089554,10021,1997,6050,1974,0.3250517598343685,0.33954451345755693,0.33540372670807456,14.097129776161617,0.2254051218041627,40.25,10.100581128352704,13.800145262859095,0.46482156172518957,7,13.817771252963228,0.34712977616161744,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,505,120,14696,4913,0.33430865541643984,0.3679764965112009,0.3177169251072253,9783,1944,5883,1956,0.32502596053997923,0.3406022845275182,0.3343717549325026,14.095926142310502,0.22515841472238649,40.125,10.05771389012693,13.799513054476668,0.46526612624002245,7,13.820066817657386,0.34592614231050156,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,506,120,14887,4913,0.3300194800832941,0.36861447997059904,0.3135786388798437,9974,1989,5894,2091,0.32398753894080995,0.3406022845275182,0.3354101765316719,14.095213910563162,0.22507735688468752,40.125,10.156653420081447,13.799517181049803,0.4653197209436497,7,13.817838692827108,0.345213910563162,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,507,120,14932,4913,0.3290249129386552,0.36278059377262856,0.3105889925973608,10019,2093,5953,1973,0.3233160621761658,0.3398963730569948,0.33678756476683935,14.096300315362008,0.22532177712906634,40.208333333333336,10.185151881075692,13.799936927550833,0.4647185652671575,7,13.820131172982906,0.3463003153620079,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,508,120,15103,4913,0.32529960934913593,0.3572192513368984,0.3070739549839228,10190,2039,6091,2060,0.3287958115183246,0.3424083769633508,0.3287958115183246,14.065243877381661,0.2125660871919669,39.791666666666664,10.45478532691533,13.756386909447563,0.4738247068981485,7,13.820088019707688,0.31524387738166126,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,509,120,15068,4914,0.3261215821608707,0.3829066265060241,0.29949874686716793,10154,2078,6067,2009,0.3263598326359833,0.34205020920502094,0.33158995815899583,14.065060218995848,0.21289965496984004,39.833333333333336,10.53221421315974,13.756594445960973,0.4749576181396354,7,13.81782999328703,0.315060218995848,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,510,120,15073,4914,0.3260134014462947,0.371752652762532,0.3144922773578705,10159,2005,6122,2032,0.32601880877742945,0.34169278996865204,0.3322884012539185,14.064966934302255,0.21262711825451305,39.875,10.309609278641982,13.7568040339086,0.47408890027690886,7,13.817932127768026,0.3149669343022552,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,511,120,14783,4915,0.3324764932692958,0.38118440779610197,0.322,9868,1919,5917,2032,0.32401656314699795,0.33954451345755693,0.3364389233954451,14.09666749298829,0.22499946309198052,40.25,10.022800094740512,13.800145955725947,0.46384791494855315,7,13.815605231018104,0.34666749298829025,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,512,120,14929,4912,0.32902404715654093,0.3926782273603083,0.3117723156532988,10017,1935,6063,2019,0.3257261410788382,0.34024896265560167,0.33402489626556015,14.096841927584224,0.22532069769427493,40.166666666666664,10.059244792582664,13.79972833498302,0.4649596317051975,7,13.822357570311713,0.34684192758422405,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,513,120,14926,4913,0.32915717539863326,0.38141626077182467,0.31453715775749674,10013,1961,5989,2063,0.32642487046632124,0.3398963730569948,0.33367875647668394,14.097548394114959,0.22503917744704346,40.208333333333336,9.991209904827285,13.799938461830633,0.4646106363849468,7,13.819954521399982,0.3475483941149591,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,514,120,14983,4914,0.3279717012614296,0.3737596471885336,0.31953255425709515,10069,2025,6045,1999,0.32601880877742945,0.34169278996865204,0.3322884012539185,14.063073578521594,0.21216925739974002,39.875,10.456171466609106,13.756802360035875,0.47371358661612656,7,13.817833054036,0.31307357852159434,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,515,120,14802,4913,0.3319146061343062,0.3831951770911831,0.3205902079141516,9889,1964,5958,1967,0.3274058577405858,0.34205020920502094,0.3305439330543933,14.065132912752103,0.21241313762079855,39.833333333333336,10.407633764680142,13.756595457241275,0.4735112991529682,7,13.820063377519379,0.3151329127521034,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,516,120,14879,4914,0.3302641306539418,0.3841509433962264,0.3133398885611275,9965,1974,5975,2016,0.3274058577405858,0.34205020920502094,0.3305439330543933,14.068270040421368,0.2132880655211236,39.833333333333336,10.327955589886445,13.756597680863416,0.4748443905914415,7,13.817827125247497,0.31827004042136764,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,517,120,14968,4911,0.3280999465526456,0.3877473363774734,0.310546875,10057,2033,6002,2022,0.3280922431865828,0.34276729559748426,0.32914046121593293,14.066316566769096,0.21227751453638175,39.75,10.296685832365421,13.756181440945035,0.4744831353946902,7,13.820096569030188,0.31631656676909614,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,518,120,15023,4913,0.3270318844438528,0.3789120715350224,0.3119948270287747,10110,2056,6007,2047,0.32538860103626943,0.3398963730569948,0.33471502590673574,14.096577593910544,0.22519312584062237,40.208333333333336,10.176610722490148,13.799934730284855,0.46424543420837683,7,13.820225551585079,0.34657759391054377,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,519,120,14890,4914,0.3300201477501679,0.3874709976798144,0.3082610093217615,9976,2005,5958,2013,0.32638164754953075,0.3409801876955162,0.33263816475495306,14.068476891373228,0.21345375234074368,39.958333333333336,10.187286051812293,13.75723084806568,0.47573114722598964,7,13.815478732616443,0.3184768913732281,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,520,120,15146,4914,0.3244420969232801,0.3858386974630822,0.30751928020565555,10232,2078,6118,2036,0.3281086729362591,0.34169278996865204,0.33019853709508884,14.064893931979675,0.21265789673976168,39.875,10.343292302365525,13.756807258968669,0.47456432178667646,7,13.817841086665064,0.3148939319796753,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,521,120,15092,4914,0.32560296846011133,0.3766185719570847,0.31667769688947717,10178,1990,6129,2059,0.3270637408568443,0.34169278996865204,0.33124346917450365,14.066916308618504,0.2124125848177753,39.875,10.343292302365525,13.756804504526656,0.47410781949790526,7,13.817810848926575,0.31691630861850406,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,522,120,14972,4914,0.3282126636387924,0.37573746312684364,0.3129496402877698,10058,2097,6093,1868,0.32601880877742945,0.34169278996865204,0.3322884012539185,14.064755707332234,0.21293538645799323,39.875,10.485238070320785,13.756804695069661,0.4750958204529658,7,13.817808613986008,0.31475570733223357,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,523,120,15011,4913,0.3272933182332956,0.38181134911687337,0.3143515470704411,10098,2063,6062,1973,0.3267015706806283,0.3424083769633508,0.3308900523560209,14.06429554543994,0.21226735886630957,39.791666666666664,10.541756171929126,13.756383856591585,0.4743327205046977,7,13.817840645247411,0.31429554543993987,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,524,120,14954,4914,0.32860773037314434,0.38141626077182467,0.31901431901431904,10040,1981,6115,1944,0.3267223382045929,0.34133611691022964,0.33194154488517746,14.062956384503275,0.21202955767530235,39.916666666666664,10.578553639389899,13.75701050266128,0.4734951042395942,7,13.817905801998183,0.31295638450327523,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,525,120,15123,4913,0.32486940421873967,0.3880198397558184,0.3073248407643312,10210,2092,6074,2044,0.3243523316062176,0.3398963730569948,0.33575129533678755,14.09567037017998,0.22562753480913514,40.208333333333336,10.19368588313658,13.799932499534668,0.465655323105203,7,13.817843456189962,0.34567037017997926,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,526,120,15150,4913,0.3242904290429043,0.381505054286784,0.304140127388535,10237,2079,6098,2060,0.3287958115183246,0.3424083769633508,0.3287958115183246,14.066295277742094,0.2130337524058402,39.791666666666664,10.404761312544101,13.756384670318688,0.47471057097894354,7,13.820027393419357,0.3162952777420944,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,527,120,14897,4914,0.3298650735047325,0.3720757519494987,0.3240677966101695,9983,1999,6000,1984,0.3274058577405858,0.34205020920502094,0.3305439330543933,14.064250298981671,0.21220077786604677,39.833333333333336,10.614455552060438,13.756593070006774,0.4736314528573635,7,13.817883268147694,0.3142502989816709,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,528,120,15067,4914,0.3261432269197584,0.38420853796751037,0.30231085786641343,10153,2034,6017,2102,0.3287958115183246,0.3424083769633508,0.3287958115183246,14.063978836889326,0.21241803049015537,39.791666666666664,10.396400575561536,13.756389026646268,0.4737916655202432,7,13.817850695375345,0.3139788368893264,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,529,120,14874,4914,0.3303751512706737,0.37597042513863216,0.32635135135135135,9960,1998,5984,1978,0.32401656314699795,0.33954451345755693,0.3364389233954451,14.096477311294967,0.22548610964390253,40.25,10.199104820053316,13.800144876344426,0.46487635201719313,7,13.817868081472238,0.34647731129496684,0,0
p3d_075_t13.75,P3-D0.75,13.75,1,0.75,530,120,15004,4913,0.327446014396161,0.3782980304719435,0.29799072642967545,10091,2012,5960,2119,0.32676348547717843,0.34024896265560167,0.3329875518672199,14.097020634342636,0.22519007067009844,40.166666666666664,9.959337618391167,13.799727797546717,0.46443533701058465,7,13.820073886564758,0.34702063434263586,0,0
p2_b14,P2,14,0,0,501,120,15018,4680,0.3116260487415102,0.3491234613950019,0.3018381167365366,10338,2024,6204,2110,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130548929734926,0.000012360349044574548,0,14,0,1,1
p2_b14,P2,14,0,0,502,120,14935,4655,0.31168396384332103,0.3606936416184971,0.2914267434420985,10280,2122,6147,2011,0.32821075740944017,0.34357848518111966,0.32821075740944017,14,0,37.958333333333336,5.103103630798287,13.166775495005384,0.17747607679225083,0,14,0,1,1
p2_b14,P2,14,0,0,503,120,15156,4680,0.3087885985748218,0.3492537313432836,0.2943396226415094,10476,2108,6301,2067,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130547545897487,0.000012676953595406647,0,14,0,1,1
p2_b14,P2,14,0,0,504,120,14935,4680,0.3133578841647138,0.3502994011976048,0.3036988968202466,10255,2043,6185,2027,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130547927919404,0.000009076878195610964,0,14,0,1,1
p2_b14,P2,14,0,0,505,120,14696,4680,0.3184540010887316,0.34373852368710983,0.3088089739359947,10016,1988,6022,2006,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546969729032,0.000009954534656261494,0,14,0,1,1
p2_b14,P2,14,0,0,506,120,14887,4680,0.31436824074696046,0.3439911797133407,0.30478671442526867,10207,2038,6037,2132,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.13054775749373,0.000011367168137981761,0,14,0,1,1
p2_b14,P2,14,0,0,507,120,14932,4680,0.31342084114653096,0.3388848660391021,0.301255230125523,10252,2148,6084,2020,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130547611842685,0.000009826088125508168,0,14,0,1,1
p2_b14,P2,14,0,0,508,120,15103,4680,0.3098722108190426,0.3336898395721925,0.3009646302250804,10423,2090,6233,2100,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546648861001,0.000012338780806307505,0,14,0,1,1
p2_b14,P2,14,0,0,509,120,15068,4680,0.31059198301035307,0.35240963855421686,0.2932330827067669,10388,2127,6203,2058,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130549379283579,0.000011619870797654413,0,14,0,1,1
p2_b14,P2,14,0,0,510,120,15073,4680,0.31048895375837593,0.3424807903402854,0.3075911929017417,10393,2042,6262,2089,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546810018776,0.000009463806505067925,0,14,0,1,1
p2_b14,P2,14,0,0,511,120,14783,4680,0.316579855239126,0.35082458770614694,0.312,10103,1967,6056,2080,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546250128413,0.000010561157289662651,0,14,0,1,1
p2_b14,P2,14,0,0,512,120,14929,4680,0.3134838234309063,0.3606936416184971,0.3027166882276843,10249,1979,6211,2059,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130548998331593,0.000010631673073086615,0,14,0,1,1
p2_b14,P2,14,0,0,513,120,14926,4680,0.3135468310330966,0.350693143499438,0.3050847457627119,10246,2005,6128,2113,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130548409370727,0.000013740107096266941,0,14,0,1,1
p2_b14,P2,14,0,0,514,120,14983,4680,0.31235400120136153,0.3439911797133407,0.31252086811352253,10303,2082,6165,2056,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130549262325431,0.000013409092332726552,0,14,0,1,1
p2_b14,P2,14,0,0,515,120,14802,4680,0.3161734900689096,0.35267520723436324,0.31388329979879276,10122,2015,6093,2014,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130549483386453,0.00001200922218022258,0,14,0,1,1
p2_b14,P2,14,0,0,516,120,14879,4680,0.3145372672894684,0.35320754716981134,0.30678466076696165,10199,2020,6111,2068,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.13055055651297,0.000014839890334736532,0,14,0,1,1
p2_b14,P2,14,0,0,517,120,14968,4680,0.3126670229823624,0.3561643835616438,0.3046875,10288,2078,6154,2056,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.1305494816242,0.000011374755747896714,0,14,0,1,1
p2_b14,P2,14,0,0,518,120,15023,4680,0.3115223324236171,0.34873323397913564,0.3026188166828322,10343,2102,6150,2091,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130549998204138,0.000013112795586162382,0,14,0,1,1
p2_b14,P2,14,0,0,519,120,14890,4680,0.3143049026192075,0.3619489559164733,0.3008678881388621,10210,2056,6094,2060,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.13054897306151,0.000009700563878849242,0,14,0,1,1
p2_b14,P2,14,0,0,520,120,15146,4680,0.30899247326026674,0.3544112078758046,0.30077120822622105,10466,2139,6256,2071,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130550837280355,0.000010167536592298538,0,14,0,1,1
p2_b14,P2,14,0,0,521,120,15092,4680,0.310098065200106,0.3462819089900111,0.30972865651886167,10412,2045,6272,2095,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130548248787429,0.000011315835373333405,0,14,0,1,1
p2_b14,P2,14,0,0,522,120,14972,4680,0.3125834891798023,0.34513274336283184,0.30608240680183124,10292,2146,6232,1914,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130544366799299,0.000011943191620886434,0,14,0,1,1
p2_b14,P2,14,0,0,523,120,15011,4680,0.3117713676637133,0.35174746335963925,0.30809743252139565,10331,2109,6199,2023,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546403796709,0.000012423729512992156,0,14,0,1,1
p2_b14,P2,14,0,0,524,120,14954,4680,0.3129597432125184,0.350693143499438,0.3116883116883117,10274,2025,6260,1989,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130547715253234,0.000011822031857780014,0,14,0,1,1
p2_b14,P2,14,0,0,525,120,15123,4680,0.3094624082523309,0.3571156047310187,0.2980891719745223,10443,2143,6212,2088,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130548487432167,0.000011407731035710705,0,14,0,1,1
p2_b14,P2,14,0,0,526,120,15150,4655,0.30726072607260724,0.35043055035567205,0.2980891719745223,10495,2131,6241,2123,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130552487448371,0.000010034401268879807,0,14,0,1,1
p2_b14,P2,14,0,0,527,120,14897,4655,0.31247902262200444,0.3475677682881545,0.31728813559322033,10242,2051,6156,2035,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130541865619547,0.000009995955732995639,0,14,0,1,1
p2_b14,P2,14,0,0,528,120,15067,4680,0.31061259706643657,0.35360785795239896,0.2962962962962963,10387,2078,6156,2153,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130546949313134,0.000011896619145411816,0,14,0,1,1
p2_b14,P2,14,0,0,529,120,14874,4680,0.31464300121016536,0.3460258780036969,0.3162162162162162,10194,2032,6131,2031,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130551427688737,0.00001203819726597037,0,14,0,1,1
p2_b14,P2,14,0,0,530,120,15004,4680,0.3119168221807518,0.34782608695652173,0.2893353941267388,10324,2076,6086,2162,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0,39,0,13.130550960296622,0.000011863312398890971,0,14,0,1,1
p3u_t14,P3-U,14,1,1,501,120,15018,5024,0.33453189505926223,0.3838120104438642,0.32054176072234764,9994,1950,6005,2039,0.3380281690140845,0.33400402414486924,0.32796780684104626,14.38374605724478,0.3366328922159815,41.416666666666664,5.919141144123696,13.971831126931276,0.3797571295073883,4,14.88839332108332,0.38374605724477995,0,0
p3u_t14,P3-U,14,1,1,502,120,14935,5032,0.336926682289923,0.3961464354527938,0.32053742802303264,9903,2042,5927,1934,0.33532934131736525,0.3313373253493014,0.3333333333333333,14.381227944703909,0.3327375938137711,41.75,5.884762933424651,13.9735020955,0.37532942902525884,4,14.864321597958323,0.38122794470390886,0,0
p3u_t14,P3-U,14,1,1,503,120,15156,5032,0.33201372393771444,0.3835820895522388,0.3150943396226415,10124,2041,6090,1993,0.33532934131736525,0.3313373253493014,0.3333333333333333,14.380251148834896,0.3319839422965949,41.75,5.832815712024064,13.97350281244915,0.3747309734588588,4,14.861327302437244,0.38025114883489586,0,0
p3u_t14,P3-U,14,1,1,504,120,14935,5032,0.336926682289923,0.3843562874251497,0.32770927968851393,9903,1971,5982,1950,0.3316831683168317,0.3287128712871287,0.33960396039603963,14.381922595637688,0.33089824390883726,42.083333333333336,5.882299658752716,13.97517524517446,0.37609966509412507,4,14.867397203242476,0.38192259563768793,0,0
p3u_t14,P3-U,14,1,1,505,120,14696,5032,0.3424060968971149,0.3771575468233566,0.3302540415704388,9664,1927,5811,1926,0.3356643356643357,0.33166833166833165,0.33266733266733267,14.380230244277618,0.3320877186003023,41.708333333333336,5.923271471706851,13.973294759473655,0.37408852332098097,4,14.864310846443914,0.38023024427761776,0,0
p3u_t14,P3-U,14,1,1,506,120,14887,5024,0.3374756498958823,0.37780227857405363,0.3262780853142299,9863,1962,5833,2068,0.3343313373253493,0.3313373253493014,0.3343313373253493,14.384791727317102,0.3330089219755315,41.75,5.573617980387994,13.973506876404718,0.379817711938195,4,14.888428912881123,0.3847917273171024,0,0
p3u_t14,P3-U,14,1,1,507,120,14932,5031,0.33692740423252077,0.3718320057929037,0.32249758609591245,9901,2060,5891,1950,0.3343313373253493,0.3313373253493014,0.3343313373253493,14.381180558959654,0.33358921357006305,41.75,6.052308219399331,13.973505603467302,0.37481927294002193,4,14.86738476899502,0.3811805589596542,0,0
p3u_t14,P3-U,14,1,1,508,120,15103,5032,0.3331788386413295,0.3661319073083779,0.3247588424437299,10071,2012,6024,2035,0.3316831683168317,0.3287128712871287,0.33960396039603963,14.383218233882246,0.3312543804438029,42.083333333333336,5.897063872711622,13.97518089070138,0.3761035250412457,4,14.864401186807314,0.3832182338822463,0,0
p3u_t14,P3-U,14,1,1,509,120,15068,5032,0.3339527475444651,0.38667168674698793,0.31390977443609025,10036,2055,6000,1981,0.33532934131736525,0.3313373253493014,0.3333333333333333,14.381545578168435,0.333369121955208,41.75,5.855135241448499,13.973508065537304,0.3747374553641492,4,14.867346732131743,0.38154557816843493,0,0
p3u_t14,P3-U,14,1,1,510,120,15073,5031,0.3337756252902541,0.376143432125869,0.3299375616168255,10042,1979,6050,2013,0.3346613545816733,0.33067729083665337,0.3346613545816733,14.381954609295354,0.3331971732852956,41.833333333333336,5.806043827559023,13.973925184514693,0.37549274345373135,4,14.87027571178339,0.3819546092953541,0,0
p3u_t14,P3-U,14,1,1,511,120,14783,5032,0.340390989650274,0.3849325337331334,0.3343333333333333,9751,1896,5842,2013,0.3339980059820538,0.33100697906281157,0.3349950149551346,14.380972325553861,0.3327052318209433,41.791666666666664,6.0718822142057745,13.973714195263765,0.3749269780878562,4,14.864288626491547,0.38097232555386107,0,0
