seed,source_period,budget,method,requests,planned,dispatched,completed,final_queue,mean_wait_minutes,schedule_gap,plan_execution_rate,complete_plan,north_route_share,central_route_share,south_route_share,peak_budget_use
501,10,14.2,Greedy event,133,0,42,42,91,132.11079458131422,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958169629348166
501,10,14.2,Planned event,133,42,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,10,14.25,Greedy event,133,0,42,42,91,132.11079458131422,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923228683280277
501,10,14.25,Planned event,133,42,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,10,14.5,Greedy event,133,0,42,42,91,132.11079458131422,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752138533568548
501,10,14.5,Planned event,133,42,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752080788919962
501,10,15,Greedy event,133,0,42,42,91,132.11079458131422,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427067249116263
501,10,15,Planned event,133,42,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427011429289297
501,10,16,Greedy event,133,0,45,45,88,141.27926674508257,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469146961654707
501,10,16,Planned event,133,45,42,42,91,88.92864226541715,3,0.9333333333333333,0,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.9459779659244049
501,10,17,Greedy event,133,0,46,46,87,144.3947065433844,0,0,0,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500376510132528
501,10,17,Planned event,133,46,46,46,87,71.56303470634441,0,1,1,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.9500360197647943
501,10,18,Greedy event,133,0,46,46,87,144.3947065433844,0,0,0,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525346639374006
501,10,18,Planned event,133,46,46,46,87,54.79043517218093,0,1,1,0.3695652173913043,0.2608695652173913,0.3695652173913043,0.9484752608135778
501,11,13,Greedy event,130,0,36,36,94,118.5249481710182,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323470513078135
501,11,13,Planned event,130,36,36,36,94,100.18065761786644,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323417897099305
501,11,13.5,Greedy event,130,0,39,39,91,128.83453208475413,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972633785921141
501,11,13.5,Planned event,130,39,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972628163339372
501,11,13.75,Greedy event,130,0,39,39,91,128.83453208475413,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549495352680295
501,11,13.75,Planned event,130,39,39,39,91,103.84414666590011,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549441860476835
501,11,14,Greedy event,130,0,39,39,91,128.83453208475413,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.937896864995386
501,11,14,Planned event,130,39,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,11,14.05,Greedy event,130,0,23,23,107,74.19577209219527,0,0,0,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.999657864652623
501,11,14.05,Planned event,130,39,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,11,14.1,Greedy event,130,0,33,33,97,107.96651563267694,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996738207208674
501,11,14.1,Planned event,130,41,41,41,89,111.13443800870863,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,11,14.15,Greedy event,130,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993363037852269
501,11,14.15,Planned event,130,42,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,11,14.2,Greedy event,130,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958175139831663
501,11,14.2,Planned event,130,42,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,11,14.25,Greedy event,130,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923234174428744
501,11,14.25,Planned event,130,42,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,11,14.5,Greedy event,130,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752143930042042
501,11,14.5,Planned event,130,42,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752080788919962
501,11,15,Greedy event,130,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427072465707307
501,11,15,Planned event,130,42,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427011429289297
501,11,16,Greedy event,130,0,44,44,86,144.8680845070414,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.9466016979991982
501,11,16,Planned event,130,45,43,43,87,66.37485883577062,2,0.9555555555555556,0,0.3023255813953488,0.3488372093023256,0.3488372093023256,0.9462970715471838
501,11,17,Greedy event,130,0,44,44,86,144.4180178037728,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.9494469587159268
501,11,17,Planned event,130,46,43,43,87,70.29238438345082,3,0.9347826086956522,0,0.32558139534883723,0.37209302325581395,0.3023255813953488,0.9491531160903955
501,11,18,Greedy event,130,0,44,44,86,144.3206045819322,0,0,0,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.9519763531628946
501,11,18,Planned event,130,46,43,43,87,74.40391783722309,3,0.9347826086956522,0,0.32558139534883723,0.27906976744186046,0.3953488372093023,0.9483787568346287
501,12,13,Greedy event,144,0,36,36,108,106.42710679661899,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323474455638951
501,12,13,Planned event,144,36,36,36,108,101.95769361531742,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323417897099305
501,12,13.5,Greedy event,144,0,39,39,105,116.10321982582084,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9726328155546441
501,12,13.5,Planned event,144,39,39,39,105,111.59932917384474,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972628163339372
501,12,13.75,Greedy event,144,0,39,39,105,116.10321982582084,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549485825445597
501,12,13.75,Planned event,144,39,39,39,105,109.74826433382827,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549441860476835
501,12,14,Greedy event,144,0,39,39,105,116.10321982582084,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378959292848355
501,12,14,Planned event,144,39,39,39,105,111.59932917384474,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,12,14.05,Greedy event,144,0,23,23,121,63.86343963260912,0,0,0,0.34782608695652173,0.6086956521739131,0.043478260869565216,0.999658215441076
501,12,14.05,Planned event,144,39,39,39,105,111.59932917384474,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,12,14.1,Greedy event,144,0,33,33,111,96.08772775388906,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.999673256966227
501,12,14.1,Planned event,144,41,41,41,103,117.24704636184806,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.998253462989613
501,12,14.15,Greedy event,144,0,42,42,102,126.13131551995446,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993348249983524
501,12,14.15,Planned event,144,42,42,42,102,121.33859479096455,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,12,14.2,Greedy event,144,0,42,42,102,126.13131551995446,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958160404032879
501,12,14.2,Planned event,144,42,42,42,102,121.33859479096455,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,12,14.25,Greedy event,144,0,42,42,102,126.13131551995446,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923219490334517
501,12,14.25,Planned event,144,42,42,42,102,121.33859479096455,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,12,14.5,Greedy event,144,0,42,42,102,126.13131551995446,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752129499121852
501,12,14.5,Planned event,144,42,42,42,102,121.33859479096455,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752080788919962
501,12,15,Greedy event,144,0,42,42,102,126.13131551995446,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427058515817791
501,12,15,Planned event,144,42,42,42,102,121.33859479096455,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427011429289297
501,12,16,Greedy event,144,0,44,44,100,133.09854685561092,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.9466003701467336
501,12,16,Planned event,144,45,43,43,101,39.431910198223626,2,0.9555555555555556,0,0.32558139534883723,0.32558139534883723,0.3488372093023256,0.9425478838929767
501,12,17,Greedy event,144,0,44,44,100,132.96866255982337,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.9494459988887698
501,12,17,Planned event,144,46,43,43,101,46.66713695695083,3,0.9347826086956522,0,0.3023255813953488,0.32558139534883723,0.37209302325581395,0.945881602633207
501,12,18,Greedy event,144,0,44,44,100,132.66903096188045,0,0,0,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.9519751728495928
501,12,18,Planned event,144,46,42,42,102,47.343571540466776,4,0.9130434782608695,0,0.30952380952380953,0.2857142857142857,0.40476190476190477,0.9483327934507398
501,13,13,Greedy event,121,0,36,36,85,120.6506284941844,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323470513078135
501,13,13,Planned event,121,36,36,36,85,94.42533737451527,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323417897099305
501,13,13.5,Greedy event,121,0,39,39,82,130.7570092499803,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972633206299914
501,13,13.5,Planned event,121,39,39,39,82,101.26176956695043,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972628163339372
501,13,13.75,Greedy event,121,0,39,39,82,130.7570092499803,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549489661853702
501,13,13.75,Planned event,121,39,39,39,82,96.77881635333189,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549441860476835
501,13,14,Greedy event,121,0,39,39,82,130.7570092499803,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.937896306074917
501,13,14,Planned event,121,39,39,39,82,101.26176956695043,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,13,14.05,Greedy event,121,0,23,23,98,77.00520437387856,0,0,0,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.9996583987509435
501,13,14.05,Planned event,121,39,39,39,82,101.26176956695043,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,13,14.1,Greedy event,121,0,33,33,88,110.74197740197845,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996738049457247
501,13,14.1,Planned event,121,41,41,41,80,103.21863600407058,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,13,14.15,Greedy event,121,0,42,42,79,140.86400451806878,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993348041413245
501,13,14.15,Planned event,121,42,42,42,79,108.4974126638752,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,13,14.2,Greedy event,121,0,42,42,79,140.86400451806878,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958160196197002
501,13,14.2,Planned event,121,42,42,42,79,108.4974126638752,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,13,14.25,Greedy event,121,0,42,42,79,140.86400451806878,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.992321928322789
501,13,14.25,Planned event,121,42,42,42,79,108.4974126638752,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,13,14.5,Greedy event,121,0,42,42,79,140.86400451806878,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752129295586028
501,13,14.5,Planned event,121,42,42,42,79,108.4974126638752,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752080788919962
501,13,15,Greedy event,121,0,42,42,79,140.86400451806878,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427058319066495
501,13,15,Planned event,121,42,42,42,79,108.4974126638752,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427011429289297
501,13,16,Greedy event,121,0,44,44,77,147.74880655532715,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.9466005327205996
501,13,16,Planned event,121,45,44,44,77,107.29944358325487,1,0.9777777777777777,0,0.3181818181818182,0.3409090909090909,0.3409090909090909,0.9466055173778376
501,13,17,Greedy event,121,0,44,44,77,147.46109522179293,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.949446322270573
501,13,17,Planned event,121,46,44,44,77,55.416952723552306,2,0.9565217391304348,0,0.3181818181818182,0.3409090909090909,0.3409090909090909,0.8909170660495603
501,13,18,Greedy event,121,0,44,44,77,147.1939346977969,0,0,0,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.9519759129816606
501,13,18,Planned event,121,46,44,44,77,113.47073119690707,2,0.9565217391304348,0,0.22727272727272727,0.38636363636363635,0.38636363636363635,0.9519779265783209
501,14,13,Greedy event,142,0,36,36,106,117.09448494428923,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.932345451247782
501,14,13,Planned event,142,36,36,36,106,102.67533737451531,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323417897099305
501,14,13.5,Greedy event,142,0,39,39,103,125.2517821467006,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9726324596639848
501,14,13.5,Planned event,142,39,39,39,103,110.9681255205443,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972628163339372
501,14,13.75,Greedy event,142,0,39,39,103,125.2517821467006,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549482331246397
501,14,13.75,Planned event,142,39,39,39,103,108.42229749128887,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549441860476835
501,14,14,Greedy event,142,0,39,39,103,125.2517821467006,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378955861045568
501,14,14,Planned event,142,39,39,39,103,110.9681255205443,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,14,14.05,Greedy event,142,0,23,23,119,81.14096387266495,0,0,0,0.17391304347826086,0.6086956521739131,0.21739130434782608,0.9996576813427555
501,14,14.05,Planned event,142,39,39,39,103,110.9681255205443,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,14,14.1,Greedy event,142,0,33,33,109,109.04453339879592,0,0,0,0.36363636363636365,0.42424242424242425,0.21212121212121213,0.9996732727413697
501,14,14.1,Planned event,142,41,41,41,101,114.71980386236717,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.998253462989613
501,14,14.15,Greedy event,142,0,42,42,100,133.98731857024038,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993350157798014
501,14,14.15,Planned event,142,42,42,42,100,119.29161155505417,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,14,14.2,Greedy event,142,0,42,42,100,133.98731857024038,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958162305129712
501,14,14.2,Planned event,142,42,42,42,100,119.29161155505417,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,14,14.25,Greedy event,142,0,42,42,100,133.98731857024038,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923221384760835
501,14,14.25,Planned event,142,42,42,42,100,119.29161155505417,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,14,14.5,Greedy event,142,0,42,42,100,133.98731857024038,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752131360885649
501,14,14.5,Planned event,142,42,42,42,100,119.29161155505417,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752080788919962
501,14,15,Greedy event,142,0,42,42,100,133.98731857024038,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427060315522794
501,14,15,Planned event,142,42,42,42,100,119.29161155505417,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9427011429289297
501,14,16,Greedy event,142,0,44,44,98,139.96324642634625,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.946601027924488
501,14,16,Planned event,142,45,44,44,98,87.52388546420957,1,0.9777777777777777,0,0.3181818181818182,0.3409090909090909,0.3409090909090909,0.9466111119477727
501,14,17,Greedy event,142,0,44,44,98,139.6105929449183,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.9494463280573758
501,14,17,Planned event,142,46,44,44,98,91.63014274014051,2,0.9565217391304348,0,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.9494480113870594
501,14,18,Greedy event,142,0,44,44,98,139.34343242092226,0,0,0,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.9519759184469744
501,14,18,Planned event,142,46,44,44,98,92.79290833868605,2,0.9565217391304348,0,0.3409090909090909,0.2727272727272727,0.38636363636363635,0.9484009714952503
501,15,13,Greedy event,119,0,36,36,83,119.65331948752593,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323460531621335
501,15,13,Planned event,119,36,36,36,83,105.78644848562642,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9323417897099305
501,15,13.5,Greedy event,119,0,39,39,80,130.0069361577228,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9726326504420324
501,15,13.5,Planned event,119,39,39,39,80,114.56700637771148,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.972628163339372
501,15,13.75,Greedy event,119,0,39,39,80,130.0069361577228,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549484204339955
501,15,13.75,Planned event,119,39,39,39,80,111.34046342050318,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9549441860476835
501,15,14,Greedy event,119,0,39,39,80,130.0069361577228,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378957700691027
501,15,14,Planned event,119,39,39,39,80,114.56700637771148,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,15,14.05,Greedy event,119,0,23,23,96,76.32320425356242,0,0,0,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.9996575138641701
501,15,14.05,Planned event,119,39,39,39,80,114.56700637771148,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,15,14.1,Greedy event,119,0,33,33,86,108.45588449824822,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996729231968475
501,15,14.1,Planned event,119,41,41,41,78,118.70410516552619,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,15,14.15,Greedy event,119,0,42,42,77,138.78790621142772,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993342964892934
501,15,14.15,Planned event,119,42,42,42,77,123.32846589291516,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,15,14.2,Greedy event,119,0,42,42,77,138.78790621142772,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958155137551763
501,15,14.2,Planned event,119,42,42,42,77,123.32846589291516,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9958110664742217
501,15,14.25,Greedy event,119,0,42,42,77,138.78790621142772,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923214242332282
501,15,14.25,Planned event,119,42,42,42,77,123.32846589291516,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9923169925567682
501,15,14.5,Greedy event,119,0,42,42,77,138.78790621142772,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9752124341602415
