seed,source_period,budget,method,workload_cap,requests,planned,planned_workload,dispatched,completed,final_queue,mean_wait_minutes,schedule_gap,plan_execution_rate,complete_plan,north_route_share,central_route_share,south_route_share,peak_budget_use
504,24,16,Time plan 930,930,126,45,928.5635342951841,45,45,81,87.16326963751507,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
504,24,16,Time plan 960,960,126,45,928.5635342951841,45,45,81,87.16326963751507,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
504,24,17,Greedy event,0,126,0,0,46,46,80,147.72538981683027,0,0,0,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500363471449683
504,24,17,Time plan 900,900,126,43,886.5405141989991,43,43,83,89.78904855723876,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
504,24,17,Time plan 930,930,126,45,928.1114164853446,45,45,81,94.89932449245035,0,1,1,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497373890211859
504,24,17,Time plan 960,960,126,46,948.8968676285175,46,46,80,94.94749353567806,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
504,24,18,Greedy event,0,126,0,0,46,46,80,147.4501876717106,0,0,0,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525331586963672
504,24,18,Time plan 900,900,126,43,886.0883963891596,43,43,83,90.4873440012333,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
504,24,18,Time plan 930,930,126,45,927.6592986755052,45,45,81,96.6676486320487,0,1,1,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522509524407748
504,24,18,Time plan 960,960,126,46,948.444749818678,46,46,80,99.53711241550602,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,9,14,Greedy event,0,121,0,0,39,39,82,121.01144581555913,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378956407948558
505,9,14,Time plan 900,900,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,9,14,Time plan 930,930,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,9,14,Time plan 960,960,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,9,14.05,Greedy event,0,121,0,0,23,23,98,69.86692277501334,0,0,0,0.34782608695652173,0.6086956521739131,0.043478260869565216,0.9996573780481485
505,9,14.05,Time plan 900,900,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,9,14.05,Time plan 930,930,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,9,14.05,Time plan 960,960,121,39,804.7550630558263,39,39,82,85.28946475349655,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,9,14.1,Greedy event,0,121,0,0,33,33,88,100.36159915020747,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.999672787862443
505,9,14.1,Time plan 900,900,121,41,846.325965342172,41,41,80,86.31815093761443,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,9,14.1,Time plan 930,930,121,41,846.325965342172,41,41,80,86.31815093761443,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,9,14.1,Time plan 960,960,121,41,846.325965342172,41,41,80,86.31815093761443,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,9,14.15,Greedy event,0,121,0,0,42,42,79,130.1458950999648,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993341685854449
505,9,14.15,Time plan 900,900,121,42,866.6592986755053,42,42,79,92.68131168401278,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,9,14.15,Time plan 930,930,121,42,866.6592986755053,42,42,79,92.68131168401278,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,9,14.15,Time plan 960,960,121,42,866.6592986755053,42,42,79,92.68131168401278,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,9,16,Greedy event,0,121,0,0,45,45,76,139.48302349569116,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469136249900069
505,9,16,Time plan 900,900,121,43,886.9926320088385,43,43,78,96.01207735693525,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,9,16,Time plan 930,930,121,45,928.5635342951841,45,45,76,100.23359907460122,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,9,16,Time plan 960,960,121,45,928.5635342951841,45,45,76,100.23359907460122,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,9,17,Greedy event,0,121,0,0,46,46,75,142.22202277200188,0,0,0,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500362014315571
505,9,17,Time plan 900,900,121,43,886.5405141989991,43,43,78,94.03657522166854,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
505,9,17,Time plan 930,930,121,45,928.1114164853446,45,45,76,99.47863694330711,0,1,1,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497373890211859
505,9,17,Time plan 960,960,121,46,948.8968676285175,46,46,75,101.99247310716838,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
505,9,18,Greedy event,0,121,0,0,46,46,75,141.82258347438977,0,0,0,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525325863622252
505,9,18,Time plan 900,900,121,43,886.0883963891596,43,43,78,90.31189753159191,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
505,9,18,Time plan 930,930,121,45,927.6592986755052,45,45,76,97.0873130658059,0,1,1,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522509524407748
505,9,18,Time plan 960,960,121,46,948.444749818678,46,46,75,99.85070836589894,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,10,14,Greedy event,0,138,0,0,39,39,99,116.12974399358802,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378956178802015
505,10,14,Time plan 900,900,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,10,14,Time plan 930,930,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,10,14,Time plan 960,960,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,10,14.05,Greedy event,0,138,0,0,23,23,115,70.09148036931231,0,0,0,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.999657545526734
505,10,14.05,Time plan 900,900,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,10,14.05,Time plan 930,930,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,10,14.05,Time plan 960,960,138,39,804.7550630558263,39,39,99,76.5616940478226,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,10,14.1,Greedy event,0,138,0,0,33,33,105,98.67461882710904,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996731374069654
505,10,14.1,Time plan 900,900,138,41,846.325965342172,41,41,97,78.55271051026604,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896129
505,10,14.1,Time plan 930,930,138,41,846.325965342172,41,41,97,78.55271051026604,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896129
505,10,14.1,Time plan 960,960,138,41,846.325965342172,41,41,97,78.55271051026604,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896129
505,10,14.15,Greedy event,0,138,0,0,42,42,96,125.39231715611575,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993343279280935
505,10,14.15,Time plan 900,900,138,42,866.6592986755053,42,42,96,84.75210444373266,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,10,14.15,Time plan 930,930,138,42,866.6592986755053,42,42,96,84.75210444373266,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,10,14.15,Time plan 960,960,138,42,866.6592986755053,42,42,96,84.75210444373266,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,10,16,Greedy event,0,138,0,0,45,45,93,134.77540364729248,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469134378222288
505,10,16,Time plan 900,900,138,43,886.9926320088385,43,43,95,88.24401447108025,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,10,16,Time plan 930,930,138,45,928.5635342951841,45,45,93,93.61078342811756,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,10,16,Time plan 960,960,138,45,928.5635342951841,45,45,93,93.61078342811756,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,10,17,Greedy event,0,138,0,0,45,45,93,134.77540364729248,0,0,0,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497411111060926
505,10,17,Time plan 900,900,138,43,886.5405141989991,43,43,95,86.91682702250918,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
505,10,17,Time plan 930,930,138,45,928.1114164853448,45,45,93,101.02142391481985,0,1,1,0.28888888888888886,0.35555555555555557,0.35555555555555557,0.9497373890211859
505,10,17,Time plan 960,960,138,46,948.8968676285175,46,46,92,96.83763683603607,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
505,10,18,Greedy event,0,138,0,0,45,45,93,134.49408589894796,0,0,0,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522543246596513
505,10,18,Time plan 900,900,138,43,886.0883963891596,43,43,95,84.11178184858555,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
505,10,18,Time plan 930,930,138,45,927.6592986755053,45,45,93,107.0421114639631,0,1,1,0.24444444444444444,0.37777777777777777,0.37777777777777777,0.9522509524407748
505,10,18,Time plan 960,960,138,46,948.444749818678,46,46,92,96.3480460078101,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,11,14,Greedy event,0,126,0,0,39,39,87,138.51001964526904,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378957859569248
505,11,14,Time plan 900,900,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,11,14,Time plan 930,930,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,11,14,Time plan 960,960,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,11,14.05,Greedy event,0,126,0,0,23,23,103,83.08315303189309,0,0,0,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.9996578963151871
505,11,14.05,Time plan 900,900,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,11,14.05,Time plan 930,930,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,11,14.05,Time plan 960,960,126,39,804.7550630558263,39,39,87,104.60560960831073,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,11,14.1,Greedy event,0,126,0,0,33,33,93,119.74021957465077,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.99967293897199
505,11,14.1,Time plan 900,900,126,41,846.325965342172,41,41,85,104.83838628731571,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,11,14.1,Time plan 930,930,126,41,846.325965342172,41,41,85,104.83838628731571,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,11,14.1,Time plan 960,960,126,41,846.325965342172,41,41,85,104.83838628731571,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
505,11,14.15,Greedy event,0,126,0,0,42,42,84,147.1841835107249,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993339412275678
505,11,14.15,Time plan 900,900,126,42,866.6592986755053,42,42,84,110.75830894490403,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,11,14.15,Time plan 930,930,126,42,866.6592986755053,42,42,84,110.75830894490403,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,11,14.15,Time plan 960,960,126,42,866.6592986755053,42,42,84,110.75830894490403,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,11,16,Greedy event,0,126,0,0,45,45,81,156.3726821256905,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469137520068172
505,11,16,Time plan 900,900,126,43,886.9926320088385,43,43,83,114.50366155640295,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,11,16,Time plan 930,930,126,45,928.5635342951841,45,45,81,116.79222397631479,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,11,16,Time plan 960,960,126,45,928.5635342951841,45,45,81,116.79222397631479,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,11,17,Greedy event,0,126,0,0,46,46,80,159.3763306490233,0,0,0,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500367623933436
505,11,17,Time plan 900,900,126,43,886.5405141989991,43,43,83,115.06019503806449,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
505,11,17,Time plan 930,930,126,45,928.1114164853448,45,45,81,123.53619779635048,0,1,1,0.28888888888888886,0.35555555555555557,0.35555555555555557,0.9497373890211859
505,11,17,Time plan 960,960,126,46,948.8968676285175,46,46,80,120.86504094580125,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
505,11,18,Greedy event,0,126,0,0,46,46,80,159.10112850390368,0,0,0,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525335508753883
505,11,18,Time plan 900,900,126,43,886.0883963891596,43,43,83,112.694783250645,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
505,11,18,Time plan 930,930,126,45,927.6592986755053,45,45,81,126.11031280370877,0,1,1,0.24444444444444444,0.37777777777777777,0.37777777777777777,0.9522509524407748
505,11,18,Time plan 960,960,126,46,948.444749818678,46,46,80,120.97015345299957,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,12,14,Greedy event,0,113,0,0,39,39,74,121.9127066505297,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378952887535869
505,12,14,Time plan 900,900,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,12,14,Time plan 930,930,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,12,14,Time plan 960,960,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,12,14.05,Greedy event,0,113,0,0,23,23,90,70.59172062989367,0,0,0,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.999657210569563
505,12,14.05,Time plan 900,900,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,12,14.05,Time plan 930,930,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,12,14.05,Time plan 960,960,113,39,804.7550630558263,39,39,74,89.20831540301255,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,12,14.1,Greedy event,0,113,0,0,33,33,80,102.85596270271444,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996724383179206
505,12,14.1,Time plan 900,900,113,41,846.325965342172,41,41,72,91.50925277495892,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,12,14.1,Time plan 930,930,113,41,846.325965342172,41,41,72,91.50925277495892,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,12,14.1,Time plan 960,960,113,41,846.325965342172,41,41,72,91.50925277495892,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,12,14.15,Greedy event,0,113,0,0,42,42,71,130.8223444569416,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993336382616708
505,12,14.15,Time plan 900,900,113,42,866.6592986755053,42,42,71,97.92852733928149,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,12,14.15,Time plan 930,930,113,42,866.6592986755053,42,42,71,97.92852733928149,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,12,14.15,Time plan 960,960,113,42,866.6592986755053,42,42,71,97.92852733928149,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,12,16,Greedy event,0,113,0,0,45,45,68,140.46926472603937,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469142811628727
505,12,16,Time plan 900,900,113,43,886.9926320088385,43,43,70,104.17103492277536,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,12,16,Time plan 930,930,113,45,928.5635342951841,45,45,68,107.40771408195954,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,12,16,Time plan 960,960,113,45,928.5635342951841,45,45,68,107.40771408195954,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,12,17,Greedy event,0,113,0,0,45,45,68,140.09269849411734,0,0,0,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497411546346791
505,12,17,Time plan 900,900,113,43,886.5405141989991,43,43,70,107.00886525049083,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
505,12,17,Time plan 930,930,113,45,928.1114164853446,45,45,68,111.66492711044677,0,1,1,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497373890211859
505,12,17,Time plan 960,960,113,46,948.8968676285175,46,46,67,113.3941866267685,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
505,12,18,Greedy event,0,113,0,0,45,45,68,140.02919950506563,0,0,0,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522542048639385
505,12,18,Time plan 900,900,113,43,886.0883963891596,43,43,70,108.97348901564446,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
505,12,18,Time plan 930,930,113,45,927.6592986755052,45,45,68,113.97663164581937,0,1,1,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522509524407748
505,12,18,Time plan 960,960,113,46,948.444749818678,46,46,67,116.43824541137212,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,13,14,Greedy event,0,139,0,0,39,39,100,99.43849386068582,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378966880576723
505,13,14,Time plan 900,900,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,13,14,Time plan 930,930,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,13,14,Time plan 960,960,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,13,14.05,Greedy event,0,139,0,0,23,23,116,43.86143788511476,0,0,0,0.34782608695652173,0.6086956521739131,0.043478260869565216,0.9996585820608112
505,13,14.05,Time plan 900,900,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,13,14.05,Time plan 930,930,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,13,14.05,Time plan 960,960,139,39,804.7550630558263,39,39,100,87.57083131524614,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,13,14.1,Greedy event,0,139,0,0,33,33,106,77.86980263993019,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.999674177242386
505,13,14.1,Time plan 900,900,139,41,846.325965342172,41,41,98,91.24956178554275,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,13,14.1,Time plan 930,930,139,41,846.325965342172,41,41,98,91.24956178554275,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,13,14.1,Time plan 960,960,139,41,846.325965342172,41,41,98,91.24956178554275,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
505,13,14.15,Greedy event,0,139,0,0,42,42,97,109.89429001548768,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993355530559183
505,13,14.15,Time plan 900,900,139,42,866.6592986755053,42,42,97,96.19937708999868,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,13,14.15,Time plan 930,930,139,42,866.6592986755053,42,42,97,96.19937708999868,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,13,14.15,Time plan 960,960,139,42,866.6592986755053,42,42,97,96.19937708999868,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,13,16,Greedy event,0,139,0,0,45,45,94,120.14127999784661,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469151774675146
505,13,16,Time plan 900,900,139,43,886.9926320088385,43,43,96,100.56015220090657,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,13,16,Time plan 930,930,139,45,928.5635342951841,45,45,94,104.9843050112144,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,13,16,Time plan 960,960,139,45,928.5635342951841,45,45,94,104.9843050112144,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
505,13,17,Greedy event,0,139,0,0,45,45,94,119.98253252521747,0,0,0,0.35555555555555557,0.35555555555555557,0.28888888888888886,0.9497422881318578
505,13,17,Time plan 900,900,139,43,886.5405141989991,43,43,96,101.55631906907222,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
505,13,17,Time plan 930,930,139,45,928.1114164853448,45,45,94,107.79281740057625,0,1,1,0.28888888888888886,0.35555555555555557,0.35555555555555557,0.9497373890211859
505,13,17,Time plan 960,960,139,46,948.8968676285175,46,46,93,109.25118075117054,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
505,13,18,Greedy event,0,139,0,0,45,45,94,119.60596629329538,0,0,0,0.37777777777777777,0.37777777777777777,0.24444444444444444,0.9522550015791759
505,13,18,Time plan 900,900,139,43,886.0883963891596,43,43,96,100.30718635142017,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
505,13,18,Time plan 930,930,139,45,927.6592986755053,45,45,94,105.87804351904565,0,1,1,0.24444444444444444,0.37777777777777777,0.37777777777777777,0.9522509524407748
505,13,18,Time plan 960,960,139,46,948.444749818678,46,46,93,110.43342113206799,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
505,14,14,Greedy event,0,117,0,0,39,39,78,114.10544391162792,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378959769483024
505,14,14,Time plan 900,900,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,14,14,Time plan 930,930,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,14,14,Time plan 960,960,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
505,14,14.05,Greedy event,0,117,0,0,23,23,94,66.68051872540626,0,0,0,0.34782608695652173,0.6086956521739131,0.043478260869565216,0.9996573463855843
505,14,14.05,Time plan 900,900,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,14,14.05,Time plan 930,930,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,14,14.05,Time plan 960,960,117,39,804.7550630558263,39,39,78,82.32483330543765,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
505,14,14.1,Greedy event,0,117,0,0,33,33,84,95.82333243787477,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.999673128608819
505,14,14.1,Time plan 900,900,117,41,846.325965342172,41,41,76,83.37030021998298,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.998253462989613
505,14,14.1,Time plan 930,930,117,41,846.325965342172,41,41,76,83.37030021998298,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.998253462989613
505,14,14.1,Time plan 960,960,117,41,846.325965342172,41,41,76,83.37030021998298,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.998253462989613
505,14,14.15,Greedy event,0,117,0,0,42,42,75,122.88224069034293,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993345011754274
505,14,14.15,Time plan 900,900,117,42,866.6592986755053,42,42,75,88.4289000084487,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,14,14.15,Time plan 930,930,117,42,866.6592986755053,42,42,75,88.4289000084487,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,14,14.15,Time plan 960,960,117,42,866.6592986755053,42,42,75,88.4289000084487,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
505,14,16,Greedy event,0,117,0,0,44,44,73,128.91001942845563,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.9466000837658344
505,14,16,Time plan 900,900,117,43,886.9926320088385,43,43,74,98.09717732613302,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
505,14,16,Time plan 930,930,117,45,928.5635342951841,45,45,72,95.13713904516797,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
