seed,source_period,budget,method,workload_cap,requests,planned,planned_workload,dispatched,completed,final_queue,mean_wait_minutes,schedule_gap,plan_execution_rate,complete_plan,north_route_share,central_route_share,south_route_share,peak_budget_use
501,9,17,Greedy event,0,125,0,0,44,44,81,111.38774446977085,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.9494448726888773
501,9,17,Time plan 900,900,125,43,886.5405141989991,43,43,82,80.40804721953445,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
501,9,17,Time plan 930,930,125,45,928.1114164853448,45,45,80,88.3352565475329,0,1,1,0.28888888888888886,0.35555555555555557,0.35555555555555557,0.9497373890211859
501,9,17,Time plan 960,960,125,46,948.8968676285175,45,45,80,86.66858988086622,1,0.9782608695652174,0,0.3333333333333333,0.35555555555555557,0.3111111111111111,0.9497373890211859
501,9,18,Greedy event,0,125,0,0,44,44,81,111.38774446977085,0,0,0,0.38636363636363635,0.38636363636363635,0.22727272727272727,0.9519748177421571
501,9,18,Time plan 900,900,125,43,886.0883963891596,43,43,82,79.03434814305643,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
501,9,18,Time plan 930,930,125,45,927.6592986755053,45,45,80,89.67923036756858,0,1,1,0.24444444444444444,0.37777777777777777,0.37777777777777777,0.9522509524407748
501,9,18,Time plan 960,960,125,46,948.444749818678,45,45,80,88.76811925645747,1,0.9782608695652174,0,0.35555555555555557,0.37777777777777777,0.26666666666666666,0.9522509524407748
501,10,14,Greedy event,0,133,0,0,39,39,94,121.53252045367705,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.937896512954117
501,10,14,Time plan 900,900,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,10,14,Time plan 930,930,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,10,14,Time plan 960,960,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,10,14.05,Greedy event,0,133,0,0,23,23,110,64.63471836960053,0,0,0,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.9996582312723581
501,10,14.05,Time plan 900,900,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,10,14.05,Time plan 930,930,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,10,14.05,Time plan 960,960,133,39,804.7550630558263,39,39,94,98.89611343748386,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,10,14.1,Greedy event,0,133,0,0,33,33,100,99.31574265188854,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996741930175288
501,10,14.1,Time plan 900,900,133,41,846.325965342172,41,41,92,102.62691431994382,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
501,10,14.1,Time plan 930,930,133,41,846.325965342172,41,41,92,102.62691431994382,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
501,10,14.1,Time plan 960,960,133,41,846.325965342172,41,41,92,102.62691431994382,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896128
501,10,14.15,Greedy event,0,133,0,0,42,42,91,132.11079458131422,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993357507897099
501,10,14.15,Time plan 900,900,133,42,866.6592986755053,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,10,14.15,Time plan 930,930,133,42,866.6592986755053,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,10,14.15,Time plan 960,960,133,42,866.6592986755053,42,42,91,107.67940424888664,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,10,16,Greedy event,0,133,0,0,45,45,88,141.27926674508257,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469146961654707
501,10,16,Time plan 900,900,133,43,886.9926320088385,43,43,90,112.60212399727342,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
501,10,16,Time plan 930,930,133,45,928.5635342951841,45,45,88,116.77519919759102,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
501,10,16,Time plan 960,960,133,45,928.5635342951841,45,45,88,116.77519919759102,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469096301741482
501,10,17,Greedy event,0,133,0,0,46,46,87,144.3947065433844,0,0,0,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500376510132528
501,10,17,Time plan 900,900,133,43,886.5405141989991,43,43,90,114.04015133055536,0,1,1,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.9491469808533962
501,10,17,Time plan 930,930,133,45,928.1114164853448,45,45,88,119.29482269806401,0,1,1,0.28888888888888886,0.35555555555555557,0.35555555555555557,0.9497373890211859
501,10,17,Time plan 960,960,133,46,948.8968676285175,46,46,87,121.47465738486184,0,1,1,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.9500325931050807
501,10,18,Greedy event,0,133,0,0,46,46,87,144.3947065433844,0,0,0,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525346639374006
501,10,18,Time plan 900,900,133,43,886.0883963891596,43,43,90,114.37241396174058,0,1,1,0.3953488372093023,0.3953488372093023,0.20930232558139536,0.9516933447267513
501,10,18,Time plan 930,930,133,45,927.6592986755053,45,45,88,119.35782659431122,0,1,1,0.24444444444444444,0.37777777777777777,0.37777777777777777,0.9522509524407748
501,10,18,Time plan 960,960,133,46,948.444749818678,46,46,87,122.50472385271587,0,1,1,0.3695652173913043,0.3695652173913043,0.2608695652173913,0.9525297562977867
501,11,14,Greedy event,0,130,0,0,39,39,91,128.83453208475413,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.937896864995386
501,11,14,Time plan 900,900,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,11,14,Time plan 930,930,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,11,14,Time plan 960,960,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9378914432201086
501,11,14.05,Greedy event,0,130,0,0,23,23,107,74.19577209219527,0,0,0,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.999657864652623
501,11,14.05,Time plan 900,900,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,11,14.05,Time plan 930,930,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,11,14.05,Time plan 960,960,130,39,804.7550630558263,39,39,91,108.12197167439045,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9345537512513538
501,11,14.1,Greedy event,0,130,0,0,33,33,97,107.96651563267694,0,0,0,0.42424242424242425,0.42424242424242425,0.15151515151515152,0.9996738207208674
501,11,14.1,Time plan 900,900,130,41,846.325965342172,41,41,89,111.13443800870863,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,11,14.1,Time plan 930,930,130,41,846.325965342172,41,41,89,111.13443800870863,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,11,14.1,Time plan 960,960,130,41,846.325965342172,41,41,89,111.13443800870863,0,1,1,0.34146341463414637,0.3170731707317073,0.34146341463414637,0.9982534629896127
501,11,14.15,Greedy event,0,130,0,0,42,42,88,138.61023766331007,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993363037852269
501,11,14.15,Time plan 900,900,130,42,866.6592986755053,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,11,14.15,Time plan 930,930,130,42,866.6592986755053,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,11,14.15,Time plan 960,960,130,42,866.6592986755053,42,42,88,116.58416615364857,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993298334935651
501,11,16,Greedy event,0,130,0,0,44,44,86,144.8680845070414,0,0,0,0.3409090909090909,0.3409090909090909,0.3181818181818182,0.9466016979991982
501,11,16,Time plan 900,900,130,43,886.9926320088385,43,43,87,121.87451252887894,0,1,1,0.3488372093023256,0.3488372093023256,0.3023255813953488,0.9462823214958717
